tracking_id	female_flower_early_0	female_flower_early_3	female_flower_early_1	female_flower_early_2	female_flower_late_1	female_flower_late_0	male_flower_0	male_flower_1	male_flower_3	male_flower_2	male_flower_4	male_flower_6	male_flower_5	root_0	root_1	root_2	root_3	vegetative_0	vegetative_1	vegetative_5	vegetative_4	vegetative_3	vegetative_2
Zosma42g00460	227.946	4.09907	3.66714	7.14804	12.3426	5.3346	19237.6	29067.6	16756	20665.9	14524.8	25397.4	790.958	4.65548	3.73258	0	7.3294	1.41714	2.89938	8.15637	8.1034	12.9663	3.3946
Zosma42g00470	8092.43	2915.61	9056.8	8423.63	4621.96	3041.39	953.483	442.746	873.431	905.624	827.796	573.793	1296.15	3482.3	2688.95	2521.95	1860.04	2723.74	4124.07	1984.72	2190.62	2290.04	1590.94
Zosma42g00480	420.51	278.737	285.513	178.051	219.99	246.725	2702.36	3415.47	2844.81	2434.07	2285.83	2809.39	1563.21	1155.22	992.866	600.79	1315.22	605.118	281.239	779.387	643.77	840.813	1278.63
Zosma42g00490	0	1.75674	0	0	0.726038	5.3346	16.4678	72.2851	0	1.6347	0	1.56774	0	238.095	240.378	170.922	406.375	82.1939	6.37863	99.689	19.8083	74.8055	152.757
Zosma42g00500	782.502	648.239	794.723	697.258	677.394	524.792	922.195	1278.54	1252.93	1314.3	1249.04	1119.37	933.841	670.389	738.304	1147.74	957.709	2121.45	741.66	2115.22	921.987	2079.59	1719.93
Zosma42g00510	152.418	74.9544	83.8205	53.2854	70.4257	67.3494	2527.8	4861.17	2715.89	3210.55	2112.76	4116.88	5621.76	556.662	591.987	473.453	732.94	573.941	191.939	555.54	413.273	649.311	681.184
Zosma42g00520	258.566	222.521	299.658	226.788	230.154	204.715	546.73	528.585	615.602	518.2	587.784	547.141	408.236	165.602	155.275	258.946	153.103	164.388	198.317	100.595	112.547	137.642	74.6813
Zosma42g00530	44.2284	169.819	18.8596	7.79786	196.03	102.691	13.1742	0	46.3512	24.5205	34.2874	12.5419	23.8138	647.112	1130.97	1923.72	1281.02	456.318	57.9875	721.386	63.0265	1158.99	148.231
Zosma42g00540	6.80436	19.3242	8.90592	13.6462	18.877	16.0038	3.29355	63.2494	14.4848	9.8082	9.7964	6.27096	18.7108	5.98562	4.47909	14.5283	13.8444	19.8399	6.37863	11.7814	1.80076	8.97666	1.13153
Zosma42g00550	319.805	287.52	311.707	291.77	351.402	308.74	620.835	813.207	483.791	532.912	457.166	660.018	309.579	293.96	306.071	222.198	239.427	194.148	270.222	177.628	273.715	186.515	246.675
Zosma42g00560	1524.86	649.995	2540.28	2417.34	1486.93	541.462	130.095	153.606	415.713	732.346	620.439	485.999	552.82	2450.78	1204.88	46.1488	871.385	5.66855	2151.92	9.9689	2955.04	12.9663	122.206
Zosma42g00570	131.324	193.242	125.731	104.621	121.974	151.369	92.2195	126.499	82.5631	114.429	80.004	72.116	20.4118	38.574	34.3397	7.69147	2.44313	1.41714	41.1711	1.81253	0.900378	0.997406	0
Zosma42g00590	1474.51	640.626	1819.43	2039.79	1140.61	533.46	541.789	623.459	1338.39	750.328	1100.46	619.257	3514.24	1109.33	904.03	582.843	705.252	233.828	1109.88	225.66	845.455	197.486	190.098
Zosma42g00600	1235.67	1089.18	1233.21	1431.56	707.887	1038.25	1132.98	1152.04	1079.11	1149.19	1103.73	1064.5	685.497	1260.3	1189.95	1553.68	1476.47	1265.5	1316.9	1218.92	1195.7	1455.22	1288.82
Zosma42g00610	1659.58	2386.83	1916.87	1868.89	3055.89	2108.5	1625.37	2389.93	1209.48	1567.68	1002.5	1738.62	2000.36	2503.32	2259.7	2373.25	2741.2	2644.38	1719.91	3836.21	2106.88	2914.42	3823.46
Zosma42g00620	793.389	584.41	797.866	905.201	615.68	570.136	879.378	903.564	895.158	794.464	811.469	939.076	631.066	780.125	655.441	341.843	461.752	444.981	704.548	437.725	542.027	431.877	374.538
Zosma42g00630	304.155	246.53	230.506	261.878	315.101	225.387	12950.2	19566.7	7395.92	10751.4	7525.27	10833.1	93.5542	177.573	151.543	51.2765	186.493	17.0056	133.951	8.15637	43.2181	11.9689	13.5784
Zosma42g00640	255.164	296.89	275.036	220.289	339.06	286.068	270.071	596.352	341.84	333.479	277.565	387.232	949.15	256.716	241.871	540.112	374.614	576.775	264.423	621.697	453.79	587.472	635.922
Zosma42g00650	2.04131	1.17116	0	0.649821	0	0	55.9904	40.6604	139.054	125.872	78.3712	109.742	62.9365	4.65548	14.1838	0.854608	8.14378	0	1.15975	0	0.900378	0.997406	0
Zosma42g00660	27.8979	33.3781	20.4312	20.7943	45.7404	38.6759	37.8758	63.2494	82.5631	39.2328	47.3493	25.0838	23.8138	19.287	31.3536	27.3475	21.1738	0	63.7863	0.906264	69.3291	0	2.26307
Zosma42g00670	1900.46	2543.18	2172.52	2102.82	3432.71	2165.85	592.839	519.549	1105.19	939.953	1325.78	903.018	6075.92	3658.54	3235.4	610.19	771.216	412.387	2253.4	449.507	1119.17	333.134	356.433
Zosma42g00680	151.737	152.251	150.877	168.304	180.783	117.361	195.966	406.604	195.544	256.648	256.339	260.245	56.1325	103.086	92.5679	77.7693	77.3659	262.17	207.595	374.287	307.929	242.37	400.563
Zosma42g00690	4.76305	2.34233	4.19102	2.59929	2.17811	3.33413	34.5823	36.1425	28.9695	37.5981	27.7565	50.1677	6.80394	0	2.23955	6.83687	2.44313	0	7.53838	0.906264	2.70113	0.997406	1.13153
Zosma42g00700	21.0935	50.9456	18.3357	29.8918	67.5215	58.0138	156.444	135.535	147.745	99.7167	132.251	136.393	409.937	23.2774	16.4233	15.3829	4.88627	0	15.6566	0.906264	7.20302	0	0
Zosma42g00710	133.366	141.711	123.111	173.502	154.646	130.031	383.699	429.193	479.446	496.949	323.281	633.367	182.005	151.636	108.245	39.312	78.1803	32.5942	131.632	42.5944	87.3367	35.9066	56.5767
Zosma42g00720	6.80436	25.7656	5.76266	6.49821	15.9728	22.0052	18.1145	36.1425	28.9695	24.5205	17.9601	21.9484	28.9168	217.477	159.008	257.237	258.158	94.9482	45.8101	120.533	135.057	191.502	419.799
Zosma42g00750	21.774	31.6214	31.4327	37.0398	20.3291	18.0043	47.7565	49.696	97.0479	62.1186	81.6367	90.9289	44.2256	34.5836	28.3676	47.8581	62.7071	21.2571	30.7334	59.8134	54.0227	31.917	63.3659
Zosma42g00760	239.514	190.9	267.178	232.636	301.306	242.724	602.72	704.78	858.946	630.994	777.181	689.805	147.986	307.262	288.155	288.003	222.325	351.45	203.536	370.662	227.796	374.027	273.831
Zosma42g00770	231.348	281.079	258.272	278.773	217.085	261.396	141.623	266.551	124.569	122.603	127.353	145.8	98.6571	131.684	119.442	189.723	153.917	114.788	155.407	138.658	102.643	96.7484	80.339
Zosma42g00780	0	0	0	0.649821	0	0	0	0	2.89695	0	9.7964	1.56774	248.344	0	0	0	0	1.41714	0	0	0	0	1.13153
Zosma42g00800	429.355	365.403	411.768	404.839	334.704	350.75	1577.61	1549.61	2038.01	1796.54	1678.45	1914.21	779.051	309.257	326.974	442.687	395.788	836.111	411.711	742.23	587.046	943.546	788.68
Zosma42g00810	359.27	378.286	220.029	192.997	279.525	437.438	283.245	221.373	267.968	187.991	215.521	246.135	127.574	488.825	498.672	791.367	559.478	2158.3	383.877	2515.79	1057.04	2814.68	1664.49
Zosma42g00820	146.294	165.134	30.3849	53.2854	37.754	59.3475	32.9355	13.5535	18.8302	29.4246	4.8982	15.6774	11.9069	148.31	165.726	752.91	548.891	755.334	212.814	1414.68	689.689	1572.91	1959.82
Zosma42g00830	487.873	710.896	556.882	520.507	853.821	660.157	260.191	234.927	557.663	372.712	566.559	326.09	1253.63	651.767	691.273	737.527	613.227	670.306	527.686	674.26	460.993	725.114	453.745
Zosma42g00840	1036.3	1186.39	1097.52	1026.72	1429.57	1158.28	4332.67	5520.77	4151.33	3828.47	3934.89	4469.62	2580.39	1520.35	1475.11	1710.93	1759.87	2073.27	1188.16	2286.5	1475.72	2361.86	2105.79
Zosma42g00850	827.411	601.978	876.448	874.01	691.914	550.131	2947.73	4210.61	2920.13	2589.37	2323.38	3143.32	3077.08	1404.62	1288.49	857.172	1292.42	1135.13	882.57	1313.18	1397.39	1235.79	1673.54
Zosma42g00860	540.947	382.385	475.157	623.179	394.239	432.103	800.333	280.105	628.639	714.364	584.519	741.541	200.716	422.984	390.428	54.6949	192.193	153.051	295.736	251.035	535.725	343.108	341.723
Zosma42g00870	26.537	29.2791	11.0014	12.3466	9.43849	26.0062	1487.04	2222.77	1160.23	1162.27	811.469	1616.34	170.099	3.32534	0.746515	1.70922	3.25751	1.41714	2.3195	0.906264	0.900378	0	0
Zosma42g00880	5.44349	2.92791	0.523878	0.649821	1.45208	1.33365	307.947	361.425	243.344	294.246	191.03	384.096	23.8138	0	0	0	0	0	0	0.906264	0.900378	0	0
Zosma42g00890	65.3219	70.8554	83.2966	74.0796	89.3027	86.0205	31.2887	63.2494	52.1451	78.4656	78.3712	61.1418	159.893	35.2486	32.8467	43.585	30.132	270.673	236.009	497.539	614.058	234.39	914.28
Zosma42g00910	74.848	148.738	46.6251	60.4334	69.6997	58.6806	49.4033	54.2138	18.8302	29.4246	35.9202	37.6257	79.9463	623.834	540.477	2105.75	1991.97	338.696	449.983	796.606	1598.17	428.885	2101.26
Zosma42g00920	0	0	0	0	0	0	0	0	0	0	0	7.8387	1.70099	0	1.49303	1.70922	0.814378	2.83427	444.184	0	2151	0	5.65767
Zosma42g00950	351.105	388.826	363.571	369.748	472.651	464.111	281.599	230.409	233.205	237.032	297.158	247.703	1083.53	442.936	371.018	603.353	572.508	440.73	296.896	471.257	296.224	414.921	453.745
Zosma42g00960	634.847	668.734	271.369	155.957	774.683	2820.67	1309.19	194.266	117.327	207.607	107.76	213.213	51.0296	877.225	1003.32	5026.81	1478.1	1428.47	649.46	1683.84	2151	1033.31	2964.62
Zosma42g00970	296.67	303.917	33.5282	50.6861	333.978	130.031	276.658	54.2138	13.0363	58.8492	17.9601	68.9805	28.9168	305.266	367.286	4923.4	1716.71	148.799	1053.63	342.568	1810.66	189.507	1097.59
Zosma42g00980	231.348	289.277	258.272	226.788	308.566	278.733	1169.21	2308.6	1055.94	1232.56	915.964	1788.79	328.29	373.768	359.074	356.372	245.128	389.713	243.548	311.755	265.611	333.134	235.359
Zosma42g01000	666.828	904.723	673.183	834.371	1077.44	714.17	184.439	149.088	182.508	202.703	179.601	202.238	316.383	505.452	437.458	293.985	280.96	1084.11	523.047	986.921	604.154	809.894	887.123
Zosma42g01010	87.0958	176.26	58.6743	64.3323	213.455	188.045	80.692	126.499	130.363	134.045	207.357	156.774	1598.93	104.416	106.005	126.482	65.1503	497.415	201.217	369.756	453.79	244.365	1636.2
Zosma42g01020	450.449	388.241	463.108	353.503	601.886	586.14	243.723	112.945	170.92	150.392	164.906	145.8	372.516	442.271	428.5	931.523	578.209	1570.19	677.294	1421.02	1146.18	1517.05	1685.99
Zosma42g01030	1036.98	596.708	1170.87	889.605	816.793	763.515	1841.1	1892.97	1909.09	2164.34	2076.84	1578.71	185.407	640.461	564.366	572.587	442.207	731.243	1155.69	782.105	1054.34	781.966	591.793
Zosma42g01040	648.456	619.545	751.241	723.901	649.804	575.47	754.223	1242.4	711.202	743.789	659.625	834.037	1098.84	901.833	758.46	295.694	561.921	524.341	294.577	618.978	345.745	495.711	353.039
Zosma42g01050	178.955	336.709	201.169	240.434	408.033	386.759	159.737	216.855	169.472	222.319	151.844	155.206	391.227	235.434	226.194	52.9857	70.8509	36.8456	144.969	32.6255	5.40227	10.9715	5.65767
Zosma42g01060	25.1761	40.4051	28.2894	33.1409	30.4936	38.0091	27.9952	18.0713	94.1509	49.041	60.4112	67.4128	372.516	31.9233	34.3397	58.1134	52.1202	39.6798	31.8931	71.5948	49.5208	72.8107	80.339
Zosma42g01070	2.72175	1.75674	4.19102	11.6968	3.63019	12.0029	9.88066	4.51782	10.1393	6.5388	4.8982	6.27096	22.1128	194.865	150.796	52.9857	174.277	9.91996	93.3599	15.4065	162.068	13.9637	131.258
Zosma42g01080	694.725	851.435	634.94	710.905	650.53	858.871	1129.69	1865.86	963.237	1154.1	726.567	1335.71	756.938	659.083	623.34	1093.04	868.942	1043.01	563.639	868.201	756.317	918.611	1156.43
Zosma42g01090	545.029	641.797	604.031	624.478	731.12	670.826	670.238	722.851	877.776	792.83	778.814	895.179	940.645	579.275	578.549	420.467	535.861	469.072	434.906	569.134	499.71	433.872	734.366
Zosma42g01110	1214.58	1250.8	1361.03	1425.06	1502.9	1248.96	773.985	858.385	548.972	640.803	597.581	796.412	1966.34	1808.99	1668.46	1502.4	1612.47	1609.87	986.948	1703.78	1202	1548.97	1300.13
Zosma42g01120	105.468	211.395	82.7727	99.4227	197.482	221.386	138.329	131.017	273.762	155.297	153.477	174.019	39.1227	40.5692	42.5514	95.7161	57.8209	151.634	54.5083	126.877	29.7125	186.515	21.4992
Zosma42g01130	108.87	105.99	113.681	121.517	139.399	124.696	375.465	438.228	1032.76	756.866	664.523	645.909	243.241	93.1096	82.8632	149.556	98.5398	153.051	125.253	151.346	134.156	128.665	227.438
Zosma42g01140	615.114	766.526	711.95	909.1	744.189	802.858	505.56	501.478	793.765	655.515	641.665	688.238	634.468	744.877	594.226	498.237	644.988	460.57	574.656	451.319	633.866	482.745	427.72
Zosma42g01150	414.386	264.683	424.865	331.409	143.03	185.377	1944.84	2033.02	2100.29	1297.95	2228.68	1401.56	1971.44	873.9	842.069	861.445	1189.81	318.856	180.341	488.476	652.774	408.937	940.305
Zosma42g01160	4.76305	5.27023	1.57163	0.649821	46.4664	10.6692	55.9904	27.1069	42.0058	27.7899	29.3892	10.9742	416.741	0.665068	2.98606	5.12765	3.25751	8.50282	1.15975	19.0315	2.70113	11.9689	5.65767
Zosma42g01170	215.018	245.359	198.55	224.838	172.071	288.735	90.5727	72.2851	57.939	68.6574	40.8184	70.5483	88.4512	61.8514	76.8911	301.677	214.181	389.713	111.916	261.004	70.2295	313.186	70.1551
Zosma42g01190	1.36087	3.51349	2.61939	0.649821	0	2.00048	60.9307	27.1069	82.5631	52.3104	66.9421	70.5483	18.7108	10.6411	4.47909	9.40069	3.25751	1.41714	2.3195	1.81253	0.900378	2.99222	1.13153
Zosma42g01200	168.748	232.476	196.978	116.318	185.14	239.39	156.444	257.516	153.538	201.068	84.9022	318.251	32.3187	147.645	120.189	2.56382	3.25751	12.7542	89.8807	4.53132	0.900378	5.98444	2.26307
Zosma42g01230	289.185	214.323	256.176	278.773	341.238	240.057	362.291	465.335	267.968	379.251	249.808	373.122	665.085	63.8466	77.6376	208.524	122.971	1116.7	319.511	1295.05	500.61	1664.67	1864.77
Zosma42g01240	553.875	455.582	600.364	588.738	683.928	709.502	225.608	153.606	236.102	137.315	186.132	78.387	449.06	167.597	175.431	444.396	191.379	299.016	385.617	204.816	391.664	210.453	220.649
Zosma42g01250	688.602	1015.4	809.915	1144.99	1378.75	1069.59	171.265	252.998	230.308	202.703	231.848	183.426	1010.39	429.634	344.89	32.4751	35.8326	93.531	1645.69	96.9702	859.861	77.7977	96.1804
Zosma42g01260	14.2892	12.8828	14.1447	18.8448	13.0687	16.0038	72.4581	117.463	53.5936	53.9451	55.513	43.8967	13.6079	1.33014	0.746515	0	0	0	17.9761	0	0	0	0
Zosma42g01270	547.751	266.44	741.811	565.345	404.403	231.388	11.5274	0	10.1393	26.1552	16.3273	1.56774	28.9168	47.2199	53.7491	52.9857	35.0183	2.83427	206.436	8.15637	114.348	1.99481	7.92074
Zosma42g01280	206.853	177.431	178.118	194.297	217.811	179.376	24.7016	4.51782	53.5936	34.3287	35.9202	31.3548	272.158	147.645	154.529	76.0601	101.797	18.4228	147.868	10.8752	101.743	6.98184	23.7622
Zosma42g01290	77.5697	323.827	91.6786	139.712	257.017	173.375	1.64678	4.51782	4.34543	31.0593	9.7964	7.8387	15.3089	176.908	228.434	210.234	146.588	96.3653	193.098	124.158	434.883	127.668	460.535
Zosma42g01300	470.862	924.633	543.785	591.987	1086.88	650.822	838.209	1870.38	785.074	1245.64	960.048	1153.86	583.438	1359.4	1964.83	2195.49	2537.6	935.31	233.11	1274.21	574.441	918.611	1198.3
Zosma42g01310	1.36087	72.6121	0	0	68.2476	45.3441	0	0	1.44848	44.1369	0	29.787	5.10296	3858.73	3183.14	22.2198	965.853	11.3371	7450.24	6.34385	6347.66	11.9689	9.05228
Zosma42g01320	507.605	421.033	660.61	703.757	583.009	323.41	1472.22	2281.5	2455.17	2059.72	1947.85	2359.45	2284.42	534.715	429.246	313.641	357.512	415.221	431.427	483.038	420.476	464.791	432.246
Zosma42g01330	133.366	119.459	38.2431	17.5452	89.3027	118.695	47.7565	18.0713	17.3817	31.0593	9.7964	21.9484	13.6079	164.937	147.81	370.9	211.738	483.244	114.235	583.634	257.508	666.267	761.523
Zosma42g01340	0	0	0	0	0	0	120.215	347.872	0	0	0	1.56774	0	0	0	0.854608	0.814378	1.41714	0	0.906264	0	0	3.3946
Zosma431g00050	0.680436	16.9819	19.9074	0.649821	38.48	4.00095	4.94033	63.2494	11.5878	6.5388	65.3094	10.9742	8.50493	3.32534	1.49303	65.8048	0.814378	592.363	39.4315	592.696	72.9306	1318.57	545.4
Zosma431g00060	10.2065	12.2972	10.4776	4.54875	18.877	8.00191	1.64678	0	2.89695	6.5388	16.3273	12.5419	3.40197	1.99521	1.49303	66.6594	15.4732	1000.5	157.146	1069.39	429.48	1363.45	1323.9
Zosma431g00070	172.15	127.071	167.117	116.968	172.071	102.691	136.682	117.463	107.187	112.794	146.946	148.935	185.407	278.664	249.336	719.58	553.777	463.404	189.619	606.29	307.029	684.221	842.993
Zosma431g00080	1934.48	733.734	1520.82	986.429	949.658	918.219	133.389	90.3564	115.878	147.123	111.026	137.961	124.172	1239.69	996.598	1616.92	1548.95	763.837	1540.15	741.324	508.714	991.422	1362.37
Zosma431g00090	0	0	0	0	0	0	1.64678	0	0	0	0	0	0	129.688	137.359	0	0.814378	0	0	0	0	0	0
Zosma431g00100	0	24.0088	30.3849	36.39	11.6166	0	0	0	0	1.6347	1.63273	0	3.40197	0	0	0	0.814378	0	20.8755	0	1.80076	0	1.13153
Zosma432g00010	0	0	0.523878	0	1.45208	0	4.94033	4.51782	20.2787	11.4429	48.982	3.13548	195.613	0	0	0	0	0	0	0	0	0.997406	0
Zosma433g00010	480.388	539.906	435.866	1000.08	432.719	522.124	41.1694	54.2138	23.1756	37.5981	37.5529	25.0838	28.9168	218.808	162.74	71.7871	49.6771	15.5885	506.231	7.25011	81.034	10.9715	82.602
Zosma434g00060	207.533	228.377	224.22	183.25	185.866	210.05	326.062	370.461	338.943	402.136	346.14	365.283	256.849	103.086	154.529	279.457	188.121	358.536	170.483	256.473	189.079	330.141	272.7
Zosma436g00050	53.074	1.75674	1.04776	3.24911	2.90415	2.00048	3868.28	4043.45	3424.2	4148.87	2259.7	6071.85	1258.73	0	0.746515	2.56382	1.62876	0	0	3.62505	0.900378	3.98962	0
Zosma438g00010	215.018	285.764	108.967	252.781	494.432	208.716	18.1145	27.1069	8.69086	42.5022	14.6946	25.0838	15.3089	595.236	474.037	202.542	1588.04	70.8569	454.622	168.565	127.854	81.7873	218.386
Zosma438g00020	37.424	94.2786	11.5253	3.24911	26.1374	92.6887	405.107	67.7673	46.3512	44.1369	24.491	45.4644	27.2158	136.339	107.498	318.769	254.086	157.302	107.277	126.877	413.273	203.471	754.734
Zosma438g00030	350.425	375.358	380.859	428.882	387.704	408.764	520.381	307.212	776.383	443.004	577.988	476.593	574.933	351.156	309.057	285.439	222.325	199.816	340.387	164.034	201.685	220.427	210.465
Zosma438g00040	153.098	281.079	246.746	297.618	479.911	348.083	164.678	239.444	72.4238	217.415	86.5349	206.942	102.059	237.429	244.111	372.609	268.745	311.77	110.176	250.129	76.5321	352.084	90.5228
Zosma43g00010	93.2198	100.72	101.632	94.8739	66.0695	84.02	531.909	763.511	577.942	655.515	494.718	845.011	188.809	93.7747	74.6515	188.868	144.145	277.759	99.1587	274.598	146.762	257.331	165.204
Zosma43g00020	643.012	341.394	462.584	354.153	331.799	372.089	798.686	1522.5	909.643	993.898	1108.63	1092.71	229.633	1284.25	1271.32	660.612	1379.56	734.077	655.259	416.881	958.002	560.542	1037.62
Zosma43g00030	853.267	1089.18	998.511	873.36	829.135	944.225	719.641	844.832	1166.02	908.893	1028.62	845.011	1576.81	1165.2	1410.17	1682.72	1532.66	1397.3	901.706	985.109	912.083	1267.7	849.783
Zosma43g00040	510.327	476.663	544.833	505.561	483.541	472.779	258.544	284.623	241.896	237.032	200.826	264.948	229.633	721.599	577.803	662.321	672.676	683.06	528.846	637.103	529.422	614.402	747.944
Zosma43g00050	9.52611	8.78372	3.66714	1.29964	4.35623	7.33508	447.923	709.297	644.572	528.008	679.217	617.689	772.247	0.665068	0.746515	3.41843	3.25751	1.41714	4.05913	3.62505	19.8083	0	7.92074
Zosma43g00060	275.577	160.449	262.463	286.571	203.291	148.702	82.3388	81.3207	252.035	120.968	244.91	97.1998	163.295	273.343	237.392	62.3864	89.5816	19.8399	295.156	25.3754	180.076	12.9663	48.656
Zosma43g00070	1658.9	1256.66	1686.89	1892.93	1563.16	1189.62	694.939	551.174	822.734	688.209	814.734	674.128	1289.35	1912.74	1686.38	956.307	1285.09	895.631	1243.83	995.984	1491.93	812.886	1248.08
Zosma43g00080	174.872	168.647	196.454	217.04	105.276	137.366	27.9952	27.1069	65.1814	39.2328	55.513	23.5161	78.2453	152.301	171.699	212.797	146.588	144.548	124.673	122.346	93.6393	157.59	84.8651
Zosma43g00090	163.985	8.19814	5.76266	9.74732	13.0687	5.3346	23670.8	48530.4	12591.6	15036	7481.19	22700.9	1692.48	7.31575	3.73258	1.70922	5.70065	2.83427	2.3195	4.53132	7.20302	14.9611	1.13153
Zosma43g00100	174.192	202.026	178.642	159.856	167.715	198.714	107.04	112.945	107.187	93.1779	117.557	84.6579	272.158	103.086	99.2866	113.663	95.2823	109.12	121.774	116.002	92.7389	113.704	69.0236
Zosma43g00110	260.607	105.405	84.3443	100.722	71.1517	63.3484	8158.13	9948.23	11955.7	11027.7	9419.24	11461.7	3437.69	121.708	119.442	45.2942	121.342	22.6742	75.3838	29.0004	26.111	21.9429	21.4992
Zosma43g00120	3950.61	293.376	2071.94	975.382	673.037	434.103	1039.12	2272.46	1526.69	1382.96	1462.93	1244.79	860.699	1745.8	1322.83	100.844	534.232	7.08569	1490.28	4.53132	2259.05	11.9689	36.2091
Zosma43g00130	530.74	551.032	554.263	621.229	700.627	554.799	1465.63	2999.83	1564.35	1355.17	1196.79	1694.73	2082.01	625.164	521.814	309.368	377.057	290.513	418.09	397.85	533.924	367.045	446.956
Zosma43g00140	479.027	464.952	520.211	468.521	458.13	478.781	355.704	447.264	178.163	292.611	251.441	288.464	369.114	682.36	718.148	983.654	849.396	938.145	480.137	906.264	626.663	1229.8	968.594
Zosma43g00150	460.655	360.133	480.396	603.684	259.922	340.748	337.589	334.319	483.791	348.191	450.635	338.632	423.545	617.849	586.761	271.765	296.434	185.645	394.895	126.877	395.266	142.629	138.047
Zosma43g00160	779.1	582.654	632.321	641.374	867.615	738.176	337.589	27.1069	446.131	604.839	770.651	261.812	280.663	635.805	533.759	597.371	752.485	327.359	796.169	361.599	1159.69	369.04	428.852
Zosma43g00180	197.327	157.521	209.551	144.91	145.934	154.037	480.859	356.908	444.682	403.771	375.529	427.993	292.569	299.946	350.116	426.449	429.992	671.723	241.228	557.352	351.147	711.151	489.955
Zosma43g00190	87.7763	308.601	69.6758	97.4732	262.826	348.75	456.157	492.442	104.29	222.319	142.048	210.077	102.059	114.392	118.696	86.3154	69.2221	35.4284	93.3599	92.4389	224.194	58.847	100.707
Zosma43g00200	132.005	715.581	129.398	170.253	632.379	904.215	363.937	962.295	233.205	460.986	213.888	815.224	379.32	399.706	407.597	667.449	457.681	335.861	414.031	463.101	1304.65	415.918	489.955
Zosma43g00210	345.662	296.304	386.098	444.478	488.624	419.433	517.088	831.278	1041.45	918.702	960.048	1055.09	233.035	219.473	167.219	70.9325	75.7372	4.25141	199.477	1.81253	241.301	3.98962	5.65767
Zosma43g00220	52.3936	46.8465	49.2445	48.7366	41.3842	59.3475	47.7565	31.6247	91.254	67.0227	86.5349	56.4386	73.1424	39.9041	24.635	17.9468	12.2157	1.41714	48.1296	0.906264	32.4136	1.99481	5.65767
Zosma43g00230	8.84567	6.4414	3.66714	3.89893	8.71246	6.00143	54.3436	0	91.254	94.8126	94.6986	58.0064	86.7503	42.5644	34.3397	50.4219	30.9464	7.08569	4.05913	7.25011	5.40227	5.98444	11.3153
Zosma43g00240	1.36087	4.09907	1.04776	1.94946	3.63019	2.6673	29.642	31.6247	81.1147	67.0227	73.473	67.4128	54.4315	37.9089	42.5514	37.6028	61.0784	0	1.15975	0	1.80076	0	0
Zosma43g00250	188.481	268.196	230.506	306.716	301.306	306.073	220.668	641.53	302.731	425.022	336.343	630.231	226.231	149.64	152.289	71.7871	145.774	328.776	770.074	362.505	1209.21	346.1	332.671
Zosma43g00260	24.4957	18.7386	14.1447	16.2455	25.4113	26.0062	0	0	7.24238	4.9041	4.8982	7.8387	6.80394	3.32534	2.98606	3.41843	3.25751	90.6968	22.0353	116.908	54.0227	107.72	128.995
Zosma43g00280	548.432	979.092	1205.97	834.371	1348.98	545.463	4.94033	0	0	120.968	1.63273	0	1.70099	94.4397	52.2561	0	0	0	265.003	0	2.70113	0	0
Zosma43g00290	50.3523	42.7474	17.8118	11.6968	57.357	27.3398	2261.02	2660.99	2553.66	2563.21	3285.06	2255.98	8940.38	232.109	325.481	187.159	287.476	111.954	18.556	175.815	37.8159	192.499	177.651
Zosma43g00310	6.80436	0.585581	2.61939	0	0	3.33413	202.553	0	30.418	9.8082	22.8583	6.27096	49.3286	7.31575	34.3397	16.2376	19.5451	65.1883	16.2365	41.6881	56.7238	53.8599	70.1551
Zosma43g00320	110.911	161.62	97.9652	130.614	151.742	156.037	161.384	135.535	118.775	138.95	112.659	111.309	147.986	91.7794	132.133	285.439	206.038	532.844	102.638	410.537	187.279	518.651	364.354
Zosma43g00330	46.9501	0	0.523878	0.649821	4.35623	1.33365	2710.59	3288.97	4009.38	4828.91	3239.34	5482.38	2291.23	3.32534	1.49303	0.854608	0	0	1.15975	0	0.900378	1.99481	1.13153
Zosma43g00340	10.887	35.1349	9.4298	6.49821	35.5759	42.01	1.64678	0	0	1.6347	1.63273	1.56774	0	75.8178	79.1306	17.9468	78.1803	0	1.15975	0	0.900378	0	0
Zosma43g00350	2972.15	2995.83	3065.21	3083.4	2487.41	2557.94	1590.79	844.832	1675.89	1404.21	1458.03	1089.58	1690.78	3675.83	3837.84	2494.6	4324.35	2878.21	2910.97	3838.03	3850.02	3049.07	5090.77
Zosma43g00360	6.12393	2.92791	0.523878	2.59929	3.63019	3.33413	77.3985	63.2494	82.5631	71.9268	52.2475	117.58	3.40197	4.65548	6.71864	0	3.25751	0	11.0176	0	0.900378	0	0
Zosma43g00370	395.333	394.682	461.536	388.593	439.253	434.103	1870.74	2810.08	1433.99	1819.42	1177.2	1788.79	690.6	386.405	337.425	330.733	217.439	249.416	421.569	203.909	406.07	288.25	376.801
Zosma43g00380	140.85	194.999	162.402	242.383	72.6038	203.382	146.563	185.231	185.405	176.548	192.663	150.503	161.594	78.4781	83.6097	68.3687	48.0483	26.9256	130.472	19.0315	47.72	16.9559	7.92074
Zosma43g00390	504.884	749.544	610.318	625.128	695.544	671.493	662.004	944.224	982.067	939.953	946.986	1077.04	2054.79	544.691	529.279	446.105	311.907	209.736	503.912	177.628	317.833	144.624	226.307
