tracking_id	root_0	root_1	root_2	root_3
Zosma163g00250	258.712	187.375	18.8014	14.6588
Zosma163g00260	131.684	178.417	146.138	163.69
Zosma163g00270	55.2007	61.2143	0	105.869
Zosma164g00020	503.457	787.574	1144.32	875.457
Zosma164g00050	364.458	352.355	415.34	551.334
Zosma164g00070	286.645	334.439	277.748	401.488
Zosma164g00090	172.918	175.431	214.507	219.882
Zosma164g00100	728.25	626.326	449.524	614.041
Zosma164g00110	189.545	269.492	723.853	403.932
Zosma164g00120	235.434	176.178	118.791	109.127
Zosma164g00130	93.1096	114.963	122.209	122.157
Zosma164g00140	193.535	235.152	238.436	245.128
Zosma164g00150	653.762	597.212	403.375	519.573
Zosma164g00170	1012.23	811.462	1169.96	1238.67
Zosma164g00180	239.425	240.378	288.003	282.589
Zosma164g00190	760.173	908.509	1504.96	1149.9
Zosma164g00200	1213.08	1286.99	2124.56	1793.26
Zosma164g00210	354.481	339.665	327.315	360.77
Zosma164g00220	532.72	488.968	454.652	602.64
Zosma164g00230	42.5644	29.8606	12.8191	32.5751
Zosma164g00240	225.458	216.489	458.07	414.519
Zosma164g00260	280.659	285.169	331.588	312.721
Zosma164g00270	678.37	715.908	763.165	575.765
Zosma164g00280	166.267	341.158	343.552	510.615
Zosma164g00320	375.099	355.341	451.233	353.44
Zosma164g00340	41.2342	43.2979	305.095	143.331
Zosma164g00350	186.219	214.996	199.978	206.038
Zosma164g00420	329.209	326.227	59.8226	75.7372
Zosma165g00010	83.7986	98.54	144.429	107.498
Zosma165g00080	1271.61	990.626	720.435	1004.13
Zosma165g00090	446.261	416.556	440.123	515.501
Zosma165g00100	146.98	161.247	252.964	149.846
Zosma165g00120	817.369	931.651	1324.64	1663.77
Zosma165g00130	238.095	176.178	129.046	155.546
Zosma165g00140	210.162	232.166	419.613	293.991
Zosma165g00150	79.8082	5.22561	0.854608	4.07189
Zosma165g00170	145.65	119.442	104.262	126.229
Zosma165g00180	51.8753	36.5793	0.854608	2.44313
Zosma165g00200	1838.25	1123.51	4737.95	4681.05
Zosma165g00220	34.5836	32.1002	76.9147	62.7071
Zosma165g00230	211.492	231.42	381.155	263.859
Zosma165g00240	4065.56	3451.89	3163.76	3275.43
Zosma165g00250	57.1959	40.3118	49.5673	26.0601
Zosma165g00260	44.5596	11.9442	0.854608	8.14378
Zosma165g00280	177.573	182.15	90.5885	83.881
Zosma165g00290	267.358	245.604	439.269	341.224
Zosma165g00300	604.547	556.901	1327.21	1037.52
Zosma165g00310	287.31	259.041	364.063	329.009
Zosma165g00320	153.631	110.484	12.8191	47.2339
Zosma165g00330	385.74	318.016	288.858	392.53
Zosma165g00340	381.084	504.644	786.239	580.652
Zosma165g00350	256.051	268.746	440.123	324.123
Zosma165g00360	513.433	429.993	3805.57	1846.2
Zosma165g00370	410.347	377.737	333.297	401.488
Zosma165g00380	105.746	144.077	307.659	229.655
Zosma165g00390	1667.33	1696.08	2221.13	2376.36
Zosma165g00400	299.281	279.197	376.882	289.919
Zosma165g00420	129.688	167.966	29.0567	74.1084
Zosma165g00430	172.253	203.799	519.602	329.823
Zosma166g00020	22.6123	36.5793	21.3652	55.3777
Zosma166g00030	595.236	575.563	328.17	482.926
Zosma166g00050	202.846	223.208	442.687	334.709
Zosma166g00070	224.128	179.91	28.2021	77.3659
Zosma166g00090	1430.56	1567.68	722.998	1214.24
Zosma166g00100	147.645	125.415	33.3297	149.031
Zosma166g00110	285.979	296.367	395.684	402.303
Zosma166g00130	849.957	932.398	1638.28	1369.78
Zosma166g00140	379.754	394.16	600.79	417.776
Zosma166g00150	512.103	534.505	543.531	363.213
Zosma166g00160	566.638	571.084	213.652	623.814
Zosma166g00170	348.496	426.26	523.875	521.202
Zosma166g00180	301.276	299.353	481.144	438.135
Zosma166g00190	555.332	527.04	474.308	510.615
Zosma166g00200	3547.48	3190.61	450.378	3467.62
Zosma166g00210	245.41	150.796	11.1099	322.494
Zosma166g00260	1507.05	1282.51	525.584	1167.82
Zosma166g00270	153.631	141.838	106.826	145.774
Zosma166g00280	2979.51	2494.85	728.126	811.935
Zosma166g00320	150.971	145.571	28.2021	37.4614
Zosma166g00330	82.4685	94.0609	9.40069	74.1084
Zosma166g00350	387.735	359.074	609.336	517.13
Zosma166g00370	971	793.546	655.484	614.041
Zosma166g00380	702.312	664.399	36.7482	486.184
Zosma166g00390	500.797	502.405	351.244	386.83
Zosma166g00400	96.4349	103.766	217.925	153.103
Zosma166g00410	2230.64	1926.01	392.265	384.387
Zosma166g00420	866.584	908.509	1710.07	1304.63
Zosma166g00430	62.5164	61.9608	18.8014	66.779
Zosma166g00460	379.754	428.5	302.531	203.595
Zosma166g00490	1713.22	1391.5	229.035	413.704
Zosma166g00510	295.955	327.72	357.226	325.751
Zosma166g00520	52.5404	34.3397	5.12765	27.6889
Zosma166g00570	218.808	343.397	328.17	906.403
Zosma166g00580	509.442	477.77	199.124	365.656
Zosma166g00590	174.913	188.868	291.421	219.882
Zosma166g00600	273.343	223.955	294.84	263.859
Zosma166g00620	260.707	219.476	199.978	202.78
Zosma166g00630	26.6027	25.3815	6.83687	3.25751
Zosma166g00640	9515.13	7539.81	5.12765	6482.45
Zosma166g00650	123.703	105.259	11.1099	4.88627
Zosma166g00670	25.2726	52.2561	634.974	107.498
Zosma166g00680	28.5979	36.5793	170.922	69.2221
Zosma166g00690	122.373	156.022	139.301	149.846
Zosma166g00700	57.861	118.696	1840.83	177.534
Zosma166g00720	329.209	404.611	716.162	532.603
Zosma166g00730	1123.3	957.779	101.698	640.101
Zosma166g00760	114.392	150.796	370.9	232.098
Zosma166g00770	51.8753	29.8606	18.8014	36.647
Zosma167g00010	37.9089	28.3676	1.70922	22.8026
Zosma167g00020	595.236	468.065	1.70922	521.202
Zosma167g00040	90.4493	66.4399	32.4751	29.3176
Zosma167g00050	73.1575	67.9329	59.8226	10.5869
Zosma167g00070	102.421	116.456	0	6.51503
Zosma167g00080	154.296	230.673	167.503	176.72
Zosma167g00090	1927.37	601.691	1.70922	135.187
Zosma167g00110	43.8945	32.8467	0.854608	15.4732
Zosma168g00020	0	1.49303	91.4431	4.07189
Zosma168g00030	159.616	154.529	269.202	175.091
Zosma168g00040	113.727	105.259	123.064	161.247
Zosma168g00060	683.69	778.616	1318.66	1059.51
Zosma168g00080	31.2582	55.2421	92.2977	71.6653
Zosma168g00090	562.648	447.163	207.67	307.021
Zosma168g00150	87.124	82.8632	0	8.95816
Zosma168g00160	875.895	875.663	896.484	848.582
Zosma168g00170	55.8658	52.2561	140.156	87.1385
Zosma168g00180	66.5068	76.1446	35.8935	40.7189
Zosma168g00190	1570.23	1454.21	1779.29	1728.92
Zosma168g00230	44.5596	33.5932	3.41843	13.0301
Zosma1694g00020	212.157	167.966	28.2021	216.625
Zosma169g00020	125.698	136.612	140.156	99.3541
Zosma169g00030	222.133	178.417	101.698	133.558
Zosma169g00040	1125.3	1033.18	895.629	1199.58
Zosma169g00070	153.631	138.852	2.56382	63.5215
Zosma169g00080	303.271	266.506	380.301	334.709
Zosma169g00150	1711.89	1863.3	2962.93	2391.83
Zosma169g00160	532.055	538.984	734.108	551.334
Zosma169g00170	63.8466	85.8493	176.904	131.115
Zosma169g00180	75.1527	191.108	1003.31	241.87
Zosma169g00190	687.681	696.499	486.272	667.79
Zosma169g00200	986.297	1562.46	9377.62	3413.06
Zosma169g00210	560.653	491.207	899.902	793.204
Zosma169g00230	283.984	240.378	260.655	149.031
Zosma169g00240	1036.84	1004.81	894.775	936.535
Zosma169g00250	1008.24	995.105	538.403	610.784
Zosma169g00260	276.003	322.495	551.222	354.255
Zosma169g00270	157.621	152.289	54.6949	91.2104
Zosma169g00290	157.621	137.359	0.854608	33.3895
Zosma169g00300	196.86	188.122	0	0
Zosma169g00330	297.951	268.746	130.755	84.6953
Zosma169g00360	226.123	249.336	396.538	298.877
Zosma169g00370	1098.69	970.47	1666.49	1259.84
Zosma169g00380	120.377	83.6097	117.081	81.4378
Zosma169g00420	371.773	332.946	166.649	278.517
Zosma169g00430	123.703	115.71	1169.1	294.805
Zosma169g00470	290.635	367.286	529.857	378.686
Zosma169g00480	1707.9	1894.66	3086.84	3075.91
Zosma169g00490	76.4829	61.9608	82.0424	91.2104
Zosma169g00500	589.916	525.547	8.54608	511.43
Zosma169g00510	3.99041	11.9442	45.2942	32.5751
Zosma169g00520	200.851	196.334	111.099	129.486
Zosma169g00530	126.363	121.682	286.294	313.536
Zosma169g00540	89.1192	47.0305	6.83687	13.0301
Zosma169g00550	7841.82	6260.28	6384.78	13901.4
Zosma16g00010	97.1	68.6794	8.54608	14.6588
Zosma16g00020	288.64	200.066	395.684	308.649
Zosma16g00030	33.9185	77.6376	477.726	195.451
Zosma16g00050	191.54	126.161	184.595	104.24
Zosma16g00070	390.395	283.676	1281.06	499.214
Zosma16g00080	72.4925	104.512	197.414	105.055
Zosma16g00110	103.086	194.094	246.127	259.787
Zosma16g00120	34.5836	55.9887	89.7339	89.5816
Zosma16g00140	258.712	253.815	88.0246	100.983
Zosma16g00150	47.2199	31.3536	0	34.2039
Zosma16g00160	143.655	156.768	81.1878	96.911
Zosma16g00170	238.095	245.604	114.517	75.7372
Zosma16g00180	676.375	746.515	1407.54	897.445
Zosma16g00190	319.233	313.536	323.042	264.673
Zosma16g00200	67.1719	59.7212	14.5283	17.9163
Zosma16g00210	204.176	215.743	325.606	270.374
Zosma16g00220	394.386	321.002	23.0744	418.59
Zosma16g00230	59.8562	35.0862	1.70922	33.3895
Zosma16g00240	126.363	125.415	1.70922	153.103
Zosma16g00250	931.761	894.325	733.254	963.409
Zosma16g00260	761.503	868.944	1360.54	1290.79
Zosma16g00270	1740.48	1744.61	2215.14	2875.57
Zosma16g00280	941.072	937.623	922.977	984.583
Zosma16g00290	5382.4	5484.65	17745.9	8995.62
Zosma16g00300	1412.61	1206.37	722.998	391.716
Zosma16g00330	397.046	398.639	96.5707	266.302
Zosma16g00340	595.901	591.987	592.243	690.593
Zosma16g00350	1084.06	720.387	75.2055	759.815
Zosma16g00360	129.688	106.752	52.1311	25.2457
Zosma16g00390	232.774	174.685	138.447	251.643
Zosma16g00400	870.575	427.753	23.929	574.951
Zosma16g00410	216.147	217.983	170.067	172.648
Zosma16g00420	4616.24	4713.5	40994.7	6418.11
Zosma16g00430	50.5452	51.5096	2.56382	27.6889
Zosma16g00440	198.19	295.62	1023.82	835.552
Zosma16g00450	463.553	410.583	89.7339	547.262
Zosma16g00460	156.956	168.712	319.623	178.349
Zosma16g00470	478.849	531.519	1015.27	801.348
Zosma16g00480	201.516	209.771	177.758	273.631
Zosma16g00490	214.817	208.278	236.726	337.153
Zosma16g00500	39.239	46.284	76.0601	56.1921
Zosma16g00520	141.176	117.32	193.267	231.684
Zosma16g00530	378.907	317.898	468.199	497.185
Zosma16g00540	261.372	279.943	174.34	232.098
Zosma16g00550	67.837	77.6376	129.046	84.6953
Zosma16g00570	5.98562	11.1977	163.23	40.7189
Zosma16g00580	1071.43	1219.81	4279.88	3394.33
Zosma16g00590	450.251	379.23	299.967	429.177
Zosma16g00600	189.545	214.25	511.056	256.529
Zosma16g00610	357.142	389.681	411.921	305.392
Zosma16g00660	295.29	365.046	1064.84	743.527
Zosma16g00670	226.788	164.98	231.599	203.595
Zosma16g00680	1578.87	1490.04	3269.73	2463.49
Zosma16g00690	137.004	200.813	370.045	496.771
Zosma16g00700	389.065	379.976	589.68	389.273
Zosma16g00710	162.942	152.289	227.326	193.822
Zosma16g00720	93.1096	53.0026	8.54608	33.3895
Zosma16g00760	286.645	358.327	810.169	616.484
Zosma16g00780	613.858	550.182	375.173	344.482
Zosma16g00810	528.729	409.09	529.857	442.207
Zosma16g00820	166.267	168.712	68.3687	50.4915
Zosma16g00830	156.291	116.456	53.8403	96.911
Zosma16g00840	765.494	609.157	556.35	738.641
Zosma16g00850	1006.91	921.2	518.747	846.139
Zosma16g00860	45.8897	33.5932	27.3475	14.6588
Zosma16g00870	492.151	448.656	351.244	391.716
Zosma16g00890	240.09	230.673	181.177	200.337
Zosma16g00910	150.971	144.824	89.7339	77.3659
Zosma16g00940	246.075	206.785	119.645	85.5097
Zosma16g00970	452.247	465.079	511.91	432.435
Zosma16g00980	1094.04	991.372	815.296	708.509
Zosma16g00990	45.8897	99.2866	280.311	105.055
Zosma16g01000	145.65	227.687	1011	280.146
Zosma16g01010	234.769	250.083	339.279	265.487
Zosma16g01020	303.271	260.534	491.4	374.614
Zosma16g01030	433.625	458.36	711.034	667.79
Zosma16g01060	639.796	607.664	662.321	738.641
Zosma16g01100	93.7747	108.245	70.9325	74.9228
Zosma16g01110	140.329	151.543	178.613	150.66
Zosma16g01130	1121.97	1020.49	127.337	596.939
Zosma16g01140	219.473	233.659	336.716	198.708
Zosma16g01150	141.66	162.74	225.617	135.187
Zosma16g01160	248.071	298.606	369.191	272.817
Zosma16g01180	419.658	505.391	1008.44	822.522
Zosma16g01200	47.2199	39.5653	0	65.1503
Zosma16g01230	861.264	1095.88	2181.81	1644.23
Zosma16g01240	572.624	399.386	42.7304	510.615
Zosma16g01250	164.937	167.966	376.028	219.068
Zosma16g01260	81.1384	91.0749	104.262	68.4078
Zosma16g01290	522.079	468.812	264.929	515.501
Zosma16g01310	205.506	234.406	217.07	224.768
Zosma16g01320	738.226	644.243	441.832	712.581
Zosma16g01330	619.179	674.103	118.791	611.598
Zosma16g01340	168.927	170.952	329.879	207.666
Zosma16g01350	1578.21	1602.02	663.176	1822.58
Zosma16g01380	389.73	500.912	476.017	485.369
Zosma16g01430	710.958	742.783	716.162	649.059
Zosma16g01440	464.883	445.67	523.875	425.92
Zosma16g01450	25.2726	41.0583	103.408	35.0183
Zosma16g01470	72.4925	67.1864	10.2553	20.3595
Zosma16g01480	986.297	799.518	783.676	1136.06
Zosma16g01500	59.8562	96.3005	358.081	225.583
Zosma16g01510	133.014	129.147	195.705	176.72
Zosma16g01520	2683.55	2503.81	2534.77	2544.93
Zosma16g01530	747.537	1016.75	1263.11	815.193
Zosma16g01540	167.597	186.629	324.751	250.014
Zosma16g01550	418.328	469.558	171.776	445.465
Zosma16g01570	1256.31	1090.66	498.237	616.484
Zosma16g01600	153.631	95.554	112.808	225.583
Zosma16g01610	1769.08	1905.85	3842.32	3016.46
Zosma16g01630	2270.54	2399.3	1377.63	2040.02
Zosma16g01640	2424.84	1994.69	1217.82	1275.32
Zosma16g01650	51.8753	43.2979	10.2553	26.8745
Zosma16g01660	107.741	109.738	246.982	138.444
Zosma16g01680	1139.26	1175.76	1139.19	1357.57
Zosma16g01730	852.618	779.362	1234.91	898.259
Zosma16g01750	858.603	871.184	1331.48	1036.7
Zosma16g01760	117.052	94.0609	0.854608	48.8627
Zosma16g01770	621.839	586.015	745.218	895.816
Zosma16g01780	224.128	260.534	349.535	312.721
Zosma16g01800	750.197	580.789	245.273	406.375
Zosma16g01810	84.4637	87.3423	20.5106	116.456
Zosma170g00010	35.2486	23.8885	64.0956	54.5633
Zosma170g00020	2436.81	2111.89	2579.21	2803.09
Zosma170g00040	84.4637	208.278	3.41843	310.278
Zosma170g00060	139.664	283.676	1.70922	219.882
Zosma170g00080	663.073	676.343	985.363	693.85
Zosma170g00090	58.526	43.2979	19.656	8.14378
Zosma170g00100	529.394	496.433	875.973	538.304
Zosma170g00110	5283.3	4543.29	1245.16	1198.76
Zosma170g00130	242.75	225.448	249.546	218.253
Zosma170g00140	557.327	467.319	329.879	473.154
Zosma170g00150	4749.92	5074.81	12413.2	7878.29
Zosma170g00190	482.175	347.876	79.4786	191.379
Zosma170g00200	122.373	96.3005	35.8935	52.1202
Zosma170g00210	107.741	106.752	0.854608	12.2157
Zosma170g00240	104.416	89.5819	1.70922	5.70065
Zosma170g00250	637.801	623.34	864.863	793.204
Zosma170g00260	1527.66	1046.61	0.854608	119.714
Zosma170g00270	312.582	330.706	319.623	184.864
Zosma170g00280	111.732	114.963	290.567	186.493
Zosma170g00290	105.081	90.3284	99.1345	70.0365
Zosma170g00300	498.136	418.049	266.638	402.303
Zosma170g00310	135.674	135.119	52.9857	127.043
Zosma170g00330	3449.71	3815.44	4974.67	5725.89
Zosma170g00340	279.994	314.283	616.172	526.903
Zosma170g00350	342.51	349.369	244.418	433.249
Zosma170g00370	248.788	234.462	518.945	408.681
Zosma170g00380	386.352	393.358	63.8974	28.6403
Zosma170g00390	238.76	253.815	264.074	210.924
Zosma170g00400	417.663	506.884	769.147	628.7
Zosma170g00410	1027.53	863.718	32.4751	1443.89
Zosma170g00420	181.564	134.373	32.4751	39.9045
Zosma170g00430	266.692	189.615	0	9.77254
Zosma170g00450	5853.07	4229.5	257.134	3886.56
Zosma170g00460	6565.09	3976.94	32.5785	5289.85
Zosma170g00470	465.548	441.191	743.509	491.07
Zosma170g00480	319.898	297.113	466.616	412.075
Zosma170g00490	4117.44	4061.79	20338	9104.75
Zosma170g00510	396.381	493.447	1348.57	1102.67
Zosma170g00520	309.922	280.69	311.932	372.985
Zosma170g00530	1775.07	2161.91	738.381	1558.72
Zosma170g00560	88.4541	97.7935	160.666	111.57
Zosma170g00570	2331.06	1775.96	981.09	1829.91
Zosma171g00010	533.385	735.318	0.854608	858.355
Zosma171g00040	15.2966	22.3955	47.8581	24.4313
Zosma171g00050	46.5548	22.3955	20.5106	26.0601
Zosma171g00060	144.985	465.826	980.236	1399.1
Zosma171g00080	3387.86	2842.73	2863.79	2511.54
Zosma171g00090	27.9329	31.3536	0	18.7307
Zosma171g00100	142.99	126.908	3.41843	104.24
Zosma171g00110	57.861	48.5235	142.72	161.247
Zosma171g00120	293.96	217.236	330.733	341.224
Zosma171g00140	10563.3	10508.7	5231.91	9021.68
Zosma171g00150	41.2342	35.0862	167.503	43.9764
Zosma171g00160	5.32055	11.1977	5.12765	53.749
Zosma171g00170	161.612	93.3144	486.272	970.739
Zosma171g00180	244.08	253.069	292.276	278.517
Zosma171g00190	193.535	191.108	11.9645	127.043
Zosma171g00200	698.987	653.948	643.52	627.071
Zosma171g00210	124.368	112.724	98.2799	65.1503
Zosma171g00230	133.679	141.091	50.4219	124.6
Zosma171g00240	39.239	29.8606	4.27304	13.8444
Zosma171g00250	886.536	780.855	1074.24	1190.62
Zosma171g00270	685.686	388.188	0.854608	397.417
Zosma171g00280	95.7699	52.2561	0	61.8927
Zosma171g00290	1678.63	1113.8	1252	1300.56
Zosma171g00300	73.1575	82.1167	43.585	49.6771
Zosma171g00310	33.9185	28.3676	0	0
Zosma171g00320	958.364	806.237	164.939	2043.27
Zosma171g00330	1830.93	1931.24	1669.05	1487.87
Zosma171g00360	38.574	63.4538	569.169	97.7254
Zosma171g00370	35.2486	27.6211	73.4963	44.7908
Zosma171g00380	79.8082	74.6515	8.54608	6.51503
Zosma171g00390	8194.31	7450.22	3550.04	9366.16
Zosma171g00420	332.534	282.929	142.72	269.559
Zosma171g00430	144.985	132.88	45.2942	116.456
Zosma171g00440	25.2726	26.128	66.6594	32.5751
Zosma171g00450	198.855	159.754	426.449	249.2
Zosma171g00460	568.634	568.845	532.421	767.959
Zosma171g00470	97.7651	105.259	640.101	134.372
Zosma171g00480	256.051	123.175	3115.9	68.4078
Zosma171g00490	56.5308	42.5514	0	6.51503
Zosma171g00500	361.797	238.885	82.897	294.805
Zosma171g00510	462.888	401.625	399.957	381.943
Zosma171g00520	43.8945	41.0583	545.24	265.487
Zosma171g00530	14.6315	4.47909	45.2942	24.4313
Zosma171g00540	8643.23	8217.64	12728.5	12203.5
Zosma171g00560	286.645	266.506	577.715	508.172
Zosma171g00600	71.1623	79.8772	129.9	132.744
Zosma172g00020	27.2678	33.5932	70.9325	48.0483
Zosma172g00030	79.1431	64.9468	45.2942	63.5215
Zosma172g00040	148.31	196.334	224.762	104.24
Zosma172g00050	677.04	508.377	115.372	421.034
Zosma172g00060	372.438	334.439	665.74	569.25
Zosma172g00110	134.344	93.3144	68.3687	113.199
Zosma172g00120	202.846	191.108	409.357	214.996
Zosma172g00130	1117.98	1103.35	916.995	1460.99
Zosma172g00140	466.213	400.879	272.62	435.692
Zosma172g00150	550.012	485.235	432.432	355.883
Zosma172g00180	29.263	36.5793	104.262	62.7071
Zosma172g00190	65.8418	73.905	218.78	149.846
Zosma172g00200	541.366	591.24	902.466	865.684
Zosma172g00210	1093.37	877.156	900.757	1093.71
Zosma172g00250	331.204	241.124	0	307.021
Zosma172g00270	435.62	459.107	758.037	449.537
Zosma172g00280	836.656	1007.05	1567.35	1279.39
Zosma172g00300	105.081	82.1167	91.4431	106.684
Zosma172g00310	2359.66	2047.69	767.438	1447.15
Zosma172g00320	132.349	164.98	246.982	214.181
Zosma172g00330	89.7842	61.2143	19.656	13.0301
Zosma172g00340	0.665068	2.23955	118.791	35.8326
Zosma172g00360	5.32055	5.97212	88.8792	25.2457
Zosma172g00370	414.338	415.063	1140.9	692.221
Zosma172g00380	3.99041	18.6629	94.8615	37.4614
Zosma172g00390	322.558	372.511	361.499	307.021
Zosma172g00400	55.2007	55.9887	123.918	79.8091
Zosma172g00410	1149.24	1082.45	3679.94	2281.89
Zosma172g00420	321.228	282.183	174.34	89.5816
Zosma172g00430	4537.76	3231.67	2292.06	2935.02
Zosma172g00440	378.424	275.464	2188.65	2472.45
Zosma172g00450	54.5356	73.905	312.787	127.043
Zosma172g00460	172.253	98.54	8.54608	13.0301
Zosma172g00470	4704.69	4396.98	3194.53	2941.53
Zosma172g00480	146.98	116.456	31.6205	52.9346
Zosma172g00490	1656.02	1471.38	640.101	1123.84
Zosma172g00500	125.698	114.217	6.83687	8.95816
Zosma173g00010	341.18	337.425	140.156	235.355
Zosma173g00040	131.684	138.105	11.1099	131.929
Zosma173g00060	521.414	444.923	325.606	394.973
Zosma173g00070	63.8466	59.7212	53.8403	109.941
Zosma173g00080	446.926	460.6	651.211	502.471
Zosma173g00100	33.9185	23.142	1.70922	2.44313
Zosma173g00110	82.4685	81.3702	122.209	91.2104
Zosma173g00120	1181.83	1120.52	911.867	1062.76
Zosma173g00130	655.758	686.794	1402.41	658.832
Zosma173g00160	528.064	538.984	618.736	426.734
Zosma173g00170	1421.92	1404.94	1627.17	1425.16
Zosma173g00180	346.501	318.016	2074.13	2080.74
Zosma173g00220	504.122	456.121	523.02	420.219
Zosma174g00050	258.712	237.392	30.7659	282.589
Zosma174g00060	377.759	525.547	2839.86	2031.06
Zosma174g00070	830.005	685.301	170.067	530.16
Zosma174g00080	4642.18	3763.18	977.672	1301.38
Zosma174g00090	197.525	182.15	301.677	215.81
Zosma174g00110	365.123	381.469	345.262	355.069
Zosma174g00120	0	0	62.3864	1.62876
Zosma174g00140	150.305	117.949	434.141	240.242
Zosma174g00160	387.07	309.057	861.445	731.312
Zosma174g00170	3186.34	2430.65	422.176	2434.18
Zosma174g00190	3152.42	2890.51	946.051	1070.91
Zosma174g00250	154.296	168.712	177.758	332.266
Zosma174g00260	524.074	523.307	229.89	297.248
Zosma174g00270	268.023	321.002	493.964	417.776
Zosma174g00290	743.547	599.452	510.201	1742.77
Zosma174g00300	212.157	226.941	27.3475	80.6234
Zosma174g00320	183.559	181.403	0.854608	146.588
Zosma174g00360	107.076	91.8214	289.712	131.929
Zosma174g00370	129.023	106.752	112.808	101.797
Zosma174g00380	61.1863	64.9468	0	0
Zosma174g00390	253.391	373.258	570.878	710.952
Zosma174g00400	290.635	302.339	530.712	385.201
Zosma174g00410	371.108	297.86	1704.94	1457.74
Zosma174g00420	1803.67	1537.08	669.158	1252.51
Zosma174g00430	1440.54	1077.22	1282.77	1632.01
Zosma174g00440	833.331	669.624	665.74	799.719
Zosma174g00450	353.816	341.904	194.851	118.085
Zosma174g00470	160.282	152.289	38.4574	28.5032
Zosma174g00480	35.9137	30.6071	0	9.77254
Zosma175g00020	144.985	91.8214	62.3864	103.426
Zosma175g00030	87.789	61.9608	35.0389	19.5451
Zosma175g00060	393.721	282.929	184.595	274.445
Zosma175g00080	1622.77	1490.79	656.339	2054.68
Zosma175g00090	88.4541	60.4678	5.12765	57.8209
Zosma175g00100	172.918	152.289	94.0069	116.456
Zosma175g00150	542.031	509.124	411.067	386.83
Zosma175g00160	1198.45	1008.54	627.282	808.678
Zosma175g00170	47.2199	45.5374	93.1523	70.0365
Zosma175g00180	45.2247	62.7073	34.1843	89.5816
Zosma175g00190	68.5021	54.4956	0	1.62876
Zosma175g00200	957.034	886.114	436.705	927.577
Zosma175g00210	240.09	201.559	153.829	199.523
Zosma175g00220	33.2534	47.0305	0.854608	71.6653
Zosma175g00250	50.5452	65.6934	119.645	65.9646
Zosma175g00260	506.782	536.745	768.293	876.271
Zosma175g00290	654.427	621.101	435.85	693.85
Zosma175g00310	755.518	821.913	1335.75	1241.11
Zosma175g00320	55.8658	63.4538	111.099	145.774
Zosma175g00330	655.092	652.454	799.059	818.45
Zosma175g00340	231.444	110.484	134.173	78.9947
Zosma175g00390	95.1048	78.3841	23.929	14.6588
Zosma175g00400	6.65068	1.49303	82.0424	10.5869
Zosma175g00410	117.717	97.047	0	166.948
Zosma175g00430	506.782	295.62	1.70922	473.154
Zosma175g00470	101.755	220.222	0.854608	96.0966
Zosma176g00030	237.429	312.043	302.531	315.979
Zosma176g00040	212.157	206.038	268.347	200.337
Zosma176g00050	95.1048	226.194	298.258	250.014
Zosma176g00070	83.1336	182.15	615.318	319.236
Zosma176g00080	26.6027	32.1002	369.191	84.6953
Zosma176g00100	159.616	68.6794	173.485	154.732
Zosma176g00120	510.773	389.681	323.896	293.991
Zosma176g00130	764.164	408.344	2.56382	115.642
Zosma176g00160	538.04	427.007	640.101	474.783
Zosma176g00180	364.458	373.258	715.307	609.969
Zosma176g00190	841.977	737.557	611.899	894.187
Zosma176g00200	1395.98	1369.86	1269.95	1542.43
Zosma176g00210	651.102	1069.01	1267.38	1586.41
Zosma176g00220	63.8466	60.4678	49.5673	37.4614
Zosma176g00230	301.276	234.406	254.673	248.385
Zosma176g00250	454.907	605.424	1106.72	532.603
Zosma176g00260	74.4877	94.0609	158.103	128.672
Zosma176g00290	2067.7	2185.05	2958.65	2720.84
Zosma176g00310	710.958	806.237	1540	1257.4
Zosma176g00320	569.299	551.675	904.175	666.161
Zosma176g00330	66.5068	93.3144	166.649	135.187
Zosma176g00340	123.038	100.78	38.4574	137.63
Zosma176g00350	301.941	385.202	211.088	781.803
Zosma176g00360	86.4589	164.233	17.0922	53.749
Zosma176g00370	125.033	121.682	297.404	209.295
Zosma176g00390	36.5788	69.4259	205.961	427.549
Zosma176g00410	949.053	946.582	157.248	640.101
Zosma177g00010	78.4781	73.1585	186.305	163.69
Zosma177g00020	44.5596	25.3815	9.40069	9.77254
Zosma177g00060	381.749	374.751	331.588	349.368
Zosma177g00070	2968.2	2912.16	20.5106	1217.5
Zosma177g00090	681.695	661.413	653.775	634.401
Zosma177g00100	37.9089	62.7073	108.535	85.5097
Zosma177g00110	492.816	441.191	210.234	350.183
Zosma177g00120	1008.91	799.518	1650.25	1368.16
Zosma177g00130	16.6267	39.5653	43.585	35.8326
Zosma177g00140	288.64	282.183	217.07	207.666
Zosma177g00170	594.571	530.772	681.123	563.55
Zosma177g00180	75.8178	57.4817	164.085	101.797
Zosma177g00190	89.7842	220.969	681.123	479.669
Zosma177g00200	5.32055	11.9442	46.1488	19.5451
Zosma177g00210	276.668	314.283	559.768	385.201
Zosma177g00220	153.631	289.648	217.07	349.368
Zosma177g00230	55.2007	73.1585	294.84	162.876
Zosma177g00240	295.955	262.773	29.9113	39.9045
Zosma177g00250	861.264	769.657	612.754	610.784
Zosma177g00260	601.887	623.34	403.375	754.114
Zosma177g00280	4521.8	3781.1	151.266	312.721
Zosma177g00290	574.619	669.624	609.336	577.394
Zosma177g00310	365.788	313.536	380.301	365.656
Zosma177g00330	254.056	200.066	169.212	188.121
