tracking_id	female_flower_early_0	female_flower_early_3	female_flower_early_1	female_flower_early_2	female_flower_late_1	female_flower_late_0
Zosma24g00250	1052.63	825.67	953.458	784.984	756.532	830.198
Zosma24g00260	38.1044	37.4772	51.34	59.1337	21.0551	71.3503
Zosma24g00270	259.927	335.538	303.849	320.362	386.252	290.736
Zosma24g00290	407.581	606.662	433.247	503.612	473.377	511.455
Zosma24g00320	447.727	583.825	495.588	525.706	899.561	622.148
Zosma24g00330	360.631	460.853	440.581	424.983	471.925	366.087
Zosma24g00380	921.991	316.8	418.578	411.987	154.646	372.755
Zosma24g00400	2668.67	3799.84	2778.12	3288.75	5269.58	3734.22
Zosma24g00450	39.4653	43.333	40.3386	47.437	35.5759	74.6845
Zosma24g00480	1635.09	954.498	1377.27	1119.64	1083.97	1179.61
Zosma24g00500	709.015	563.915	714.046	531.554	517.665	615.48
Zosma24g00530	230.668	262.926	211.123	215.741	320.183	279.4
Zosma24g00540	361.312	275.809	326.376	275.524	266.456	320.743
Zosma24g00570	868.917	905.309	827.727	1080.65	1166.74	1058.25
Zosma24g00580	173.511	145.224	158.211	117.618	101.645	204.049
Zosma24g00590	2673.43	2054.81	3107.64	2654.52	1476.76	1771.09
Zosma24g00610	144.933	176.846	195.93	158.556	151.742	168.04
Zosma24g00650	413.025	623.059	417.531	578.991	577.926	584.139
Zosma24g00670	370.157	405.222	481.968	476.319	505.322	432.77
Zosma24g00680	117.035	151.666	123.635	122.166	131.413	122.696
Zosma24g00690	0	132.927	0.523878	0	6.53434	20.6716
Zosma24g00720	339.538	198.512	263.511	202.094	248.305	177.376
Zosma24g00740	398.736	963.867	672.659	689.461	1019.36	381.424
Zosma24g00750	388.529	476.078	409.672	402.239	422.554	478.114
Zosma24g00770	178.955	309.187	187.024	243.683	352.128	340.081
Zosma24g00780	409.623	281.665	319.565	313.214	285.333	304.739
Zosma24g00800	85.735	73.7833	81.7249	87.7259	111.084	86.0205
Zosma24g00810	973.704	1134.27	1101.72	1378.27	1409.97	1076.92
Zosma24g00820	1450.69	1570.53	1757.09	2157.41	2049.61	1218.29
Zosma24g00830	255.844	395.267	246.223	270.326	371.005	350.75
Zosma24g00840	491.955	357.205	584.124	768.089	447.965	317.409
Zosma24g00860	540.266	657.022	582.552	504.911	870.52	618.147
Zosma24g00870	137.448	141.125	125.207	122.166	108.18	188.712
Zosma24g00880	581.093	94.2786	602.46	439.279	121.974	100.024
Zosma24g00920	84.3741	93.693	89.0592	74.0796	63.1653	85.3537
Zosma24g00930	489.234	453.826	538.023	486.066	480.637	442.772
Zosma24g00940	734.191	856.12	704.616	1034.52	1048.4	994.904
Zosma24g00960	76.8893	166.891	71.2474	109.17	129.961	208.05
Zosma24g00970	42.1871	80.2247	96.9174	16.2455	186.592	120.029
Zosma24g00980	509.647	734.319	531.212	665.417	828.409	660.824
Zosma24g01010	500.801	471.979	589.886	547.15	219.263	537.461
Zosma24g01020	80.9719	92.5219	72.819	85.7764	121.974	90.6883
Zosma24g01030	109.55	195.584	53.4355	38.3395	109.632	164.039
Zosma24g01040	398.736	575.041	419.102	437.98	771.052	496.118
Zosma24g01050	1014.53	1499.67	1140.48	1136.54	2159.96	1483.02
Zosma24g01060	97.9828	202.026	139.875	92.2746	188.77	200.714
Zosma24g01070	919.269	897.696	919.929	871.41	741.285	861.539
Zosma24g01100	48.9914	8.78372	24.0984	18.8448	21.0551	10.6692
Zosma24g01110	342.94	300.989	418.578	438.629	321.635	246.725
Zosma24g01120	47.6305	0	22.0029	223.539	0	22.0052
Zosma24g01130	131.324	195.584	154.02	192.997	180.057	185.377
Zosma24g01150	164.666	268.196	178.118	234.586	357.211	234.056
Zosma24g01160	169.429	206.71	161.354	211.842	173.523	276.733
Zosma24g01170	167.387	176.26	183.881	146.86	124.153	209.383
Zosma24g01180	125.2	117.702	119.968	122.816	82.7683	126.03
Zosma24g01190	102.746	86.6661	70.7235	46.7871	100.193	96.6897
Zosma24g01200	719.221	570.942	770.1	682.312	538.72	689.498
Zosma24g01220	206.853	226.034	247.794	467.222	752.901	144.034
Zosma24g01240	151.737	224.863	173.927	239.784	184.414	181.377
Zosma24g01260	597.423	655.851	564.74	673.865	455.226	692.832
Zosma24g01270	226.585	179.188	257.748	210.542	246.853	212.051
Zosma24g01290	1296.23	1066.34	1026.28	1064.41	1097.04	1196.28
Zosma24g01300	1100.95	1308.77	1221.16	1043.61	1118.1	1234.96
Zosma24g01320	345.662	567.428	459.965	367.149	603.338	430.769
Zosma24g01340	253.122	320.313	313.803	276.824	269.36	328.078
Zosma24g01350	1064.2	1223.87	1038.85	1093	1386.01	1406.34
Zosma24g01360	787.265	1379.04	773.768	861.013	1304.69	1258.97
Zosma24g01380	841.7	840.895	861.255	816.176	945.302	865.54
Zosma24g01390	387.849	251.214	408.101	404.839	321.635	218.719
Zosma24g01400	244.277	194.999	168.165	181.3	149.564	158.704
Zosma24g01410	112.272	42.1619	24.0984	31.1914	39.2061	38.6759
Zosma24g01420	82.3328	127.071	85.3921	46.1373	90.0287	128.03
Zosma24g01430	259.246	404.637	286.561	369.099	304.936	314.742
Zosma24g01440	1374.48	739.589	1086.52	843.468	648.352	715.504
Zosma24g01450	485.151	449.727	454.726	425.633	473.377	376.09
Zosma24g01470	687.241	573.87	651.704	695.309	657.79	599.476
Zosma24g01480	312.32	285.764	288.133	439.929	255.565	346.082
Zosma24g01490	2981.67	1733.32	2616.25	1656.39	2239.1	1497.02
Zosma24g01520	28.5783	88.4228	28.8133	34.4405	82.0423	62.0148
Zosma24g01530	432.077	471.979	413.34	420.434	439.253	474.78
Zosma24g01540	591.98	616.617	649.609	725.201	646.9	494.118
Zosma24g01550	93.2198	129.999	123.111	137.112	145.208	142.034
Zosma24g01570	729.428	644.14	890.592	703.107	573.57	620.148
Zosma24g01580	17.0109	75.54	27.7655	5.84839	60.2612	28.6735
Zosma24g01610	379.003	302.16	353.618	340.506	240.319	292.736
Zosma250g00020	579.051	544.005	573.122	466.572	445.061	556.799
Zosma250g00050	737.593	1925.39	1022.61	867.512	1306.14	1795.76
Zosma250g00060	772.976	501.843	678.422	868.811	657.79	438.771
Zosma250g00070	745.078	1023.6	766.433	1105.35	1156.58	1013.57
Zosma250g00110	340.218	529.366	332.662	363.9	539.446	404.763
Zosma251g00030	113.633	152.251	134.637	274.874	124.153	106.025
Zosma251g00040	38.1044	17.5674	34.5759	6.49821	27.5894	40.0095
Zosma251g00050	393.292	156.35	298.086	223.539	204.017	173.375
Zosma251g00080	114.994	207.881	253.557	196.896	243.949	111.36
Zosma251g00090	172.15	289.863	201.693	284.622	307.84	270.731
Zosma251g00100	170.109	79.0535	111.062	102.022	108.906	82.0195
Zosma251g00110	231.348	365.403	263.511	372.997	405.855	456.109
Zosma251g00120	218.42	253.557	252.509	265.127	333.978	292.07
Zosma251g00130	80.2915	142.882	86.9637	138.412	63.1653	112.027
Zosma251g00160	752.563	364.232	789.484	670.616	371.005	321.41
Zosma251g00230	139.489	289.863	151.401	178.701	191.674	301.405
Zosma251g00250	174.192	247.701	190.692	224.188	168.441	200.714
Zosma251g00260	372.199	297.475	359.904	338.557	217.085	259.395
Zosma251g00270	104.787	30.4502	14.1447	6.49821	29.7676	18.0043
Zosma251g00300	75.5284	77.8823	72.2951	77.9786	50.0966	83.3532
Zosma251g00310	230.668	272.295	184.929	241.084	143.756	216.051
Zosma251g00340	446.366	372.43	516.02	561.446	415.294	299.405
Zosma251g00350	663.425	742.517	523.878	385.344	792.108	612.146
Zosma251g00370	310.279	125.9	286.561	303.467	197.482	139.367
Zosma252g00020	781.821	421.033	474.633	459.424	371.005	532.794
Zosma252g00030	398.736	361.304	457.345	350.254	372.458	360.086
Zosma252g00040	350.425	257.07	404.434	326.21	237.414	204.715
Zosma252g00080	156.5	124.729	138.304	181.3	87.1246	96.6897
Zosma252g00090	478.347	830.355	301.754	325.561	614.954	953.56
Zosma252g00110	132.685	194.413	109.49	108.52	103.097	188.045
Zosma252g00120	1362.91	1357.38	1408.71	1198.92	1289.44	1323.65
Zosma252g00130	440.242	334.953	705.14	830.472	286.059	372.755
Zosma252g00140	300.072	264.683	311.183	293.719	286.785	268.064
Zosma252g00160	342.94	595.536	368.81	503.612	548.159	591.474
Zosma252g00170	1498.32	1120.22	1390.9	1275.6	1359.14	1001.57
Zosma252g00190	427.994	291.62	286.561	716.103	439.979	410.765
Zosma252g00200	138.129	91.3507	122.587	223.539	125.605	106.025
Zosma252g00210	135.407	59.1437	73.3429	55.8846	44.2883	35.3418
Zosma252g00220	383.766	354.862	377.716	316.463	284.607	314.075
Zosma252g00230	403.499	447.97	423.817	467.871	332.525	434.77
Zosma252g00250	208.214	213.737	210.075	221.589	201.839	175.375
Zosma252g00260	890.691	1068.1	897.403	1022.82	1251.69	1014.24
Zosma252g00270	208.214	170.404	178.118	110.47	154.646	202.048
Zosma253g00010	98.6633	138.197	138.828	134.513	71.8778	110.026
Zosma253g00020	69.4045	76.1256	91.1547	89.6754	29.7676	62.6816
Zosma253g00060	379.003	381.214	410.196	403.539	262.826	338.747
Zosma253g00070	662.745	418.691	448.963	436.68	306.388	618.147
Zosma253g00080	55.7958	138.197	59.7221	55.8846	151.742	118.028
Zosma253g00090	545.71	142.882	543.785	502.312	241.045	183.377
Zosma253g00100	217.059	206.125	190.168	194.297	241.771	208.05
Zosma253g00110	95.9415	159.278	90.6309	111.119	225.072	192.046
Zosma253g00120	220.461	96.6209	201.169	202.094	108.906	109.359
Zosma253g00140	541.627	257.656	532.784	465.922	279.525	232.055
Zosma253g00160	174.872	158.107	192.263	135.813	164.085	168.707
Zosma253g00170	344.301	267.025	255.652	181.3	275.168	301.405
Zosma253g00180	559.319	1299.99	516.02	621.229	1287.99	1433.67
Zosma253g00200	55.1153	45.0898	65.4847	66.2818	24.6853	26.673
Zosma254g00020	660.704	681.031	682.613	622.529	844.382	644.153
Zosma255g00050	140.85	166.891	144.066	172.852	166.263	172.708
Zosma255g00060	61.2393	66.1707	50.8162	58.4839	20.3291	46.6778
Zosma255g00070	804.956	811.03	871.209	809.677	639.64	834.199
Zosma255g00130	216.379	338.466	227.887	250.181	331.799	332.746
Zosma255g00140	294.629	511.213	279.227	419.135	549.611	448.774
Zosma256g00010	547.071	483.69	474.633	404.189	559.775	468.112
Zosma256g00020	23.1348	116.531	12.5731	7.14804	43.5623	165.373
Zosma256g00030	11.5674	63.2428	4.19102	4.54875	18.877	71.3503
Zosma256g00040	197.327	189.143	216.362	230.687	195.304	233.389
Zosma256g00050	35.3827	28.1079	6.28653	15.5957	14.5208	40.6764
Zosma256g00060	42.8675	79.6391	49.2445	67.5814	110.358	70.6835
Zosma256g00070	172.831	199.098	163.974	133.213	160.454	168.707
Zosma256g00080	69.4045	76.1256	88.0115	61.0832	85.6725	63.3484
Zosma256g00090	340.218	389.997	414.387	458.774	414.568	264.73
Zosma256g00100	2637.37	645.311	942.456	650.471	977.973	496.118
Zosma256g00110	2891.17	3053.22	2796.98	3028.17	1105.03	2311.88
Zosma256g00120	608.31	655.266	609.27	569.893	726.764	696.166
Zosma256g00130	182.357	398.781	308.564	208.593	450.87	242.724
Zosma256g00150	29.2588	35.7205	20.9551	5.84839	46.4664	45.3441
Zosma256g00170	163.305	157.521	145.114	176.102	227.976	173.375
Zosma256g00180	61.9197	114.188	85.3921	120.867	112.536	100.024
Zosma257g00040	600.825	520.582	703.044	648.522	662.147	432.77
Zosma257g00050	205.492	165.134	204.836	226.788	229.428	191.379
Zosma257g00070	534.823	468.465	625.51	574.442	410.212	468.778
Zosma257g00080	69.4045	115.36	57.1027	84.4768	94.3849	96.6897
Zosma257g00090	121.118	149.323	126.255	148.809	189.496	163.372
Zosma258g00030	159.903	197.927	168.165	165.055	117.618	200.048
Zosma258g00040	418.468	445.627	448.963	432.131	404.403	454.108
Zosma258g00050	85.0545	27.5223	50.2923	7.14804	33.3978	14.0033
Zosma258g00060	41.5066	19.3242	44.0057	100.072	45.0144	32.6745
Zosma258g00070	5020.94	1333.95	4383.81	1461.45	2539.68	2141.84
Zosma258g00080	347.023	354.862	309.088	337.907	270.086	370.755
Zosma258g00090	93.9002	103.062	128.874	127.365	133.591	90.0214
Zosma258g00100	313.001	327.34	379.288	432.781	231.606	243.391
Zosma258g00110	923.352	1403.64	928.835	1469.25	1719.98	1342.99
Zosma258g00120	4.08262	40.9907	8.38205	4.54875	34.1238	18.0043
Zosma258g00130	470.862	520.582	424.865	446.427	604.064	521.458
Zosma258g00140	953.291	1396.03	531.736	356.752	910.452	1907.12
Zosma258g00150	415.747	726.121	511.305	456.824	833.492	584.806
Zosma258g00170	86.4154	66.1707	77.01	79.928	106.002	66.6826
Zosma258g00190	6468.91	6898.15	7112.17	5469.55	9646.14	6734.94
Zosma258g00200	340.899	681.031	380.859	450.976	583.009	648.154
Zosma258g00220	94.5806	139.368	103.728	107.87	195.304	138.033
Zosma258g00230	46.2697	46.8465	52.3878	55.8846	24.6853	54.0129
Zosma258g00240	2566.61	2128	2158.38	1967.66	2574.53	3373.47
Zosma258g00280	93.2198	83.1526	121.016	102.022	58.8091	81.3527
Zosma258g00290	749.841	565.086	826.679	700.507	466.116	629.483
Zosma258g00310	68.7241	84.3237	103.728	106.571	88.5766	76.6849
Zosma259g00010	16833.3	9108.72	9141.67	12864.5	15242.4	12449.6
Zosma259g00040	223.183	199.683	213.218	203.394	269.36	230.055
Zosma259g00060	155.82	136.44	172.88	157.257	182.236	168.04
Zosma259g00070	31.9805	71.4409	26.1939	34.4405	48.6446	29.3403
Zosma259g00080	80.2915	96.0354	61.8176	51.9857	90.7548	66.0157
Zosma259g00120	209.574	361.889	246.746	309.315	316.553	276.066
Zosma259g00150	969.622	897.111	907.356	1028.02	994.672	908.216
Zosma259g00160	111.592	111.26	77.5339	72.1302	138.673	126.697
Zosma259g00170	200.048	255.314	235.221	308.665	341.238	260.062
Zosma259g00210	721.262	788.778	709.331	708.305	855.999	822.863
Zosma259g00220	598.784	702.112	615.033	744.695	623.667	674.161
Zosma259g00240	624.641	836.796	733.953	723.901	1176.18	933.556
Zosma259g00250	1596.98	1392.51	2020.6	1754.52	1243.7	1109.6
Zosma259g00260	359.27	768.283	312.755	313.214	897.383	569.469
Zosma259g00270	48.9914	22.8377	40.3386	8.44768	18.877	9.33556
Zosma25g00020	302.794	401.123	309.612	367.149	348.498	288.069
Zosma25g00030	134.726	124.729	124.159	154.008	116.166	128.697
Zosma25g00040	68.7241	73.7833	83.2966	71.4804	39.9321	47.3446
Zosma25g00060	196.646	181.53	186.501	176.751	113.988	215.385
Zosma25g00070	679.756	5.27023	11.0014	11.047	11.6166	7.33508
Zosma25g00090	221.142	231.89	228.935	239.784	257.017	267.397
Zosma25g00110	73.4871	74.9544	96.3935	70.8305	52.2747	58.6806
Zosma25g00120	538.225	412.249	310.136	305.416	305.662	561.467
Zosma25g00140	223.864	212.566	332.139	245.632	309.292	230.722
Zosma25g00150	400.097	584.996	572.075	560.796	589.543	438.104
Zosma25g00160	108.87	131.17	117.349	103.971	95.111	127.364
Zosma25g00170	29.2588	290.448	30.3849	81.8775	182.962	72.0172
Zosma25g00180	72.8067	131.756	137.78	89.6754	261.374	151.369
Zosma25g00200	71.4458	97.2065	50.2923	65.632	98.7412	100.024
Zosma25g00210	178.955	334.367	218.457	168.304	263.552	174.041
Zosma25g00220	327.97	542.248	370.382	443.178	451.596	441.438
Zosma25g00240	29.9392	16.9819	34.5759	12.9964	16.6989	4.00095
Zosma25g00250	1545.95	1678.86	1573.21	1623.25	2032.91	1516.36
Zosma25g00260	347.703	261.755	365.143	312.564	346.32	265.397
Zosma25g00280	21.774	41.5763	26.1939	14.9459	34.8498	46.011
Zosma25g00290	252.442	48.6033	211.123	130.614	100.919	78.0186
Zosma25g00300	523.256	522.924	450.535	310.615	292.593	346.082
Zosma25g00310	602.867	982.606	658.514	667.367	922.794	1350.32
Zosma25g00320	1737.83	1577.56	1680.6	1607.01	1761.37	1563.71
Zosma25g00330	766.171	664.635	845.015	721.302	704.257	713.503
Zosma25g00360	573.608	2.34233	641.75	107.221	2.17811	0.666826
Zosma25g00370	127.922	106.576	122.064	126.715	75.508	106.692
Zosma25g00380	6386.58	8809.49	7134.17	6543.05	9936.56	10422.5
Zosma25g00410	451.129	555.131	446.868	543.251	474.829	529.459
Zosma25g00420	268.772	274.638	261.415	256.03	187.318	296.737
Zosma25g00450	200.048	156.35	188.072	178.701	167.715	149.369
Zosma25g00470	2491.08	1639.63	2802.75	2436.18	2137.46	1672.4
Zosma25g00480	328.651	357.205	340.521	322.961	259.922	421.434
Zosma25g00490	2187.6	1794.81	2181.43	2167.15	1897.86	1985.81
Zosma25g00500	93.2198	113.603	69.6758	246.282	131.413	159.371
Zosma25g00520	113.633	101.306	105.299	127.365	95.837	78.6854
Zosma25g00530	29.2588	71.4409	13.0969	5.19857	29.0415	114.027
Zosma25g00540	155.82	126.486	191.739	265.777	89.3027	67.3494
Zosma25g00550	458.614	433.916	428.008	537.402	461.76	372.089
Zosma25g00560	445.005	235.404	317.47	261.878	309.292	298.071
Zosma25g00570	974.385	949.813	1138.39	1050.11	861.081	872.875
Zosma25g00580	59.198	82.567	63.9131	53.2854	92.9329	59.3475
Zosma25g00590	187.12	138.783	169.736	180.001	151.016	140.7
Zosma25g00600	2997.32	2440.7	3428.26	3195.82	2912.14	2118.5
Zosma25g00610	17.6913	53.8735	15.7163	29.242	61.7132	24.0057
Zosma25g00630	862.793	657.022	865.446	925.346	978.699	645.487
Zosma25g00640	942.404	1234.99	1082.33	1069.61	2129.47	1218.29
Zosma25g00650	67.3632	107.161	148.781	157.257	58.083	78.0186
Zosma25g00660	37.424	79.6391	7.85817	10.3971	12.3426	42.01
Zosma25g00680	542.308	540.492	546.928	659.569	441.431	508.788
Zosma25g00690	436.84	869.588	364.619	374.297	274.442	1102.26
Zosma25g00700	225.224	251.214	261.939	246.282	263.552	305.406
Zosma25g00710	298.712	416.934	324.804	354.153	355.033	502.786
Zosma25g00720	65.3219	71.4409	68.628	66.2818	29.7676	66.0157
Zosma25g00730	134.726	20.4954	53.9594	51.9857	22.5072	28.6735
Zosma25g00740	0	0	2.09551	0	34.1238	6.00143
Zosma25g00750	61.9197	108.918	63.3892	60.4334	102.371	84.02
Zosma25g00770	1601.75	211.395	1205.97	1056.61	180.057	218.719
Zosma25g00780	457.934	274.052	429.056	395.091	359.389	333.413
Zosma25g00790	92.5393	88.4228	84.3443	83.827	115.44	140.7
Zosma25g00800	338.857	436.844	337.377	310.615	327.443	310.074
Zosma25g00830	453.171	652.923	492.445	525.056	680.298	591.474
Zosma25g00840	696.767	334.367	559.502	688.161	719.504	814.194
Zosma25g00850	526.658	59.1437	34.5759	29.8918	129.961	66.0157
Zosma25g00870	411.664	115.36	475.681	735.598	140.851	71.3503
Zosma25g00880	120.437	166.305	116.825	92.2746	218.537	170.707
Zosma25g00890	152.418	141.125	173.927	113.069	159.002	182.043
Zosma25g00900	191.203	235.989	200.645	226.788	232.332	239.39
Zosma25g00910	64.6414	104.233	70.7235	95.5237	68.2476	71.3503
Zosma25g00920	691.323	418.691	585.695	519.857	450.144	358.752
Zosma25g00930	1126.8	813.958	1078.66	903.252	840.752	707.502
Zosma25g00960	15.65	28.1079	23.0506	11.047	31.2196	42.01
Zosma25g00970	853.267	672.833	793.151	838.919	734.024	715.504
Zosma25g00990	86.4154	84.3237	99.5368	100.722	123.426	106.692
Zosma25g01000	144.252	122.387	169.213	137.762	114.714	178.709
Zosma25g01010	171.47	186.8	190.692	308.665	229.428	197.38
Zosma25g01020	924.033	868.417	1080.24	1093.65	932.233	956.895
Zosma25g01030	369.477	367.745	413.863	411.337	265.73	380.757
Zosma25g01040	718.541	702.698	723.475	847.367	611.324	650.822
Zosma25g01050	78.9306	185.629	110.538	71.4804	143.03	116.694
Zosma25g01060	157.181	97.7921	70.7235	146.86	199.66	220.719
Zosma25g01080	492.636	486.033	667.944	735.598	466.842	673.494
Zosma25g01090	580.412	719.094	732.381	804.479	755.806	608.812
Zosma25g01130	177.594	186.215	219.505	252.131	191.674	193.379
Zosma25g01140	1434.36	1229.72	1647.6	1706.43	1330.83	1060.25
Zosma25g01150	156.5	135.269	169.213	169.603	148.838	147.368
Zosma25g01160	80.9719	59.7293	68.628	61.0832	58.083	88.021
Zosma25g01180	332.053	379.457	370.906	315.163	363.019	383.425
Zosma25g01190	483.11	614.861	569.455	582.89	408.759	550.131
Zosma25g01200	100.024	154.594	136.208	174.152	180.057	164.706
Zosma25g01210	377.642	263.512	380.859	292.42	136.495	248.059
Zosma25g01230	8.84567	35.7205	4.7149	7.14804	13.7947	13.3365
Zosma25g01250	270.133	81.9814	70.7235	109.17	122.7	77.3518
Zosma25g01260	167.387	48.0177	26.1939	30.5416	50.0966	50.0119
Zosma25g01270	136.768	163.963	138.828	178.051	156.098	178.709
Zosma25g01280	345.662	354.277	357.285	363.25	397.143	329.412
Zosma25g01290	580.412	600.807	540.118	604.334	707.161	676.828
Zosma25g01300	376.962	195.584	348.379	300.217	280.977	204.715
Zosma25g01320	103.426	157.521	110.014	100.072	100.919	134.699
Zosma25g01350	442.964	278.737	598.269	495.814	320.909	248.059
Zosma25g01360	260.607	243.602	297.563	316.463	320.909	202.715
Zosma25g01380	530.74	486.618	550.596	603.034	577.2	518.79
Zosma25g01390	132.005	149.909	108.967	103.322	166.263	139.367
Zosma25g01400	135.407	121.215	110.014	136.462	137.221	135.366
Zosma25g01420	283.742	129.999	330.567	341.806	177.153	94.6892
Zosma25g01430	907.702	1219.18	947.171	1154.73	1580.58	1189.62
Zosma25g01450	119.757	90.7651	84.8682	50.0362	108.18	75.3513
Zosma25g01460	987.313	582.654	875.924	704.406	776.861	535.461
Zosma25g01470	572.247	692.743	653.276	621.229	838.574	645.487
Zosma25g01490	6071.53	5239.2	6095.84	4000.3	3786.29	4174.33
Zosma25g01500	100.024	180.945	105.823	104.621	166.263	163.372
Zosma25g01520	406.901	592.608	449.487	460.723	545.981	510.788
Zosma25g01530	9929.61	8441.16	10290	10356.2	11501.2	8874.78
Zosma25g01560	136.087	255.899	95.3458	172.852	283.881	390.093
Zosma25g01570	260.607	497.159	289.181	466.572	746.367	544.796
Zosma25g01580	450.449	464.952	547.976	501.662	498.062	396.761
Zosma25g01590	1650.74	1071.61	1843	1728.52	1369.31	911.55
Zosma25g01610	170.79	216.665	143.543	113.069	314.374	390.093
Zosma25g01620	396.694	986.119	385.05	553.648	781.943	628.15
Zosma25g01630	106.828	74.3688	93.7741	60.4334	53.0008	84.6868
Zosma25g01640	100.705	60.9005	77.5339	72.1302	53.7268	64.0152
Zosma25g01650	282.381	246.53	231.554	217.69	207.647	269.398
Zosma25g01660	3764.17	6540.94	3788.68	5382.47	4918.91	5091.88
Zosma25g01670	161.944	159.864	115.777	213.141	145.934	171.374
Zosma25g01680	91.8589	74.3688	106.871	96.8234	68.9736	114.694
Zosma25g01690	5414.23	2341.74	5969.59	9572.52	3842.19	2471.92
Zosma2603g00010	268.092	312.7	253.033	322.311	389.156	314.742
Zosma261g00010	327.29	281.079	340.521	351.553	251.935	227.388
Zosma261g00020	738.273	594.951	686.804	591.337	779.039	638.819
Zosma261g00030	64.6414	55.0447	53.4355	136.462	79.8642	67.3494
Zosma261g00050	151.057	245.944	181.786	176.751	295.497	232.722
Zosma261g00070	100.024	131.17	110.538	71.4804	103.823	122.029
Zosma261g00080	2277.42	1554.13	3172.6	2727.3	1318.49	1206.29
Zosma261g00090	1059.44	845.58	955.029	725.851	755.806	946.225
Zosma261g00100	693.365	739.004	650.132	682.962	649.804	824.863
Zosma261g00120	1290.11	1829.94	1320.7	1332.13	2159.24	1785.76
Zosma261g00130	119.757	134.684	137.256	161.806	145.208	130.698
Zosma261g00140	1092.1	285.764	1148.34	1149.53	330.347	342.748
Zosma261g00170	3041.55	1515.48	2140.56	1883.18	2005.32	1415
Zosma261g00180	500.801	397.61	333.71	429.532	291.867	373.422
Zosma261g00190	147.655	154.008	153.496	152.058	250.483	163.372
Zosma261g00200	265.37	425.132	319.042	354.153	452.322	326.078
Zosma261g00210	342.94	256.485	328.995	390.543	251.209	269.398
Zosma261g00220	1362.23	1835.8	1552.25	1546.57	2573.08	1850.44
Zosma261g00240	1860.31	3293.31	1896.96	2068.38	3906.08	3184.76
Zosma261g00290	702.21	598.464	766.433	657.619	509.679	582.805
Zosma262g00040	53.074	76.7112	133.589	309.965	324.539	41.3432
Zosma262g00070	1670.47	1494.99	1593.64	1317.19	1440.46	1511.69
Zosma262g00080	133.366	156.35	117.349	74.0796	181.51	216.718
Zosma262g00090	2026.34	1199.86	1846.67	1217.12	965.631	1203.62
Zosma262g00100	67.3632	85.4949	65.4847	80.5779	35.5759	77.3518
Zosma262g00110	119.757	144.639	124.683	169.603	68.9736	148.702
Zosma262g00120	112.952	111.26	94.298	89.6754	130.687	121.362
Zosma262g00130	378.323	408.15	473.586	436.03	320.909	354.751
Zosma262g00140	174.192	144.639	184.405	157.907	100.193	150.703
Zosma263g00020	0.680436	21.0809	3.14327	0	8.71246	49.3451
Zosma263g00100	87.7763	120.044	89.5831	92.9245	153.92	119.362
Zosma263g00110	384.447	572.699	412.292	516.608	443.609	366.754
Zosma264g00040	1953.53	19.9098	60.7698	56.5345	318.005	8.00191
Zosma264g00070	223.864	269.367	268.225	268.376	145.934	302.072
Zosma264g00100	1164.23	835.039	740.763	701.807	588.091	1350.99
Zosma264g00110	1509.21	1072.79	1637.12	2612.93	874.15	878.209
Zosma264g00120	306.877	209.053	258.796	289.171	100.919	224.72
Zosma264g00140	102.746	136.44	115.253	77.3287	102.371	152.036
Zosma264g00180	61.2393	97.2065	42.4341	43.538	78.4121	105.358
Zosma264g00190	300.072	301.574	336.853	336.607	229.428	281.4
Zosma264g00200	93.9002	132.341	83.8205	98.7729	130.687	157.371
Zosma264g00210	966.9	3141.06	1676.93	844.768	4062.91	4110.31
Zosma264g00220	59.198	130.585	86.9637	61.0832	104.549	137.366
Zosma264g00230	1560.24	1380.22	1545.44	1614.81	1253.87	1174.28
Zosma264g00250	347.023	467.294	374.049	363.9	570.666	410.765
Zosma264g00260	613.754	746.031	779.006	810.977	893.753	714.17
Zosma264g00270	851.906	397.61	833.49	810.977	376.088	401.429
Zosma264g00290	57.1566	71.4409	35.0998	29.8918	63.1653	74.6845
Zosma264g00300	1943.33	1193.42	1767.56	1440	1507.98	1274.97
Zosma264g00310	779.1	973.822	917.31	1157.33	1206.68	956.895
Zosma264g00320	981.189	631.257	764.862	622.529	585.913	568.135
Zosma265g00030	164.666	74.9544	107.395	122.816	66.0695	84.6868
Zosma265g00050	210.935	145.81	187.548	256.03	90.0287	122.696
Zosma265g00100	668.869	634.185	788.96	813.576	699.901	574.804
Zosma265g00110	251.761	283.421	248.842	248.232	285.333	242.724
Zosma265g00120	91.8589	118.287	116.301	139.712	96.5631	97.3565
Zosma265g00130	77.5697	87.2516	71.2474	81.2277	93.6589	108.026
Zosma265g00140	295.99	299.232	266.13	285.921	397.869	306.74
Zosma265g00160	172.15	208.467	179.166	169.603	156.098	228.054
Zosma265g00170	29.2588	52.7023	26.7178	30.5416	53.0008	40.0095
Zosma265g00180	391.931	525.852	427.484	471.77	341.964	372.755
Zosma265g00190	142.892	4.68465	3.14327	5.19857	12.3426	6.00143
Zosma265g00210	3336.18	2982.37	2420.32	371.048	2583.24	3178.09
Zosma265g00220	56.4762	74.3688	47.149	55.8846	70.4257	73.3508
Zosma265g00240	1115.24	668.148	1396.66	2008.6	837.122	845.535
Zosma265g00250	2912.27	1698.77	2400.93	3280.95	2302.27	3078.07
Zosma265g00280	338.177	289.277	330.043	237.185	409.485	348.75
Zosma265g00290	6812.53	3565.02	7020.49	5732.07	4375.83	3734.89
