tracking_id	male_flower_0	male_flower_1	male_flower_3	male_flower_2	male_flower_4	male_flower_6	male_flower_5
Zosma100g00010	18.1145	36.1425	31.8665	27.7899	31.0219	56.4386	47.6276
Zosma100g00030	500.62	546.656	402.676	539.451	408.184	424.857	331.692
Zosma100g00040	118.568	0	1.44848	3.2694	0	17.2451	6.80394
Zosma100g00050	220.668	0	10.1393	11.4429	1.63273	12.5419	8.50493
Zosma100g00060	266.778	185.231	238.999	382.52	272.667	232.025	233.035
Zosma100g00070	451.217	524.067	525.797	459.351	564.926	438.967	498.389
Zosma100g00080	156.444	140.052	292.592	251.744	403.285	199.103	449.06
Zosma100g00090	413.341	2660.99	622.845	2355.6	1051.48	2608.72	256.849
Zosma100g00110	1052.29	424.675	152.09	240.301	65.3094	322.954	268.756
Zosma100g00120	10608.5	29356.8	5014.62	7500.01	3701.41	10126	4376.64
Zosma100g00130	0	149.088	0	0	0	3.13548	0
Zosma100g00150	9190.66	14054.9	9051.53	8949.99	7953.05	11325.3	7717.37
Zosma100g00160	44.463	99.392	136.157	70.2921	138.782	62.7096	751.836
Zosma100g00180	70.8114	72.2851	105.739	255.013	150.212	89.3611	233.035
Zosma100g00200	1487.04	1540.58	1865.64	1567.68	2042.55	1860.91	1331.87
Zosma100g00220	62.5775	63.2494	105.739	83.3697	94.6986	61.1418	40.8236
Zosma100g00230	1714.29	1807.13	2053.94	2009.05	1675.19	2339.07	5317.28
Zosma100g00240	75.7517	54.2138	47.7997	75.1962	57.1457	119.148	45.9266
Zosma100g00250	87.2791	94.8742	241.896	129.141	187.764	100.335	22.1128
Zosma100g00270	92.2195	18.0713	18.8302	6.5388	27.7565	18.8129	28.9168
Zosma100g00280	2366.42	5480.11	1499.17	2219.92	1923.36	2909.72	910.027
Zosma100g00290	74.1049	94.8742	98.4964	107.89	125.721	134.826	81.6473
Zosma100g00310	100.453	76.8029	185.405	132.411	145.313	164.613	37.4217
Zosma100g00320	107.04	22.5891	168.023	112.794	187.764	73.6837	68.0394
Zosma100g00330	59.2839	13.5535	63.7329	45.7716	81.6367	31.3548	76.5443
Zosma100g00340	6.5871	27.1069	13.0363	3.2694	27.7565	3.13548	258.55
Zosma100g00350	363.937	356.908	360.671	380.885	351.038	349.606	164.996
Zosma100g00360	1.64678	0	14.4848	6.5388	37.5529	15.6774	141.182
Zosma101g00010	2488.28	2213.73	1697.61	1337.19	842.491	1912.64	1257.03
Zosma101g00020	136.682	415.639	217.271	315.497	352.671	335.496	312.981
Zosma101g00040	1804.87	5150.31	1066.08	1127.94	1524.97	1583.42	477.977
Zosma101g00050	16.4678	4.51782	11.5878	39.2328	34.2874	15.6774	112.265
Zosma101g00090	416.634	682.19	401.228	400.502	282.463	495.406	731.424
Zosma101g00110	456.157	632.494	669.196	637.533	834.327	550.277	996.777
Zosma101g00120	324.415	614.423	359.222	415.214	362.467	465.619	401.433
Zosma101g00140	118.568	85.8385	121.672	135.68	127.353	130.122	127.574
Zosma101g00190	251.957	198.784	315.768	269.726	225.317	232.025	617.458
Zosma101g00210	82.3388	36.1425	399.779	138.95	315.118	112.877	127.574
Zosma101g00220	27647.7	19006.5	23510.2	25019.1	7652.62	33573.1	5779.95
Zosma101g00230	365.584	158.124	559.112	511.661	290.627	475.025	1194.09
Zosma101g00240	202.553	27.1069	165.126	65.388	66.9421	56.4386	136.079
Zosma101g00250	1263.08	176.195	621.396	549.259	444.104	368.419	1175.38
Zosma101g00260	650.477	659.601	1174.71	814.081	1244.14	733.702	3128.11
Zosma101g00270	87.2791	140.052	97.0479	96.4473	97.964	128.555	154.79
Zosma101g00280	47.7565	45.1782	55.0421	140.584	101.23	73.6837	113.966
Zosma101g00290	373.818	284.623	463.512	503.488	462.064	376.257	687.198
Zosma101g00300	304.654	542.138	398.331	322.036	411.449	413.883	241.54
Zosma101g00310	111.981	198.784	192.647	210.876	169.804	318.251	91.8532
Zosma101g00320	857.97	262.033	128.914	142.219	127.353	98.7676	35.7207
Zosma101g00330	93.8662	40.6604	105.739	91.5432	88.1676	75.2515	277.261
Zosma101g00340	857.97	153.606	265.071	454.447	192.663	506.38	608.953
Zosma101g00350	699.88	993.92	909.643	902.355	1028.62	1011.19	595.345
Zosma101g00380	1263.08	2733.28	1749.76	2115.3	1541.3	2401.78	768.845
Zosma101g00390	23.0549	13.5535	34.7634	44.1369	35.9202	20.3806	37.4217
Zosma101g00410	39.5226	49.696	40.5573	22.8858	35.9202	28.2193	11.9069
Zosma101g00430	704.82	749.958	705.408	815.716	850.654	818.36	1134.56
Zosma101g00440	461.097	198.784	270.865	238.666	192.663	228.89	598.747
Zosma101g00460	1691.24	3004.35	879.225	1087.08	700.443	1389.02	420.143
Zosma101g00470	21.4081	0	24.6241	29.4246	37.5529	26.6516	15.3089
Zosma101g00490	505.56	311.729	838.668	557.433	700.443	492.27	472.874
Zosma101g00500	116.921	108.428	111.533	106.256	55.513	59.5741	146.285
Zosma101g00510	3585.03	3727.2	4797.35	4235.51	4875.34	3188.78	466.07
Zosma101g00520	92.2195	45.1782	84.0116	235.397	75.1058	58.0064	105.461
Zosma101g00530	27.9952	31.6247	31.8665	40.8675	32.6547	21.9484	0
Zosma101g00540	17623.8	29939.6	10752	11975.8	7167.7	14526.7	2638.23
Zosma101g00550	3963.79	5710.52	2501.52	3406.72	1474.36	4519.79	1467.95
Zosma101g00560	83.9856	76.8029	94.1509	83.3697	106.128	101.903	117.368
Zosma101g00570	4.94033	0	28.9695	31.0593	104.495	12.5419	10.2059
Zosma101g00620	21.4081	0	60.836	62.1186	63.6766	20.3806	18.7108
Zosma101g00630	126.802	112.945	172.369	124.237	156.742	155.206	107.162
Zosma101g00640	161.384	239.444	228.859	261.552	148.579	255.542	51.0296
Zosma101g00660	289.833	370.461	207.132	148.758	213.888	210.077	149.687
Zosma101g00670	1261.43	1396.01	1341.29	1438.54	1508.65	1561.47	683.796
Zosma101g00690	39.5226	94.8742	217.271	96.4473	295.525	120.716	282.364
Zosma101g00700	3.29355	0	34.7634	19.6164	32.6547	10.9742	85.0493
Zosma101g00710	31.2887	103.91	43.4543	55.5798	29.3892	43.8967	27.2158
Zosma101g00730	535.202	501.478	424.403	462.62	470.227	493.838	234.736
Zosma101g00740	3188.16	7933.29	2836.12	3926.55	2321.75	5458.87	1112.44
Zosma101g00750	1414.58	1075.24	1193.54	1024.96	1172.3	1172.67	3551.66
Zosma101g00760	202.553	140.052	282.453	232.127	292.259	156.774	108.863
Zosma101g00770	867.851	637.012	357.774	506.757	506.148	567.522	678.693
Zosma101g00780	80.692	63.2494	169.472	294.246	316.75	224.187	35.7207
Zosma101g00790	197.613	81.3207	204.235	192.895	164.906	189.696	229.633
Zosma101g00800	438.042	370.461	661.954	425.022	623.704	417.019	1292.75
Zosma101g00810	253.604	162.641	173.817	199.433	215.521	297.87	175.201
Zosma101g00820	1029.23	415.639	399.779	719.268	568.191	440.535	794.36
Zosma101g00830	4.94033	0	10.1393	114.429	6.53094	7.8387	5.10296
Zosma101g00840	110.334	180.713	181.06	223.954	179.601	145.8	47.6276
Zosma1024g00010	26.3484	90.3564	37.6604	78.4656	32.6547	23.5161	423.545
Zosma102g00030	70.8114	85.8385	153.538	137.315	182.866	73.6837	277.261
Zosma102g00050	176.205	149.088	363.567	220.685	311.852	255.542	1154.97
Zosma102g00060	930.428	1454.74	660.505	812.446	778.814	931.237	108.863
Zosma102g00070	23.0549	45.1782	56.4906	57.2145	57.1457	53.3031	192.211
Zosma102g00110	1389.88	808.689	459.167	897.451	365.732	1638.29	205.819
Zosma102g00120	589.546	307.212	459.167	371.077	542.068	415.451	454.163
Zosma102g00140	734.462	876.457	721.341	812.446	782.08	730.567	426.947
Zosma102g00150	8.23388	9.03564	17.3817	35.9634	37.5529	10.9742	57.8335
Zosma102g00160	787.159	1039.1	885.019	742.154	791.876	854.418	692.301
Zosma102g00180	2068.35	3478.72	941.509	954.665	711.872	1390.58	222.829
Zosma102g00190	62.5775	54.2138	88.357	34.3287	76.7385	47.0322	479.678
Zosma102g00200	70.8114	40.6604	301.283	173.278	124.088	164.613	440.555
Zosma102g00210	551.67	411.121	580.839	531.278	599.213	525.193	1270.64
Zosma102g00240	16.4678	40.6604	7.24238	11.4429	19.5928	12.5419	49.3286
Zosma102g00260	75.7517	90.3564	88.357	99.7167	106.128	75.2515	221.128
Zosma103g00040	46.1097	13.5535	102.842	21.2511	91.4331	10.9742	789.257
Zosma103g00060	123.508	99.392	175.266	85.0044	96.3313	76.8192	54.4315
Zosma103g00070	24.7016	4.51782	31.8665	27.7899	29.3892	14.1097	0
Zosma103g00100	2163.86	2096.27	2640.57	2270.6	2560.13	1934.59	3259.09
Zosma103g00110	469.331	153.606	385.295	295.881	442.471	261.812	1069.92
Zosma103g00130	531.909	799.654	666.299	696.382	633.501	841.876	329.991
Zosma103g00140	220.668	135.535	114.43	161.835	83.2694	136.393	144.584
Zosma103g00160	3053.12	4002.79	1996	2371.95	1756.82	2861.12	830.081
Zosma103g00170	138.329	221.373	137.605	135.68	111.026	192.832	183.706
Zosma103g00180	42.8162	67.7673	24.6241	253.379	44.0838	116.013	25.5148
Zosma103g00190	12011.6	16770.1	21088.4	21913.2	14795.8	30823.3	236.437
Zosma103g00210	153.15	176.195	134.708	152.027	124.088	161.477	180.304
Zosma103g00230	108.687	0	4.34543	1.6347	3.26547	17.2451	23.8138
Zosma103g00290	128.449	4.51782	237.55	348.191	174.703	116.013	34.0197
Zosma103g00300	138.329	135.535	137.605	152.027	155.11	172.451	243.241
Zosma103g00310	10761.7	23976.1	7834.81	9857.24	5503.95	14172.4	1877.89
Zosma103g00320	324.415	58.7316	52.1451	40.8675	60.4112	36.058	102.059
Zosma103g00330	8.23388	31.6247	8.69086	24.5205	13.0619	17.2451	226.231
Zosma103g00340	3.29355	22.5891	50.6967	101.351	151.844	90.9289	59.5345
Zosma103g00350	186.086	212.337	304.18	299.15	406.551	279.058	707.61
Zosma103g00360	143.27	117.463	95.5994	143.854	138.782	142.664	74.8434
Zosma103g00380	284.892	1192.7	333.149	560.702	400.02	940.644	962.758
Zosma103g00390	222.315	194.266	176.714	259.917	163.273	216.348	62.9365
Zosma103g00400	110.334	99.392	101.393	148.758	111.026	100.335	91.8532
Zosma103g00410	495.68	429.193	577.942	506.757	502.882	520.489	813.071
Zosma103g00420	276.658	230.409	201.338	219.05	197.561	214.78	102.059
Zosma103g00430	484.152	343.354	217.271	377.616	225.317	360.58	624.262
Zosma103g00440	37739.2	65526.4	26520.1	30833.7	21539	42125.2	4352.82
Zosma103g00450	166.324	140.052	194.096	125.872	184.499	147.367	136.079
Zosma103g00460	1289.43	1599.31	2039.45	1927.31	1848.26	2072.55	1762.22
Zosma103g00470	296.42	338.836	393.985	398.867	400.02	390.367	1027.4
Zosma103g00490	2125.99	3682.02	2492.83	2711.97	1546.2	3563.47	765.443
Zosma103g00500	321.121	505.996	153.538	219.05	138.782	355.877	292.569
Zosma103g00510	258.544	275.587	134.708	207.607	109.393	227.322	134.378
Zosma103g00520	9.88066	4.51782	37.6604	29.4246	9.7964	21.9484	42.5246
Zosma103g00530	172.911	167.159	343.289	240.301	333.078	164.613	163.295
Zosma103g00540	136.682	311.729	154.987	184.721	137.15	172.451	49.3286
Zosma103g00550	383.699	257.516	462.064	403.771	458.798	396.638	319.785
Zosma103g00560	16.4678	40.6604	33.3149	53.9451	91.4331	21.9484	1010.39
Zosma103g00570	3.29355	0	0	0	3.26547	4.70322	74.8434
Zosma103g00620	0	40.6604	1.44848	3.2694	0	9.40644	1.70099
Zosma103g00630	1065.46	1432.15	990.758	853.314	1028.62	1103.69	729.723
Zosma103g00640	14.821	72.2851	33.3149	81.735	53.8802	70.5483	93.5542
Zosma103g00650	1381.65	3216.69	692.372	872.93	427.776	1331.01	81.6473
Zosma103g00670	83.9856	0	0	1.6347	0	3.13548	0
Zosma103g00680	41.1694	0	0	1.6347	0	3.13548	0
Zosma103g00690	102.1	76.8029	88.357	86.6391	55.513	105.039	212.623
Zosma103g00700	1047.35	3889.84	1360.12	1796.54	1209.86	2756.09	717.816
Zosma103g00710	57.6372	40.6604	34.7634	35.9634	40.8184	47.0322	209.221
Zosma103g00720	1244.96	1188.19	1138.5	1602.01	1381.29	2240.3	891.316
Zosma103g00730	52.6968	45.1782	66.6299	45.7716	55.513	54.8709	336.795
Zosma103g00740	57.6372	58.7316	76.7692	63.7533	70.2076	68.9805	134.378
Zosma103g00750	1230.14	9.03564	44.9028	31.0593	29.3892	37.6257	3.40197
Zosma103g00760	927.135	736.404	735.826	655.515	742.894	716.457	967.861
Zosma103g00770	133.389	112.945	331.701	171.644	228.583	130.122	432.05
Zosma103g00780	624.128	203.302	573.597	457.716	476.758	537.735	481.379
Zosma103g00790	222.315	356.908	194.096	210.876	197.561	225.754	110.564
Zosma103g00800	400.167	433.711	362.119	382.52	310.219	429.561	484.781
Zosma103g00810	14047	29623.3	5397.02	9149.42	3345.47	13647.2	253.447
Zosma103g00820	365.584	343.354	320.113	313.862	295.525	341.767	471.173
Zosma103g00850	536.849	469.853	363.567	503.488	416.347	470.322	641.271
Zosma103g00900	321.121	112.945	446.131	544.355	349.405	141.097	819.875
Zosma104g00070	153.15	135.535	88.357	96.4473	52.2475	108.174	35.7207
Zosma104g00100	153.15	27.1069	70.9753	80.1003	60.4112	67.4128	56.1325
Zosma104g00110	546.73	591.834	598.221	287.707	427.776	349.606	381.021
Zosma104g00120	54.3436	67.7673	101.393	78.4656	75.1058	84.6579	49.3286
Zosma104g00130	64.2243	361.425	170.92	428.292	42.4511	727.431	3.40197
Zosma104g00150	120.215	31.6247	699.614	1118.14	1436.81	393.503	3197.85
Zosma104g00180	75.7517	103.91	99.9448	88.2738	133.884	100.335	124.172
Zosma104g00190	3008.66	3519.38	2795.56	2643.31	2085	3285.98	1529.19
Zosma104g00200	3515.87	2990.8	4194.79	3478.64	2746.26	4113.75	2464.73
Zosma104g00210	309.594	320.765	602.566	245.205	311.852	313.548	474.575
Zosma104g00230	195.966	298.176	202.787	173.278	187.764	150.503	28.9168
Zosma104g00240	647.183	682.19	673.541	766.675	935.557	716.457	1433.93
Zosma104g00260	17254.9	30870.2	14502.1	16446.7	10506.6	20252.1	3407.07
Zosma104g00270	11.5274	22.5891	21.7271	13.0776	17.9601	15.6774	98.6571
Zosma104g00280	250.31	203.302	247.689	271.36	240.012	235.161	224.53
Zosma104g00290	80.692	90.3564	91.254	120.968	75.1058	89.3611	158.192
Zosma104g00300	2700.71	4838.58	1015.38	1979.62	1170.67	2354.74	933.841
Zosma104g00310	334.296	388.532	454.821	387.424	339.609	371.554	529.006
Zosma104g00330	5939.92	11583.7	2639.12	3880.78	2001.73	5786.53	847.091
Zosma104g00340	8701.56	12794.5	9054.42	9363.56	7637.93	12153.1	2590.6
Zosma104g00350	286.539	180.713	223.065	380.885	305.321	282.193	700.806
Zosma104g00360	126.802	149.088	405.573	65.388	408.184	95.6321	636.169
Zosma104g00370	13.1742	27.1069	11.5878	76.8309	13.0619	3.13548	134.378
Zosma104g00380	215.728	451.782	173.817	204.338	176.335	268.083	178.603
Zosma104g00400	296.42	862.903	330.253	313.862	466.962	369.986	367.413
Zosma104g00410	93.8662	121.981	86.9086	50.6757	84.9022	39.1935	47.6276
Zosma104g00420	319.475	298.176	437.44	403.771	393.489	373.122	175.201
Zosma105g00010	787.159	908.081	1832.32	1788.36	1892.34	1969.08	2558.28
Zosma105g00050	6.5871	4.51782	8.69086	1.6347	6.53094	4.70322	40.8236
Zosma105g00060	1.64678	13.5535	7.24238	6.5388	8.16367	12.5419	91.8532
Zosma105g00080	0	4.51782	5.7939	3.2694	4.8982	1.56774	56.1325
Zosma105g00150	5518.35	9076.3	5172.51	5711.64	4836.16	6495.14	1151.57
Zosma105g00160	940.309	880.974	725.687	758.501	889.84	805.818	1274.04
Zosma105g00180	4535.22	4549.44	4626.43	5744.34	5494.15	4237.6	564.727
Zosma105g00190	1951.43	374.979	732.929	720.903	592.682	641.205	707.61
Zosma105g00220	1261.43	2272.46	1150.09	1361.71	1183.73	1827.98	1707.79
Zosma105g00260	594.486	555.692	735.826	503.488	737.996	512.651	251.746
Zosma105g00270	1.64678	4.51782	102.842	73.5615	177.968	4.70322	347.001
Zosma105g00280	1740.64	2014.95	1462.96	1825.96	1471.09	1324.74	830.081
Zosma105g00290	120.215	31.6247	27.521	94.8126	31.0219	79.9547	39.1227
Zosma105g00320	55.9904	9.03564	26.0726	132.411	3.26547	180.29	56.1325
Zosma105g00360	273.365	365.943	270.865	380.885	218.786	500.109	491.585
Zosma105g00370	721.288	3108.26	31.8665	39.2328	44.0838	58.0064	3.40197
Zosma105g00380	1264.72	551.174	2397.23	1430.36	3010.76	1077.04	10069.8
Zosma105g00390	148.21	216.855	265.071	286.073	168.172	316.683	272.158
Zosma105g00400	97.1598	121.981	105.739	76.8309	104.495	123.851	110.564
Zosma105g00420	19.7613	112.945	28.9695	34.3287	58.7784	31.3548	10.2059
Zosma105g00430	991.359	1057.17	372.258	426.657	540.435	507.948	467.771
Zosma105g00440	131.742	40.6604	212.926	134.045	148.579	119.148	241.54
Zosma105g00450	382.052	424.675	391.089	498.584	419.613	393.503	323.187
Zosma105g00460	64.2243	63.2494	134.708	130.776	119.19	134.826	256.849
Zosma105g00480	9.88066	13.5535	33.3149	31.0593	21.2255	42.329	6.80394
Zosma105g00490	520.381	664.119	703.959	578.684	731.465	544.006	712.713
Zosma105g00500	263.484	478.889	133.26	245.205	163.273	263.38	78.2453
Zosma105g00510	135.036	198.784	159.332	163.47	153.477	136.393	95.2552
Zosma105g00520	103.747	108.428	269.417	124.237	184.499	98.7676	42.5246
Zosma105g00530	44.463	58.7316	21.7271	32.694	27.7565	51.7354	27.2158
Zosma105g00540	14.821	31.6247	39.1089	37.5981	39.1856	39.1935	199.015
Zosma105g00570	64.2243	49.696	73.8723	89.9085	88.1676	97.1998	90.1522
Zosma105g00580	88.9259	36.1425	751.759	794.464	615.541	435.832	503.492
Zosma105g00590	13.1742	22.5891	23.1756	181.452	17.9601	18.8129	37.4217
Zosma105g00610	270.071	438.228	299.835	353.095	507.78	359.012	403.134
Zosma105g00620	55.9904	27.1069	99.9448	49.041	53.8802	23.5161	124.172
Zosma105g00630	194.32	198.784	291.144	292.611	339.609	299.438	1115.85
Zosma105g00640	1.64678	22.5891	21.7271	27.7899	29.3892	20.3806	204.118
Zosma105g00650	671.885	935.188	660.505	683.305	684.116	794.844	634.468
Zosma105g00660	72.4581	103.91	99.9448	104.621	96.3313	92.4966	90.1522
Zosma105g00670	278.305	194.266	566.354	658.784	527.373	545.573	241.54
Zosma105g00680	55.9904	58.7316	127.466	116.064	163.273	70.5483	159.893
Zosma105g00690	638.949	185.231	541.73	429.926	463.696	322.954	467.771
Zosma105g00700	135.036	36.1425	153.538	176.548	177.968	145.8	289.168
Zosma105g00720	451.217	487.924	586.633	392.328	439.205	432.696	295.971
Zosma105g00750	314.534	397.568	337.495	271.36	288.994	253.974	275.56
Zosma105g00760	256.897	749.958	94.1509	238.666	101.23	274.354	102.059
Zosma105g00770	1050.64	1436.67	1225.41	990.629	1124.95	1095.85	1017.19
Zosma1065g00010	32.9355	0	56.4906	0	6.53094	4.70322	3.40197
Zosma106g00010	60.9307	94.8742	259.277	147.123	641.665	98.7676	9782.37
Zosma106g00030	184.439	248.48	214.374	286.073	146.946	438.967	273.859
Zosma106g00100	200.907	515.031	202.787	323.671	220.419	293.167	210.922
Zosma106g00110	111.981	49.696	75.3208	109.525	75.1058	65.8451	54.4315
Zosma106g00120	153.15	63.2494	323.01	148.758	267.768	120.716	1095.43
Zosma106g00130	1208.73	1102.35	1415.16	1244.01	1358.43	1268.3	1517.28
Zosma106g00150	52.6968	58.7316	141.951	112.794	106.128	98.7676	42.5246
Zosma106g00160	2084.82	3785.93	2300.18	2092.42	1719.27	2879.94	1204.3
Zosma106g00170	158.09	22.5891	108.636	130.776	119.19	126.987	35.7207
Zosma106g00180	1058.88	844.832	986.412	1021.69	1126.59	780.734	2878.07
Zosma106g00190	62.5775	144.57	143.399	91.5432	150.212	81.5224	183.706
Zosma106g00200	522.028	537.62	932.819	714.364	894.738	691.373	1255.33
Zosma106g00210	13.1742	13.5535	26.0726	13.0776	11.4291	12.5419	78.2453
Zosma106g00220	36.2291	49.696	24.6241	26.1552	27.7565	42.329	119.069
Zosma106g00230	10053.6	20736.8	11002.6	11462.5	7721.2	16268.4	3129.81
Zosma106g00240	314.534	185.231	141.951	271.36	225.317	161.477	236.437
Zosma106g00250	27.9952	13.5535	10.1393	50.6757	35.9202	25.0838	8.50493
Zosma106g00260	69.1646	58.7316	117.327	142.219	145.313	97.1998	355.506
Zosma106g00270	291.479	207.82	714.099	410.31	602.479	413.883	1020.59
Zosma106g00300	13938.3	19110.4	10387	14373.9	6762.78	21564.3	438.854
Zosma106g00310	26.3484	4.51782	31.8665	53.9451	71.8403	17.2451	73.1424
Zosma106g00330	65.871	58.7316	163.678	212.511	151.844	39.1935	32.3187
Zosma106g00340	29.642	31.6247	63.7329	53.9451	71.8403	34.4903	91.8532
Zosma106g00350	44.463	54.2138	183.956	245.205	261.237	68.9805	108.863
Zosma106g00360	370.525	700.262	433.094	338.383	403.285	393.503	307.878
Zosma106g00370	110.334	112.945	168.023	119.333	212.255	90.9289	2168.76
Zosma106g00380	116.921	76.8029	117.327	156.931	125.721	126.987	270.457
Zosma106g00410	4.94033	0	8.69086	44.1369	3.26547	29.787	28.9168
Zosma106g00430	228.902	90.3564	34.7634	32.694	35.9202	56.4386	71.4414
Zosma106g00440	1268.02	1630.93	1619.4	1422.19	1351.9	1345.12	1910.21
Zosma106g00450	29.642	13.5535	20.2787	58.8492	9.7964	12.5419	98.6571
Zosma106g00460	737.756	1011.99	944.406	1093.61	894.738	1432.91	1740.11
Zosma106g00470	395.226	429.193	467.858	467.524	318.383	522.057	1148.17
Zosma106g00480	74.1049	49.696	188.302	104.621	128.986	61.1418	1.70099
Zosma106g00490	345.823	4576.55	120.224	222.319	111.026	1037.84	39.1227
Zosma106g00500	1103.34	2819.12	2081.46	1621.62	2346.24	2210.51	364.011
Zosma106g00510	202.553	451.782	156.435	143.854	182.866	53.3031	122.471
Zosma106g00520	18.1145	18.0713	23.1756	22.8858	14.6946	32.9225	78.2453
Zosma106g00530	148.21	162.641	112.981	153.662	109.393	166.18	69.7404
Zosma106g00540	637.302	338.836	204.235	219.05	186.132	327.658	333.393
Zosma106g00560	2384.53	5678.9	908.194	3970.69	744.527	6444.98	1505.37
Zosma106g00570	2898.33	11570.1	900.952	4251.86	816.367	7125.38	3779.59
Zosma106g00580	151.503	221.373	112.981	119.333	81.6367	142.664	246.643
Zosma106g00590	2998.78	4522.34	1848.26	2697.26	1515.18	3759.44	93.5542
Zosma106g00600	805.273	2236.32	903.849	1163.91	837.593	1307.49	282.364
Zosma106g00630	630.715	917.117	637.329	701.287	625.337	603.58	1126.05
Zosma106g00730	3.29355	0	5.7939	8.1735	16.3273	7.8387	54.4315
Zosma106g00740	9.88066	49.696	36.2119	26.1552	81.6367	12.5419	7140.74
Zosma106g00750	520.381	487.924	1071.87	917.067	783.712	926.534	809.669
Zosma106g00760	3.29355	0	37.6604	6.5388	11.4291	9.40644	1.70099
Zosma1077g00010	136.682	81.3207	181.06	156.931	176.335	148.935	377.619
Zosma1077g00020	83.9856	103.91	82.5631	81.735	76.7385	54.8709	28.9168
Zosma107g00010	5584.22	5656.31	6651.4	7517.99	5214.95	10391	10236.5
Zosma107g00030	8065.91	11728.3	6244.38	5386.34	4934.12	7032.88	6593.02
Zosma107g00040	1.64678	0	4.34543	45.7716	1.63273	10.9742	0
Zosma107g00050	87.2791	76.8029	72.4238	94.8126	115.924	111.309	93.5542
Zosma107g00060	42.8162	31.6247	111.533	63.7533	125.721	43.8967	216.025
Zosma107g00070	108.687	49.696	160.781	199.433	153.477	109.742	299.373
Zosma107g00080	6180.35	9207.31	5615.74	5961.75	4483.49	8111.48	1403.31
Zosma107g00100	215.728	171.677	370.81	397.232	324.914	388.799	199.015
Zosma107g00110	474.271	343.354	369.361	446.273	386.958	406.044	525.604
Zosma107g00120	691.646	36.1425	127.466	104.621	97.964	126.987	117.368
Zosma107g00150	1164.27	1956.22	1697.61	1512.1	1485.79	1694.73	2696.06
Zosma107g00160	14.821	22.5891	27.521	11.4429	44.0838	18.8129	309.579
Zosma107g00170	2608.49	5814.43	81.1147	111.16	104.495	258.677	153.089
Zosma107g00210	1539.74	1594.79	1800.46	1585.66	1802.54	1679.05	426.947
Zosma107g00220	34.5823	31.6247	33.3149	42.5022	17.9601	36.058	396.33
Zosma107g00250	21.4081	13.5535	141.951	150.392	217.154	56.4386	175.201
Zosma107g00260	238.783	347.872	334.598	408.675	298.79	415.451	265.354
Zosma107g00330	156.444	162.641	102.842	179.817	124.088	158.342	243.241
Zosma107g00350	111.981	76.8029	253.483	186.356	194.295	122.284	217.726
Zosma107g00360	164.678	135.535	175.266	155.297	205.724	136.393	90.1522
Zosma107g00370	882.672	736.404	1725.13	1675.57	1368.23	1113.09	3444.5
Zosma107g00390	581.312	1007.47	527.245	856.583	452.267	1103.69	1423.72
Zosma107g00400	83.9856	81.3207	63.7329	44.1369	53.8802	64.2773	90.1522
Zosma107g00410	135.036	176.195	212.926	168.374	210.623	123.851	307.878
Zosma107g00420	163.031	194.266	152.09	135.68	166.539	155.206	782.453
Zosma107g00430	88.9259	221.373	53.5936	50.6757	71.8403	72.116	105.461
Zosma107g00440	47.7565	67.7673	114.43	40.8675	101.23	32.9225	3.40197
Zosma107g00450	7907.82	14104.6	6313.91	8842.1	4321.85	12201.7	1692.48
Zosma107g00460	118.568	153.606	84.0116	119.333	132.251	108.174	753.536
Zosma107g00490	691.646	1784.54	883.57	1175.35	966.579	1167.97	962.758
Zosma107g00510	503.913	560.209	646.02	441.369	728.199	507.948	940.645
Zosma107g00520	149.857	185.231	163.678	207.607	161.641	282.193	268.756
Zosma107g00540	326.062	298.176	208.581	255.013	288.994	250.838	1282.54
Zosma107g00550	62.5775	90.3564	111.533	73.5615	106.128	67.4128	17.0099
Zosma107g00560	41.1694	49.696	75.3208	60.4839	99.5968	54.8709	57.8335
Zosma107g00580	39.5226	40.6604	28.9695	53.9451	45.7166	47.0322	246.643
Zosma107g00590	10506.4	30820.6	1042.9	496.949	1074.34	650.612	319.785
Zosma107g00600	143.27	167.159	334.598	237.032	297.158	199.103	367.413
Zosma107g00610	408.4	239.444	667.747	688.209	595.948	727.431	285.766
Zosma107g00620	960.07	1179.15	1219.62	956.3	994.335	943.779	877.708
Zosma107g00630	26.3484	27.1069	56.4906	81.735	58.7784	28.2193	15.3089
Zosma107g00640	7285.34	14777.8	5627.33	6054.93	4173.27	8711.93	1195.79
Zosma107g00650	102.1	121.981	252.035	148.758	164.906	130.122	144.584
Zosma107g00660	1.64678	58.7316	7.24238	1.6347	1.63273	4.70322	5.10296
Zosma107g00670	750.93	1635.45	462.064	678.401	370.631	882.637	1131.16
Zosma107g00680	862.911	1034.58	886.467	869.661	818	920.263	964.459
Zosma107g00690	103.747	207.82	121.672	304.054	130.619	371.554	285.766
Zosma107g00700	530.262	384.015	556.215	513.296	512.679	548.709	326.589
Zosma107g00710	581.312	438.228	315.768	392.328	323.281	520.489	120.77
Zosma107g00720	159.737	81.3207	295.489	223.954	310.219	260.245	1695.88
Zosma107g00730	182.792	262.033	562.009	251.744	646.563	200.671	1046.11
Zosma107g00740	19.7613	36.1425	24.6241	62.1186	35.9202	28.2193	187.108
Zosma107g00750	347.47	271.069	324.459	544.355	267.768	484.431	246.643
Zosma107g00760	345.823	262.033	295.489	518.2	271.034	440.535	406.535
Zosma107g00770	11.5274	22.5891	30.418	8.1735	55.513	6.27096	25.5148
