tracking_id	male_flower_0	male_flower_1	male_flower_3	male_flower_2	male_flower_4	male_flower_6	male_flower_5
Zosma291g00220	182.792	153.606	175.266	165.105	215.521	134.826	147.986
Zosma291g00230	503.913	469.853	856.049	766.675	870.247	738.405	1052.91
Zosma291g00240	55.9904	58.7316	53.5936	40.8675	40.8184	51.7354	96.9562
Zosma292g00020	44.463	58.7316	49.2482	99.7167	86.5349	103.471	34.0197
Zosma292g00030	75.7517	90.3564	108.636	71.9268	111.026	100.335	91.8532
Zosma292g00040	138.329	298.176	105.739	106.256	88.1676	141.097	61.2355
Zosma292g00060	44.463	18.0713	44.9028	60.4839	37.5529	103.471	28.9168
Zosma292g00070	195.966	144.57	253.483	299.15	259.605	304.141	192.211
Zosma292g00080	243.723	298.176	366.464	308.958	271.034	340.199	421.844
Zosma292g00120	93.8662	94.8742	57.939	57.2145	58.7784	62.7096	79.9463
Zosma292g00140	1016.06	194.266	362.119	783.022	166.539	114.445	433.751
Zosma292g00150	31.2887	31.6247	62.2845	16.347	17.9601	18.8129	44.2256
Zosma292g00170	1319.07	1251.44	1971.38	1145.93	1252.31	976.702	2037.78
Zosma292g00180	8.23388	9.03564	76.7692	44.1369	42.4511	23.5161	23.8138
Zosma292g00190	2455.34	2236.32	1865.64	1618.35	1133.12	2125.85	843.689
Zosma292g00210	32.9355	22.5891	0	0	0	0	0
Zosma292g00220	298.066	316.247	502.621	462.62	471.86	512.651	1088.63
Zosma292g00230	103.747	103.91	204.235	88.2738	177.968	87.7934	117.368
Zosma292g00250	161.384	230.409	120.224	217.415	176.335	264.948	204.118
Zosma292g00270	3.29355	9.03564	11.5878	11.4429	17.9601	7.8387	132.677
Zosma292g00280	477.565	533.103	499.724	585.223	512.679	757.218	241.54
Zosma293g00050	9.88066	4.51782	30.418	21.2511	4.8982	6.27096	71.4414
Zosma293g00080	1.64678	4.51782	2.89695	26.1552	6.53094	1.56774	39.1227
Zosma294g00040	1128.04	1563.16	2126.36	1807.98	2117.66	2005.14	1735.01
Zosma294g00060	390.286	140.052	631.536	385.789	587.784	396.638	510.296
Zosma294g00070	922.195	1332.76	1009.59	1010.24	790.243	1255.76	639.57
Zosma294g00080	207.494	76.8029	44.9028	68.6574	58.7784	76.8192	42.5246
Zosma294g00090	133.389	94.8742	152.09	112.794	125.721	134.826	69.7404
Zosma294g00100	502.267	361.425	780.729	580.319	514.311	625.528	631.066
Zosma294g00110	202.553	99.392	302.731	194.529	204.092	189.696	187.108
Zosma294g00120	32.9355	13.5535	89.8055	73.5615	68.5748	42.329	275.56
Zosma294g00130	11.5274	22.5891	65.1814	94.8126	161.641	86.2257	141.182
Zosma294g00140	6102.95	11249.4	5408.61	5437.01	4638.6	6492.01	2531.07
Zosma294g00170	83.9856	94.8742	165.126	101.351	119.19	78.387	273.859
Zosma294g00180	59.2839	54.2138	34.7634	60.4839	70.2076	75.2515	147.986
Zosma294g00190	726.228	1472.81	1053.04	1938.75	822.898	2105.47	505.193
Zosma294g00200	54.3436	81.3207	53.5936	55.5798	42.4511	39.1935	161.594
Zosma294g00210	248.663	99.392	173.817	161.835	153.477	98.7676	134.378
Zosma294g00220	331.002	262.033	318.665	264.821	264.503	272.787	546.016
Zosma294g00230	54.3436	67.7673	240.447	89.9085	191.03	84.6579	494.987
Zosma294g00240	270.071	171.677	260.726	307.324	305.321	280.625	185.407
Zosma294g00250	135.036	239.444	247.689	194.529	194.295	184.993	666.786
Zosma294g00260	498.973	691.226	728.583	331.844	1591.92	343.335	18421.7
Zosma294g00270	1.64678	4.51782	11.5878	6.5388	13.0619	17.2451	149.687
Zosma296g00010	29.642	13.5535	5.7939	67.0227	26.1237	94.0644	1.70099
Zosma296g00020	4.94033	4.51782	15.9332	34.3287	13.0619	28.2193	1.70099
Zosma296g00040	3978.61	7594.45	3295.28	4562.45	2870.35	5739.49	4170.82
Zosma296g00070	24.7016	27.1069	56.4906	17.9817	58.7784	23.5161	0
Zosma296g00090	169.618	379.497	196.993	256.648	213.888	346.47	224.53
Zosma296g00100	251.957	343.354	231.756	241.936	230.216	326.09	212.623
Zosma296g00120	179.499	63.2494	217.271	168.374	259.605	156.774	113.966
Zosma297g00010	65.871	609.905	37.6604	1.6347	48.982	6.27096	0
Zosma297g00020	23.0549	99.392	24.6241	19.6164	9.7964	39.1935	1.70099
Zosma297g00040	0	27.1069	2.89695	11.4429	8.16367	9.40644	37.4217
Zosma297g00050	97.1598	63.2494	112.981	125.872	160.008	103.471	40.8236
Zosma297g00060	648.83	469.853	618.499	653.88	636.766	761.921	149.687
Zosma297g00070	82.3388	72.2851	91.254	112.794	135.517	94.0644	56.1325
Zosma297g00080	70.8114	63.2494	107.187	120.968	146.946	114.445	83.3483
Zosma298g00060	4411.71	5814.43	3273.56	4361.38	3177.3	5182.95	1743.51
Zosma298g00080	624.128	1427.63	375.155	449.543	254.707	598.876	187.108
Zosma299g00010	1398.11	1870.38	1068.98	1147.56	932.291	1475.24	324.888
Zosma299g00050	176.205	230.409	140.502	189.625	117.557	155.206	62.9365
Zosma29g00010	675.178	646.048	628.639	581.953	514.311	592.605	2316.74
Zosma29g00050	1844.39	1694.18	615.602	678.401	622.072	699.212	685.497
Zosma29g00060	128.449	207.82	183.956	171.644	114.291	172.451	134.378
Zosma29g00070	484.152	284.623	632.984	601.57	847.389	459.348	2498.75
Zosma29g00080	345.823	451.782	422.955	338.383	400.02	286.896	835.184
Zosma29g00100	85.6324	280.105	112.981	35.9634	89.8004	75.2515	438.854
Zosma29g00120	186.086	546.656	282.453	277.899	321.649	286.896	226.231
Zosma29g00130	275.012	365.943	491.033	304.054	484.922	307.277	144.584
Zosma29g00140	75.7517	94.8742	59.3875	93.1779	158.375	65.8451	27.2158
Zosma29g00150	39.5226	4.51782	17.3817	13.0776	26.1237	20.3806	35.7207
Zosma29g00160	23.0549	27.1069	33.3149	52.3104	40.8184	31.3548	102.059
Zosma29g00170	176.205	207.82	627.19	408.675	465.329	440.535	1187.29
Zosma29g00270	5702.79	14827.5	6954.13	8914.02	5675.38	10445.8	2260.61
Zosma29g00280	189.379	162.641	240.447	201.068	254.707	167.748	369.114
Zosma29g00290	940.309	890.01	1286.25	863.122	886.575	812.089	593.644
Zosma29g00300	192.673	131.017	318.665	232.127	359.202	261.812	539.212
Zosma29g00330	23.0549	13.5535	49.2482	24.5205	19.5928	14.1097	42.5246
Zosma29g00340	39.5226	18.0713	55.0421	53.9451	55.513	64.2773	10.2059
Zosma29g00350	426.515	225.891	417.161	377.616	367.365	481.296	103.76
Zosma29g00360	16.4678	18.0713	27.521	29.4246	31.0219	32.9225	79.9463
Zosma29g00390	969.951	1011.99	686.578	691.478	689.014	924.966	1161.77
Zosma29g00400	625.775	808.689	779.28	715.999	759.221	641.205	904.924
Zosma29g00410	182.792	221.373	178.163	199.433	205.724	224.187	183.706
Zosma29g00430	281.599	230.409	288.247	199.433	290.627	233.593	79.9463
Zosma29g00440	23.0549	144.57	17.3817	35.9634	11.4291	26.6516	34.0197
Zosma29g00450	161.384	307.212	421.507	196.164	563.293	175.587	23893.7
Zosma29g00460	13730.8	17113.5	12807.4	12266.8	10376	15189.8	1770.73
Zosma29g00470	436.396	393.05	716.996	599.935	592.682	616.122	712.713
Zosma29g00500	3071.24	8918.17	934.267	1569.31	924.128	3298.52	3743.87
Zosma29g00510	275.012	298.176	194.096	207.607	257.972	260.245	166.697
Zosma29g00520	1.64678	149.088	2.89695	1.6347	29.3892	3.13548	0
Zosma29g00530	800.333	1034.58	676.438	711.095	591.05	920.263	404.835
Zosma29g00550	261.837	370.461	838.668	568.876	1422.11	561.251	1075.02
Zosma29g00570	4.94033	27.1069	14.4848	4.9041	48.982	6.27096	39.1227
Zosma29g00580	834.915	600.87	999.448	1002.07	902.902	893.611	1672.07
Zosma29g00600	67.5178	90.3564	57.939	88.2738	63.6766	89.3611	20.4118
Zosma29g00610	946.896	989.402	562.009	671.862	607.377	909.289	765.443
Zosma29g00620	31670.8	8448.32	189616	200932	172590	227934	26991.2
Zosma29g00630	117181	116167	195065	236394	172376	296577	21815.1
Zosma29g00640	526.968	257.516	1054.49	1111.6	1226.18	732.134	694.002
Zosma29g00650	760.811	31.6247	10663.7	12273.3	10790.7	6582.94	6863.48
Zosma29g00660	4625.79	6234.59	3874.67	4207.72	2938.92	5115.53	1202.6
Zosma29g00690	1735.7	1920.07	3396.68	2267.33	3784.68	2859.56	6679.77
Zosma29g00700	72.4581	45.1782	202.787	161.835	135.517	147.367	219.427
Zosma29g00710	34.5823	31.6247	72.4238	42.5022	80.004	50.1677	112.265
Zosma29g00720	131.742	112.945	98.4964	107.89	111.026	117.58	219.427
Zosma29g00730	232.195	149.088	211.478	300.785	272.667	181.858	2643.33
Zosma29g00740	732.815	1115.9	459.167	815.716	555.13	819.928	239.839
Zosma29g00750	5923.45	11303.6	8446.06	8204.56	6263.17	11016.5	1677.17
Zosma29g00760	1049	7409.22	84.0116	212.511	107.76	2417.45	687.198
Zosma29g00770	143.27	230.409	130.363	171.644	143.681	134.826	171.8
Zosma29g00780	0	0	5.7939	11.4429	13.0619	12.5419	100.358
Zosma29g00850	13.1742	13.5535	23.1756	19.6164	26.1237	9.40644	54.4315
Zosma29g00870	184.439	176.195	134.708	142.219	163.273	170.884	124.172
Zosma29g00880	306.3	162.641	281.004	340.018	277.565	277.49	452.462
Zosma29g00890	83.9856	189.748	114.43	142.219	109.393	205.374	238.138
Zosma29g00910	54.3436	81.3207	65.1814	88.2738	91.4331	87.7934	146.285
Zosma29g00920	1108.28	1621.9	953.097	988.994	769.018	1180.51	435.452
Zosma29g00930	148.21	126.499	76.7692	111.16	84.9022	137.961	76.5443
Zosma29g00950	530.262	460.817	596.772	389.059	465.329	420.154	1027.4
Zosma29g00960	131.742	135.535	102.842	60.4839	99.5968	100.335	25.5148
Zosma29g00970	1818.04	980.366	2876.67	2759.37	2569.92	3411.4	1156.67
Zosma29g00980	480.859	460.817	486.688	375.981	679.217	302.574	3982.01
Zosma29g00990	548.376	587.316	599.669	644.072	527.373	647.476	333.393
Zosma29g01000	3919.33	5516.26	3463.31	3396.91	2199.29	4483.73	591.943
Zosma29g01010	617.541	804.172	512.761	528.008	321.649	661.586	117.368
Zosma29g01040	1152.74	591.834	1076.22	1433.63	1244.14	1313.77	1224.71
Zosma29g01050	1399.76	1048.13	793.765	1170.45	915.964	1691.59	197.314
Zosma29g01060	6.5871	4.51782	20.2787	19.6164	88.1676	6.27096	6.80394
Zosma29g01070	283.245	45.1782	225.962	516.565	339.609	214.78	306.177
Zosma29g01090	340.883	420.157	508.415	344.922	483.289	247.703	56.1325
Zosma29g01100	275.012	524.067	401.228	346.557	364.1	368.419	511.997
Zosma29g01110	36.2291	54.2138	72.4238	63.7533	66.9421	48.5999	243.241
Zosma29g01120	52.6968	72.2851	34.7634	39.2328	37.5529	45.4644	81.6473
Zosma29g01130	930.428	1106.87	1150.09	972.647	945.353	928.102	1047.81
Zosma29g01140	70.8114	103.91	102.842	80.1003	93.0658	73.6837	336.795
Zosma29g01150	41.1694	54.2138	69.5269	73.5615	73.473	54.8709	74.8434
Zosma29g01160	286.539	117.463	202.787	243.57	210.623	152.071	146.285
Zosma29g01180	1.64678	4.51782	15.9332	89.9085	3.26547	4.70322	5.10296
Zosma29g01200	382.052	185.231	244.792	243.57	132.251	476.593	47.6276
Zosma29g01210	212.434	361.425	548.972	371.077	259.605	432.696	760.34
Zosma29g01230	276.658	365.943	430.197	634.264	235.114	713.321	556.222
Zosma29g01240	256.897	216.855	44.9028	112.794	58.7784	503.244	5.10296
Zosma29g01270	42.8162	40.6604	85.4601	80.1003	107.76	78.387	207.52
Zosma29g01390	161.384	212.337	201.338	214.146	271.034	191.264	197.314
Zosma29g01400	23.0549	4.51782	76.7692	27.7899	68.5748	56.4386	561.325
Zosma29g01410	3.29355	9.03564	23.1756	53.9451	22.8583	0	250.045
Zosma29g01420	347.47	492.442	360.671	348.191	313.485	365.283	124.172
Zosma29g01430	556.61	858.385	559.112	542.721	529.006	600.444	719.517
Zosma29g01440	90.5727	90.3564	82.5631	99.7167	65.3094	61.1418	3.40197
Zosma29g01450	39.5226	27.1069	70.9753	73.5615	68.5748	54.8709	56.1325
Zosma29g01460	141.623	234.927	160.781	179.817	182.866	174.019	108.863
Zosma29g01470	207.494	18.0713	220.168	627.725	179.601	108.174	214.324
Zosma29g01480	163.031	18.0713	259.277	235.397	297.158	137.961	168.398
Zosma29g01490	662.004	1088.79	614.154	632.629	594.315	824.631	187.108
Zosma29g01510	209.141	194.266	196.993	197.799	207.357	216.348	17.0099
Zosma29g01520	139.976	94.8742	72.4238	68.6574	39.1856	50.1677	130.976
Zosma29g01530	14741.9	26207.9	7941.99	13780.5	8206.12	14608.2	2534.47
Zosma29g01540	238.783	289.14	246.241	263.187	295.525	260.245	76.5443
Zosma29g01550	340.883	374.979	349.083	281.168	285.728	282.193	39.1227
Zosma29g01560	121.861	221.373	137.605	85.0044	179.601	142.664	653.178
Zosma29g01570	311.241	243.962	221.617	241.936	194.295	205.374	91.8532
Zosma29g01630	75.7517	99.392	84.0116	57.2145	86.5349	81.5224	192.211
Zosma29g01640	8093.9	15685.9	6228.45	6566.59	5234.55	7937.46	6681.47
Zosma29g01650	355.704	420.157	314.319	186.356	285.728	92.4966	117.368
Zosma29g01660	242.076	438.228	88.357	256.648	107.76	233.593	103.76
Zosma29g01670	80.692	49.696	131.811	127.507	146.946	83.0902	144.584
Zosma29g01680	307.947	243.962	309.974	297.515	305.321	272.787	192.211
Zosma29g01700	3.29355	9.03564	21.7271	40.8675	32.6547	36.058	2003.76
Zosma29g01720	6.5871	13.5535	11.5878	26.1552	34.2874	18.8129	52.7305
Zosma29g01730	169.618	85.8385	173.817	160.201	128.986	238.296	433.751
Zosma29g01740	278.305	185.231	396.882	384.155	359.202	269.651	428.648
Zosma29g01750	191.026	234.927	247.689	197.799	261.237	175.587	445.658
Zosma2g00050	439.689	578.281	559.112	523.104	778.814	484.431	1018.89
Zosma2g00070	10168.8	11448.2	10659.3	18298.8	7308.12	26011.9	6218.8
Zosma2g00080	350.763	356.908	692.372	549.259	813.102	427.993	896.419
Zosma2g00100	36.2291	126.499	30.418	1631.43	58.7784	42.329	59.5345
Zosma2g00110	98.8066	171.677	304.18	477.333	493.086	203.806	872.605
Zosma2g00120	242.076	257.516	263.623	228.858	282.463	225.754	105.461
Zosma2g00150	306.3	492.442	173.817	305.689	192.663	420.154	381.021
Zosma2g00160	16.4678	45.1782	136.157	76.8309	109.393	43.8967	39.1227
Zosma2g00170	317.828	293.658	244.792	389.059	293.892	373.122	476.276
Zosma2g00180	447.923	262.033	895.158	637.533	752.69	569.089	534.109
Zosma2g00220	398.52	460.817	460.615	441.369	525.74	366.851	3114.5
Zosma2g00230	17641.9	36499.5	14415.2	14442.6	10464.2	21782.2	7159.45
Zosma2g00250	60.9307	18.0713	68.0784	73.5615	63.6766	89.3611	34.0197
Zosma2g00260	6234.69	7982.98	4200.58	5590.68	5226.38	6435.57	1.70099
Zosma2g00270	200.907	180.713	94.1509	67.0227	29.3892	61.1418	8.50493
Zosma2g00280	1170.86	790.618	1328.25	1271.8	1046.58	1398.42	1206
Zosma2g00300	195.966	203.302	152.09	209.242	130.619	206.942	760.34
Zosma2g00320	760.811	1201.74	323.01	678.401	310.219	912.424	573.232
Zosma2g00350	60.9307	18.0713	115.878	165.105	142.048	156.774	88.4512
Zosma2g00360	3939.09	5267.78	4740.86	4193.01	4263.07	4809.82	4004.12
Zosma2g00370	265.131	176.195	540.282	395.598	458.798	421.722	107.162
Zosma2g00380	19.7613	13.5535	36.2119	58.8492	70.2076	25.0838	39.1227
Zosma2g00400	143.27	144.57	102.842	155.297	140.415	133.258	159.893
Zosma2g00410	1123.1	1075.24	496.827	761.77	646.563	871.663	323.187
Zosma2g00420	4.94033	0	0	14.7123	1.63273	18.8129	205.819
Zosma2g00430	311.241	67.7673	223.065	320.401	280.83	423.29	362.31
Zosma2g00440	1271.31	388.532	1255.83	1279.97	1193.53	2025.52	748.434
Zosma2g00450	365.584	510.513	372.258	340.018	290.627	374.69	261.952
Zosma2g00460	214.081	225.891	301.283	255.013	261.237	211.645	578.335
Zosma2g00470	110.334	67.7673	127.466	116.064	93.0658	92.4966	54.4315
Zosma2g00480	573.078	510.513	378.052	346.557	437.573	537.735	306.177
Zosma2g00490	174.558	271.069	162.229	158.566	117.557	147.367	289.168
Zosma2g00500	102.1	63.2494	144.848	116.064	156.742	155.206	175.201
Zosma2g00510	24.7016	31.6247	40.5573	17.9817	27.7565	20.3806	57.8335
Zosma2g00520	95.513	112.945	97.0479	83.3697	63.6766	73.6837	154.79
Zosma2g00530	316.181	239.444	273.762	248.474	267.768	255.542	219.427
Zosma2g00540	52476.2	134613	3550.21	17867.3	1751.92	39701.4	2517.46
Zosma2g00550	6.5871	0	15.9332	6.5388	40.8184	0	23.8138
Zosma2g00560	146.563	162.641	137.605	130.776	137.15	148.935	102.059
Zosma2g00570	90.5727	121.981	150.642	243.57	140.415	188.129	144.584
Zosma2g00590	568.138	727.369	595.324	613.013	483.289	520.489	119.069
Zosma2g00600	37.8758	103.91	62.2845	73.5615	40.8184	61.1418	278.962
Zosma2g00610	298.066	542.138	367.913	274.63	290.627	373.122	614.056
Zosma2g00620	47.7565	76.8029	196.993	142.219	290.627	67.4128	216.025
Zosma2g00630	72.4581	103.91	173.817	194.529	184.499	101.903	1580.22
Zosma2g00640	49602.5	38943.6	173985	178359	182287	181989	32323.8
Zosma2g00650	205.847	243.962	217.271	191.26	222.052	253.974	494.987
Zosma2g00660	765.751	862.903	754.656	719.268	720.036	628.663	1553
Zosma2g00670	299.713	469.853	362.119	308.958	267.768	221.051	324.888
Zosma2g00680	1986.01	1974.29	2171.27	2350.7	2042.55	3080.61	1917.01
Zosma2g00700	75.7517	221.373	0	1.6347	3.26547	21.9484	1.70099
Zosma2g00710	0	76.8029	0	0	0	0	0
Zosma2g00720	8624.17	19575.7	4400.47	5816.26	3097.3	7727.39	515.399
Zosma2g00730	69.1646	140.052	46.3512	76.8309	42.4511	65.8451	10.2059
Zosma2g00740	182.792	207.82	511.312	482.237	551.864	453.077	2119.43
Zosma2g00760	382.052	429.193	871.983	660.419	942.088	611.418	3291.41
Zosma2g00770	312.887	185.231	569.251	395.598	950.251	348.038	2810.03
Zosma2g00780	255.25	167.159	418.61	348.191	411.449	235.161	750.135
Zosma2g00790	438.042	447.264	751.759	451.177	613.908	434.264	78.2453
Zosma2g00800	940.309	1129.45	998	1020.05	924.128	1033.14	665.085
Zosma2g00810	411.694	727.369	285.35	312.228	277.565	435.832	457.565
Zosma2g00830	0	0	5.7939	17.9817	4.8982	3.13548	57.8335
Zosma2g00840	39.5226	31.6247	70.9753	88.2738	35.9202	28.2193	437.153
Zosma2g00860	8.23388	27.1069	11.5878	299.15	9.7964	3.13548	10.2059
Zosma2g00870	163.031	271.069	196.993	181.452	220.419	181.858	739.929
Zosma2g00880	67.5178	90.3564	88.357	73.5615	57.1457	125.419	171.8
Zosma2g00890	339.236	207.82	725.687	554.163	984.539	2252.84	1711.19
Zosma2g00900	169.618	167.159	359.222	204.338	284.096	164.613	112.265
Zosma2g00910	675.178	569.245	889.364	655.515	1102.1	573.793	2425.61
Zosma2g00920	378.758	343.354	424.403	421.753	478.391	291.6	282.364
Zosma2g00930	204.2	216.855	207.132	272.995	148.579	249.271	212.623
Zosma2g00940	2093.05	2963.69	2243.69	1971.45	2065.41	2412.75	1507.07
Zosma2g00950	16.4678	4.51782	94.1509	83.3697	83.2694	17.2451	134.378
Zosma2g00960	133.389	126.499	98.4964	130.776	138.782	116.013	124.172
Zosma2g00980	973.245	1034.58	1575.94	1206.41	1774.78	1084.88	5347.9
Zosma2g00990	1167.56	1115.9	1380.4	1549.7	1410.68	1334.15	1071.62
Zosma2g01000	144.916	162.641	298.386	222.319	297.158	188.129	996.777
Zosma2g01010	120.215	135.535	154.987	166.739	179.601	166.18	54.4315
Zosma2g01020	200.907	262.033	420.058	460.986	422.878	504.812	413.339
Zosma2g01030	19.7613	45.1782	53.5936	27.7899	94.6986	18.8129	233.035
Zosma2g01040	3375.89	4337.11	3369.16	2620.42	2762.59	3668.51	1901.7
Zosma2g01050	80.692	108.428	162.229	156.931	174.703	103.471	255.148
Zosma2g01060	49.4033	22.5891	70.9753	78.4656	93.0658	47.0322	40.8236
Zosma2g01080	85.6324	167.159	84.0116	63.7533	96.3313	78.387	96.9562
Zosma2g01090	1495.27	1504.43	1416.61	1534.98	1428.64	1528.55	1786.03
Zosma2g01100	475.918	808.689	1526.69	931.779	1178.83	845.011	578.335
Zosma2g01110	8.23388	40.6604	94.1509	161.835	137.15	18.8129	205.819
Zosma2g01120	434.749	492.442	528.694	407.04	502.882	399.774	568.129
Zosma2g01130	708.114	1052.65	534.488	601.57	609.01	619.257	164.996
Zosma2g01140	177.852	234.927	162.229	145.488	179.601	161.477	401.433
Zosma2g01150	41.1694	54.2138	110.084	88.2738	81.6367	53.3031	103.76
Zosma2g01160	36.2291	31.6247	42.0058	52.3104	40.8184	26.6516	66.3384
Zosma2g01190	77.3985	40.6604	107.187	71.9268	97.964	50.1677	88.4512
Zosma2g01200	714.701	117.463	192.647	187.991	168.172	297.87	147.986
Zosma2g01210	233.842	239.444	205.684	184.721	197.561	172.451	66.3384
Zosma2g01220	83.9856	121.981	79.6662	91.5432	89.8004	97.1998	52.7305
Zosma2g01250	233.842	822.243	36.2119	343.287	52.2475	153.638	1253.63
Zosma2g01270	83.9856	63.2494	247.689	186.356	205.724	100.335	472.874
Zosma2g01280	14.821	9.03564	24.6241	29.4246	29.3892	12.5419	68.0394
Zosma2g01290	222.315	135.535	964.685	748.693	1051.48	205.374	523.903
Zosma2g01300	1704.41	1965.25	1658.51	1379.69	1518.44	1500.33	4606.27
Zosma2g01320	512.147	537.62	330.253	344.922	293.892	366.851	345.3
Zosma2g01330	1816.39	2873.33	2494.28	2252.62	1866.22	2713.76	517.1
Zosma2g01340	9.88066	4.51782	36.2119	17.9817	26.1237	12.5419	28.9168
Zosma2g01350	495.68	587.316	327.356	446.273	222.052	417.019	42.5246
Zosma2g01370	151.503	99.392	298.386	199.433	235.114	156.774	205.819
Zosma2g01380	105.394	135.535	126.017	112.794	128.986	141.097	316.383
Zosma2g01390	57.6372	49.696	76.7692	35.9634	42.4511	42.329	28.9168
Zosma2g01400	72.4581	45.1782	59.3875	70.2921	40.8184	48.5999	122.471
Zosma2g01420	64.2243	45.1782	44.9028	58.8492	62.0439	32.9225	27.2158
Zosma2g01450	42.8162	85.8385	124.569	186.356	176.335	109.742	113.966
Zosma2g01460	110.334	103.91	179.611	186.356	194.295	120.716	216.025
Zosma2g01470	615.894	1030.06	3432.89	5342.2	5188.83	4737.71	5922.83
Zosma2g01520	546.73	162.641	279.556	549.259	86.5349	125.419	47.6276
Zosma2g01530	271.718	221.373	486.688	307.324	401.653	260.245	328.29
Zosma2g01540	18.1145	9.03564	31.8665	16.347	42.4511	14.1097	35.7207
Zosma2g01560	11.5274	0	28.9695	24.5205	44.0838	3.13548	5.10296
Zosma2g01570	1500.21	2511.91	1719.34	1602.01	1805.8	1929.89	2017.37
Zosma2g01580	42.8162	58.7316	50.6967	57.2145	37.5529	18.8129	56.1325
Zosma2g01590	138.329	76.8029	104.29	143.854	138.782	87.7934	146.285
Zosma2g01600	793.746	668.637	553.318	580.319	445.736	661.586	236.437
Zosma2g01610	54.3436	126.499	33.3149	68.6574	50.6148	70.5483	100.358
Zosma2g01650	5175.82	7418.26	7155.47	7980.61	6096.63	9798.37	3720.05
Zosma2g01660	98.8066	90.3564	85.4601	99.7167	91.4331	94.0644	30.6177
Zosma2g01670	29.642	67.7673	75.3208	70.2921	111.026	56.4386	122.471
Zosma2g01680	212.434	103.91	89.8055	93.1779	104.495	68.9805	71.4414
Zosma2g01690	2812.69	10883.4	186.853	143.854	168.172	216.348	348.702
Zosma2g01700	3.29355	4.51782	5.7939	0	8.16367	0	76.5443
Zosma2g01710	345.823	496.96	263.623	299.15	262.87	348.038	113.966
Zosma2g01730	212.434	81.3207	166.575	88.2738	150.212	108.174	282.364
Zosma2g01740	373.818	655.084	286.798	255.013	271.034	247.703	250.045
Zosma2g01750	503.913	492.442	388.192	431.561	386.958	504.812	518.801
Zosma2g01770	128.449	465.335	172.369	192.895	150.212	304.141	251.746
Zosma2g01780	299.713	311.729	49.2482	96.4473	63.6766	203.806	64.6374
Zosma2g01790	2863.74	7156.22	126.017	407.04	208.99	1506.6	10435.5
Zosma2g01810	894.199	1784.54	1349.98	1384.59	1443.34	1263.6	1457.74
Zosma2g01830	23.0549	36.1425	5.7939	9.8082	4.8982	9.40644	83.3483
Zosma2g01840	72.4581	144.57	43.4543	65.388	31.0219	76.8192	71.4414
Zosma2g01900	79.0452	18.0713	5.7939	22.8858	9.7964	47.0322	10.2059
Zosma2g01910	18957.7	78768.2	1289.14	8485.73	1173.94	26422.7	1651.66
Zosma2g01920	26.3484	0	2.89695	40.8675	1.63273	15.6774	25.5148
Zosma2g01930	289.833	935.188	291.144	300.785	204.092	362.148	563.026
Zosma2g01940	9.88066	63.2494	18.8302	44.1369	21.2255	48.5999	27.2158
Zosma2g01950	128.449	90.3564	92.7025	96.4473	84.9022	64.2773	15.3089
Zosma2g01960	0	67.7673	0	39.2328	0	9.40644	0
Zosma2g01970	385.346	406.604	241.896	148.758	370.631	252.406	102.059
Zosma2g01980	21.4081	27.1069	21.7271	29.4246	26.1237	54.8709	93.5542
Zosma2g01990	8480.9	18197.8	182.508	1271.8	119.19	2894.05	6.80394
Zosma2g02000	65.871	5855.09	4.34543	266.456	3.26547	639.638	28.9168
Zosma2g02010	37.8758	4183.5	0	117.698	0	449.941	3.40197
Zosma2g02020	37.8758	2371.85	0	104.621	0	442.102	3.40197
Zosma2g02030	174.558	1242.4	24.6241	147.123	17.9601	821.495	96.9562
Zosma2g02040	281.599	307.212	366.464	251.744	346.14	338.632	355.506
Zosma2g02050	177.852	216.855	346.186	277.899	326.547	293.167	619.159
Zosma2g02060	907.374	1829.72	950.2	1167.18	866.982	1404.69	416.741
Zosma2g02070	27.9952	90.3564	36.2119	62.1186	21.2255	58.0064	22.1128
Zosma2g02080	74.1049	117.463	79.6662	85.0044	80.004	67.4128	54.4315
Zosma2g02090	189.379	171.677	146.296	155.297	124.088	166.18	93.5542
Zosma2g02100	177.852	158.124	124.569	178.182	138.782	141.097	159.893
Zosma2g02110	49.4033	149.088	66.6299	99.7167	81.6367	100.335	68.0394
Zosma2g02120	57.6372	90.3564	33.3149	104.621	39.1856	70.5483	45.9266
Zosma2g02170	133.389	225.891	27.521	70.2921	40.8184	103.471	15.3089
Zosma2g02180	57.6372	22.5891	13.0363	9.8082	4.8982	31.3548	5.10296
Zosma2g02190	230.549	280.105	214.374	222.319	189.397	216.348	130.976
Zosma2g02200	4360.66	8050.75	515.657	1090.35	680.85	5493.36	891.316
Zosma2g02210	1872.38	3560.04	1796.11	2046.65	1302.92	2448.81	403.134
Zosma2g02220	31.2887	27.1069	14.4848	9.8082	4.8982	17.2451	39.1227
Zosma2g02230	818.448	1170.11	1067.53	941.587	906.167	1080.17	289.168
Zosma2g02240	665.298	1030.06	495.379	753.597	507.78	732.134	233.035
Zosma2g02250	151.503	117.463	144.848	171.644	153.477	147.367	93.5542
Zosma2g02260	1417.87	1870.38	1609.26	1682.11	1707.84	1639.86	807.968
Zosma2g02270	2825.87	3871.77	3569.04	3037.27	2449.1	4010.28	1013.79
Zosma2g02280	74.1049	67.7673	69.5269	62.1186	57.1457	62.7096	96.9562
Zosma2g02310	973.245	1337.27	1076.22	1077.27	1013.93	1197.75	386.124
