tracking_id	vegetative_0	vegetative_1	vegetative_5	vegetative_4	vegetative_3	vegetative_2
Zosma100g00010	35.4284	52.7686	46.2194	57.6242	35.9066	28.2884
Zosma100g00020	7.08569	171.063	9.9689	77.4325	3.98962	6.78921
Zosma100g00030	1383.13	642.502	989.64	764.421	1185.92	1503.81
Zosma100g00040	895.631	786.891	2779.51	2357.19	2475.56	18177
Zosma100g00050	185.645	69.585	1724.62	275.516	1491.12	4948.2
Zosma100g00060	858.785	829.222	657.947	913.884	803.909	866.756
Zosma100g00070	1064.27	469.119	1023.17	687.889	1078.2	1069.3
Zosma100g00080	82.1939	127.573	60.7197	132.356	54.8573	148.231
Zosma100g00090	881.459	394.315	839.2	537.526	852.782	480.902
Zosma100g00100	56.6855	0.579875	82.47	4.50189	69.8184	20.3676
Zosma100g00110	2708.15	332.269	3724.74	1310.95	2691	4509.17
Zosma100g00120	581.026	188.459	701.448	316.033	601.436	599.713
Zosma100g00150	2981.66	6626.81	3526.27	4620.74	2944.34	1887.4
Zosma100g00160	36.8456	30.1535	49.8445	21.6091	37.9014	20.3676
Zosma100g00180	116.205	3315.15	280.035	4792.71	170.556	810.179
Zosma100g00200	1404.38	570.597	1443.68	753.616	1391.38	1007.07
Zosma100g00220	15.5885	139.17	40.7819	64.8272	16.9559	2.26307
Zosma100g00230	11.3371	485.935	12.6877	186.378	10.9715	37.3406
Zosma100g00240	1149.3	182.661	1197.17	307.029	1248.75	428.852
Zosma100g00280	826.191	367.641	902.639	514.116	811.889	1205.08
Zosma100g00290	34.0113	54.5083	32.6255	24.3102	21.9429	14.71
Zosma100g00320	0	23.7749	0	90.0378	0	0
Zosma100g00330	2.83427	365.321	0	108.946	1.99481	0
Zosma100g00350	304.684	248.187	275.504	168.371	254.339	162.941
Zosma101g00010	70.8569	118.295	44.4069	119.75	42.8885	117.68
Zosma101g00020	228.159	155.407	277.317	243.102	193.497	328.145
Zosma101g00040	138.879	476.657	13.594	222.393	113.704	2.26307
Zosma101g00050	342.947	404.753	358.88	585.246	233.393	453.745
Zosma101g00090	182.811	175.122	241.972	140.459	189.507	186.703
Zosma101g00100	19.8399	141.49	11.7814	345.745	15.9585	183.309
Zosma101g00110	626.375	977.67	504.789	786.03	683.223	509.191
Zosma101g00120	0	62.6265	0.906264	15.3064	1.99481	3.3946
Zosma101g00130	1.41714	129.312	0.906264	70.2295	0	1.13153
Zosma101g00140	69.4397	191.939	37.1568	102.643	47.8755	31.683
Zosma101g00190	320.273	557.84	343.474	451.089	322.162	394.906
Zosma101g00210	7.08569	109.017	3.62505	21.6091	1.99481	7.92074
Zosma101g00220	5.66855	217.453	26.2816	971.508	34.9092	113.153
Zosma101g00230	233.828	884.31	190.315	1869.18	149.611	109.759
Zosma101g00240	252.25	610.609	140.471	518.618	486.734	96.1804
Zosma101g00250	89.2796	1603.36	92.4389	453.79	127.668	179.914
Zosma101g00260	192.731	1515.79	200.284	674.383	156.593	135.784
Zosma101g00270	202.651	111.916	144.096	114.348	140.634	105.233
Zosma101g00280	12.7542	80.6027	1.81253	0	9.97406	2.26307
Zosma101g00290	270.673	458.101	277.317	370.956	350.09	300.988
Zosma101g00300	89.2796	188.459	146.815	453.79	152.603	700.42
Zosma101g00310	409.553	738.761	899.92	1369.47	403.95	2612.71
Zosma101g00320	925.39	639.023	915.326	1209.21	1229.8	1566.04
Zosma101g00330	55.2683	44.6504	51.657	48.6204	54.8573	23.7622
Zosma101g00340	205.485	1450.85	223.847	1988.03	254.339	270.437
Zosma101g00350	446.398	408.812	435.913	415.975	572.511	311.172
Zosma101g00380	318.856	259.204	296.348	221.493	391.981	216.123
Zosma101g00390	507.335	501.012	425.038	460.993	407.939	391.511
Zosma101g00410	179.976	61.4668	234.722	162.968	273.289	429.983
Zosma101g00430	889.962	1005.5	706.886	939.094	790.943	905.228
Zosma101g00440	324.524	294.577	290.911	249.405	309.196	297.594
Zosma101g00450	225.325	184.98	229.285	138.658	206.463	190.098
Zosma101g00460	348.616	306.174	397.85	440.285	397.965	381.327
Zosma101g00470	72.274	194.258	46.2194	27.9117	54.8573	30.5514
Zosma101g00490	838.945	522.468	1018.64	584.345	619.389	1010.46
Zosma101g00500	56.6855	2489.4	84.2825	109.846	93.7562	33.946
Zosma101g00510	498.832	2252.82	1358.49	5571.54	775.982	6602.5
Zosma101g00520	15.5885	1099.44	21.7503	241.301	31.917	224.044
Zosma101g00530	4.25141	22.6151	9.06264	69.3291	1.99481	5.65767
Zosma101g00540	324.524	213.394	292.723	131.455	300.219	247.806
Zosma101g00550	110.537	262.104	132.314	214.29	99.7406	178.782
Zosma101g00560	151.634	160.625	121.439	89.1374	121.684	69.0236
Zosma101g00570	698.649	30.7334	888.138	38.7162	297.227	484.297
Zosma101g00580	4.25141	51.6089	20.8441	18.0076	2.99222	7.92074
Zosma101g00600	0	36.5321	0	21.6091	0	0
Zosma101g00620	447.815	69.0052	420.506	166.57	407.939	333.803
Zosma101g00630	223.908	281.239	173.096	194.482	191.502	193.492
Zosma101g00640	269.256	107.277	363.412	206.187	393.975	580.477
Zosma101g00650	41.097	19.7158	36.2505	19.8083	40.8937	45.2614
Zosma101g00660	1120.96	337.487	955.202	521.319	1672.65	1012.72
Zosma101g00670	1291.01	2086.39	1293.24	2226.63	1312.59	1636.2
Zosma101g00680	0	85.8215	0	2.70113	0	0
Zosma101g00690	0	2142.06	1.81253	1630.58	0.997406	4.52614
Zosma101g00700	4.25141	30.7334	3.62505	1.80076	2.99222	1.13153
Zosma101g00730	1646.71	394.895	1830.65	537.526	1932.97	970.857
Zosma101g00740	469.072	611.189	531.07	858.06	457.809	416.405
Zosma101g00750	2236.24	1984.91	2088.94	2086.18	1818.27	1775.38
Zosma101g00760	86.4454	72.4844	52.5633	49.5208	58.847	50.9191
Zosma101g00770	1775.67	267.322	1758.15	769.823	1774.39	1610.17
Zosma101g00780	102.034	48.1296	116.908	107.145	102.733	156.152
Zosma101g00790	154.468	136.851	181.253	131.455	158.588	158.415
Zosma101g00800	984.91	905.185	1014.11	1103.86	922.601	1679.2
Zosma101g00810	986.327	585.094	937.077	773.425	991.422	704.946
Zosma101g00820	375.541	5094.78	790.262	9598.93	597.446	2324.17
Zosma101g00830	1.41714	79.4429	0	66.628	1.99481	13.5784
Zosma101g00840	6157.46	153.087	4003.87	1076.85	5246.36	1589.81
Zosma1024g00010	99.1996	71.9045	89.7201	51.3215	67.8236	82.602
Zosma102g00030	513.004	376.339	541.946	289.021	358.069	341.723
Zosma102g00050	503.084	371.7	618.072	769.823	471.773	867.887
Zosma102g00060	1113.87	239.488	901.732	448.388	870.736	940.305
Zosma102g00070	5.66855	534.065	8.15637	620.36	11.9689	153.889
Zosma102g00100	94.9482	40.5913	119.627	81.9344	138.639	225.175
Zosma102g00110	1966.99	490.574	2335.44	504.212	3257.53	1456.29
Zosma102g00120	483.244	256.305	396.037	279.117	518.651	454.877
Zosma102g00140	371.29	169.903	323.536	159.367	393.975	173.125
Zosma102g00150	7.08569	200.057	12.6877	90.9382	5.98444	31.683
Zosma102g00160	473.324	151.927	467.632	331.339	486.734	440.167
Zosma102g00180	785.094	336.328	643.447	520.418	876.72	436.772
Zosma102g00200	7.08569	187.3	8.15637	44.1185	7.97925	3.3946
Zosma102g00210	212.571	532.905	185.784	447.488	297.227	216.123
Zosma102g00240	45.3484	158.886	55.2821	99.9419	81.7873	23.7622
Zosma102g00250	0	26.0944	3.62505	79.2333	0	54.3137
Zosma102g00260	410.97	368.221	380.631	397.967	462.796	407.352
Zosma103g00090	0	54.5083	0.906264	6.30265	1.99481	4.52614
Zosma103g00100	1641.04	2026.08	1696.53	1510.83	1608.82	1286.55
Zosma103g00110	535.678	966.072	484.851	1834.07	482.745	1039.88
Zosma103g00130	826.191	293.417	612.634	421.377	808.896	525.032
Zosma103g00140	559.769	516.089	1682.93	1412.69	581.488	4858.81
Zosma103g00160	1539.01	864.594	2030.03	1360.47	1347.5	2018.66
Zosma103g00170	429.393	242.968	394.225	229.596	369.04	351.907
Zosma103g00180	1604.2	640.762	1451.83	475.4	1022.34	1263.92
Zosma103g00210	473.324	175.122	469.445	218.792	454.817	374.538
Zosma103g00220	21.2571	633.804	9.9689	25.2106	17.9533	9.05228
Zosma103g00230	0	196.578	0.906264	454.691	0	0
Zosma103g00250	1.41714	255.725	0	58.5246	0	0
Zosma103g00260	1.41714	225.571	0.906264	35.1147	0	0
Zosma103g00270	979.242	139.17	1860.56	421.377	1415.32	1549.07
Zosma103g00280	143.131	70.7448	290.911	143.16	157.59	213.86
Zosma103g00290	215.405	1064.07	289.098	669.881	345.103	511.454
Zosma103g00300	277.759	190.199	313.567	238.6	274.287	264.779
Zosma103g00320	154.468	88.141	102.408	146.762	142.629	211.597
Zosma103g00330	111.954	145.549	119.627	261.11	136.645	193.492
Zosma103g00340	3049.68	11195.1	8578.69	24022.1	1861.16	57551
Zosma103g00350	396.798	252.246	370.662	386.262	329.144	410.747
Zosma103g00360	218.239	185.56	224.753	255.707	268.302	171.993
Zosma103g00380	2166.8	57.4076	3254.39	347.546	2230.2	1770.85
Zosma103g00410	714.237	596.112	746.761	462.794	560.542	463.929
Zosma103g00420	5640.21	1032.18	5898.87	3022.57	5919.61	6688.5
Zosma103g00430	918.305	567.698	2764.1	1726.92	998.404	8128.94
Zosma103g00440	4267	6560.13	4750.63	6710.52	4780.57	8161.76
Zosma103g00450	313.187	125.833	277.317	143.16	311.191	159.546
Zosma103g00460	918.305	713.247	979.671	665.379	1044.28	621.213
Zosma103g00470	39.6798	398.374	34.438	276.416	29.9222	99.575
Zosma103g00490	1480.91	389.096	1285.99	1288.44	1841.21	2144.26
Zosma103g00500	114.788	85.2417	108.752	104.444	122.681	124.469
Zosma103g00510	464.821	223.832	392.412	343.944	533.612	375.67
Zosma103g00520	53.8512	171.063	72.5011	74.7314	30.9196	74.6813
Zosma103g00530	306.102	205.856	389.693	369.155	367.045	294.199
Zosma103g00540	1.41714	76.5435	6.34385	30.6128	0	2.26307
Zosma103g00550	2634.46	594.952	2430.6	1379.38	2624.18	2069.58
Zosma103g00560	239.496	391.996	196.659	458.292	238.38	265.911
Zosma103g00570	70.8569	1.73963	22.6566	2.70113	97.7458	4.52614
Zosma103g00580	0	27.834	0	24.3102	0	2.26307
Zosma103g00610	0	88.7209	0	0	0	0
Zosma103g00620	86.4454	19.7158	37.1568	54.0227	108.717	2.26307
Zosma103g00630	3297.68	610.609	3201.83	890.474	2789.75	2006.21
Zosma103g00640	514.421	345.026	763.074	697.793	522.641	1012.72
Zosma103g00660	2.83427	14.4969	0	43.2181	8.97666	20.3676
Zosma103g00670	21.2571	2.89938	4.53132	11.7049	40.8937	0
Zosma103g00680	133.211	11.0176	178.534	51.3215	578.496	83.7336
Zosma103g00690	1316.52	30.1535	914.42	104.444	1554.96	434.509
Zosma103g00700	128.959	24.9346	184.878	65.7276	146.619	100.707
Zosma103g00710	48.1827	91.0404	41.6881	57.6242	54.8573	24.8938
Zosma103g00720	3426.64	1292.54	3109.39	2756.96	3260.52	4500.11
Zosma103g00730	38.2627	122.934	47.1257	88.237	52.8625	24.8938
Zosma103g00740	77.9425	62.6265	74.3136	51.3215	35.9066	42.9983
Zosma103g00750	804.934	136.851	1113.8	776.126	1169.96	942.568
Zosma103g00760	480.409	685.413	619.884	659.977	670.257	737.761
Zosma103g00770	79.3597	34.2126	90.6264	14.406	60.8418	19.2361
Zosma103g00780	830.442	408.232	654.322	759.019	817.873	882.597
Zosma103g00790	459.152	160.046	460.382	239.501	552.563	423.194
Zosma103g00800	379.793	162.365	458.569	234.999	395.97	358.696
Zosma103g00810	5.66855	62.6265	15.4065	54.0227	17.9533	11.3153
Zosma103g00820	613.62	430.847	587.259	392.565	714.143	433.378
Zosma103g00850	906.968	632.064	803.856	578.943	829.842	633.659
Zosma103g00860	531.426	342.706	589.071	505.112	514.662	477.508
Zosma103g00890	0	110.756	0	98.1412	0	0
Zosma103g00900	43.9312	1438.09	111.47	2447.23	22.9403	1444.97
Zosma104g00100	460.57	170.483	387.881	275.516	700.179	683.447
Zosma104g00110	229.576	403.593	238.347	399.768	220.427	277.226
Zosma104g00120	34.0113	129.312	28.0942	109.846	21.9429	36.2091
Zosma104g00130	1857.87	114.815	1612.24	590.648	1966.88	1560.39
Zosma104g00140	0	33.6328	1.81253	71.1299	0	0
Zosma104g00150	17.0056	9358.03	10.8752	16698.4	11.9689	628.002
Zosma104g00180	429.393	411.711	466.726	575.341	339.118	415.273
Zosma104g00190	1191.81	876.191	1209.86	797.735	1148.01	1156.43
Zosma104g00200	2311.35	1083.21	2320.94	1650.39	2376.82	1947.37
Zosma104g00210	0	288.778	7.25011	2.70113	2.99222	12.4469
Zosma104g00220	62.354	610.609	157.69	1335.26	114.702	715.13
Zosma104g00230	32.5942	16.8164	33.5318	9.90416	37.9014	9.05228
Zosma104g00240	4646.79	2448.23	5163.89	4913.36	5490.72	8194.57
Zosma104g00260	413.804	744.56	382.443	787.831	397.965	603.108
Zosma104g00280	444.981	491.734	464.913	425.879	559.545	433.378
Zosma104g00290	128.959	129.312	186.69	260.209	192.499	306.646
Zosma104g00300	1480.91	1377.2	1842.43	1898.9	1477.16	1405.37
Zosma104g00310	213.988	334.588	254.66	294.424	297.227	265.911
Zosma104g00330	59.5198	28.4139	50.7508	48.6204	63.834	71.2867
Zosma104g00340	294.765	132.791	251.941	136.857	242.37	200.282
Zosma104g00350	331.61	1609.73	379.724	886.872	278.276	461.666
Zosma104g00370	188.479	480.137	79.7512	4.50189	75.8029	11.3153
Zosma104g00380	1456.82	106.697	1492.62	317.833	2032.71	652.895
Zosma104g00400	670.306	422.729	534.696	422.277	927.588	1112.3
Zosma104g00410	0	41.1711	1.81253	3.60151	0.997406	0
Zosma104g00420	205.485	266.743	164.034	209.788	202.473	165.204
Zosma105g00010	63.7712	252.826	48.032	188.179	62.8366	141.442
Zosma105g00030	28.3427	79.4429	16.3127	56.7238	18.9507	35.0776
Zosma105g00050	0	66.6857	0.906264	1.80076	0.997406	0
Zosma105g00060	1.41714	67.8454	0.906264	1.80076	0	0
Zosma105g00150	2475.74	1716.43	3075.86	3147.72	2905.44	3895.87
Zosma105g00160	1527.67	1577.26	1584.15	1467.62	1631.76	1524.18
Zosma105g00180	1530.51	1296.02	1181.77	1114.67	1307.6	1069.3
Zosma105g00190	5455.98	1896.77	6542.32	4530.7	6697.58	8810.13
Zosma105g00220	1139.38	1230.5	1078.45	1101.16	1112.11	1037.62
Zosma105g00260	307.519	291.677	319.005	307.029	284.261	332.671
Zosma105g00270	48.1827	404.753	35.3443	189.079	16.9559	6.78921
Zosma105g00280	367.038	383.877	442.257	404.27	316.178	456.008
Zosma105g00290	2913.63	349.085	3383.99	10009.5	3421.1	4183.28
Zosma105g00320	0	0	50.7508	32.4136	1.99481	47.5245
Zosma105g00360	103.451	313.133	91.5326	34.2144	65.8288	87.1282
Zosma105g00370	0	95.0995	0.906264	296.224	1.99481	2.26307
Zosma105g00380	612.203	3712.94	1304.11	1822.36	788.948	3317.66
Zosma105g00390	425.141	245.287	529.258	300.726	434.869	424.325
Zosma105g00400	38.2627	110.756	42.5944	41.4174	75.8029	53.1821
Zosma105g00410	1.41714	110.176	0	4.50189	0	1.13153
Zosma105g00420	18.4228	95.6794	19.0315	217.891	17.9533	119.943
Zosma105g00430	226.742	70.7448	269.16	114.348	240.375	261.385
Zosma105g00440	114.788	244.707	156.784	111.647	133.652	88.2597
Zosma105g00450	391.13	335.748	381.537	361.052	493.716	383.59
Zosma105g00460	5.66855	81.7624	3.62505	16.2068	7.97925	0
Zosma105g00470	39.6798	238.329	77.9387	491.606	33.9118	716.261
Zosma105g00480	32.5942	228.471	31.7192	29.7125	61.8392	28.2884
Zosma105g00490	126.125	448.244	154.065	373.657	125.673	422.062
Zosma105g00500	763.837	681.933	1314.08	959.803	911.629	1356.71
Zosma105g00510	133.211	169.324	224.753	197.183	125.673	279.489
Zosma105g00520	59.5198	46.39	108.752	45.0189	61.8392	71.2867
Zosma105g00530	0	54.5083	1.81253	10.8045	0.997406	1.13153
Zosma105g00540	2.83427	52.7686	5.43758	9.00378	3.98962	1.13153
Zosma105g00570	59.5198	82.9222	59.8134	63.0265	66.8262	39.6037
Zosma105g00590	0	46.39	0.906264	1.80076	0	1.13153
Zosma105g00610	124.708	599.591	138.658	511.415	127.668	214.992
Zosma105g00620	15.5885	385.037	22.6566	253.006	11.9689	4.52614
Zosma105g00630	31.177	344.446	63.4385	224.194	58.847	106.364
Zosma105g00640	8.50282	571.757	30.813	205.286	21.9429	18.1046
Zosma105g00650	804.934	502.752	666.104	513.215	755.036	376.801
Zosma105g00660	2273.09	561.319	3279.77	1388.38	1921	4079.18
Zosma105g00670	345.781	299.216	354.349	340.343	283.263	471.85
Zosma105g00680	741.163	406.493	595.415	629.364	582.485	697.025
Zosma105g00690	2672.72	926.061	3000.64	1562.16	2891.48	3115.11
Zosma105g00700	86.4454	749.779	270.973	608.655	209.455	147.1
Zosma105g00720	476.158	388.516	367.037	469.997	701.177	514.848
Zosma105g00750	177.142	229.631	163.127	68.4287	124.676	28.2884
Zosma105g00760	340.113	197.158	357.068	248.504	356.074	183.309
Zosma105g00770	606.535	864.594	493.007	333.14	575.503	320.224
Zosma106g00100	155.885	165.844	188.503	164.769	167.564	201.413
Zosma106g00110	226.742	171.643	142.283	368.255	239.377	322.487
Zosma106g00120	56.6855	311.393	100.595	137.758	66.8262	130.126
Zosma106g00130	2844.19	702.229	2784.04	1564.86	2915.42	3223.74
Zosma106g00140	26.9256	234.849	40.7819	139.559	10.9715	3.3946
Zosma106g00150	127.542	186.72	163.127	216.991	112.707	171.993
Zosma106g00170	273.507	75.9637	232.003	180.076	244.365	293.067
Zosma106g00180	399.633	2906.33	451.319	1849.38	307.201	496.744
Zosma106g00200	480.409	402.433	506.601	368.255	479.752	492.218
Zosma106g00210	121.874	148.448	326.255	289.021	270.297	1347.66
Zosma106g00220	0	62.0467	0	18.0076	0.997406	2.26307
Zosma106g00240	1470.99	3091.89	1940.31	3774.38	2048.67	4962.91
Zosma106g00250	447.815	467.959	428.663	527.621	439.856	632.528
Zosma106g00260	384.044	241.228	234.722	180.076	217.435	210.465
Zosma106g00270	145.965	233.11	121.439	122.451	100.738	105.233
Zosma106g00300	172.891	26.6743	103.314	77.4325	147.616	79.2074
Zosma106g00310	7.08569	605.39	9.9689	421.377	6.98184	50.9191
Zosma106g00330	2319.85	445.344	2034.56	169.271	2031.72	623.476
Zosma106g00340	83.6111	100.318	93.3452	64.8272	127.668	31.683
Zosma106g00350	68.0226	412.291	62.5322	130.555	45.8807	22.6307
Zosma106g00360	1.41714	87.5612	3.62505	39.6166	2.99222	7.92074
Zosma106g00370	59.5198	37.112	38.9693	18.0076	42.8885	37.3406
Zosma106g00380	103.451	381.558	67.9698	266.512	32.9144	41.8668
Zosma106g00410	0	317.772	0.906264	2.70113	0.997406	0
Zosma106g00420	110.537	22.0353	210.253	169.271	364.053	323.619
Zosma106g00430	399.633	234.849	359.787	161.168	488.729	329.277
Zosma106g00440	1663.72	1000.28	1527.96	1223.61	1654.7	1633.94
Zosma106g00450	19.8399	88.141	14.5002	141.359	4.98703	23.7622
Zosma106g00460	65.1883	351.404	149.533	450.189	77.7977	247.806
Zosma106g00490	8818.84	227.891	5990.4	930.09	10161.6	1758.4
Zosma106g00500	8.50282	3.47925	9.9689	18.9079	14.9611	36.2091
Zosma106g00510	21.2571	97.419	64.3447	51.3215	19.9481	28.2884
Zosma106g00520	36.8456	45.2303	32.6255	21.6091	19.9481	7.92074
Zosma106g00530	300.433	98.5788	135.94	99.0416	237.383	132.39
Zosma106g00540	680.226	258.044	994.171	1142.58	848.793	2471.27
Zosma106g00550	299.016	263.263	316.286	1506.33	360.064	837.336
Zosma106g00560	24.0913	10.4378	22.6566	8.1034	46.8781	5.65767
Zosma106g00590	384.044	139.17	614.447	253.907	336.126	624.607
Zosma106g00600	775.174	363.582	959.733	615.858	801.915	1296.74
Zosma106g00610	2.83427	125.833	0.906264	499.71	1.99481	41.8668
Zosma106g00620	48.1827	38.8516	70.6886	64.8272	31.917	247.806
Zosma106g00630	739.746	1487.96	953.389	1299.25	919.609	712.867
Zosma106g00730	2.83427	99.1587	3.62505	9.90416	0.997406	6.78921
Zosma106g00750	107.702	126.993	98.7827	118.85	84.7795	125.6
Zosma1077g00010	128.959	188.459	140.471	166.57	110.712	82.602
Zosma1077g00020	92.1139	268.482	77.9387	319.634	107.72	22.6307
Zosma1077g00030	0	183.241	3.62505	1.80076	0	0
Zosma107g00010	113.371	64.3662	101.502	58.5246	116.697	169.73
Zosma107g00030	130.377	38.8516	166.753	81.9344	93.7562	219.518
Zosma107g00060	77.9425	186.14	133.221	143.16	49.8703	83.7336
Zosma107g00070	547.015	931.28	548.289	1751.23	471.773	1380.47
Zosma107g00080	355.701	286.458	364.318	376.358	453.82	479.771
Zosma107g00100	117.622	95.0995	148.627	97.2408	118.691	105.233
Zosma107g00110	2385.04	2670.33	3632.3	3802.3	2347.89	4643.82
Zosma107g00120	433.644	383.877	500.258	440.285	808.896	254.595
Zosma107g00150	290.513	453.462	270.067	464.595	290.245	365.486
Zosma107g00160	187.062	154.247	183.065	333.14	132.655	580.477
Zosma107g00170	73.6911	85.2417	62.5322	259.309	103.73	385.853
Zosma107g00180	4.25141	41.751	11.7814	5.40227	5.98444	2.26307
Zosma107g00210	355.701	240.648	302.692	314.232	296.23	363.223
Zosma107g00220	201.233	27.2541	328.974	156.666	215.44	267.042
Zosma107g00250	3138.96	1207.3	4517.72	8847.11	1584.88	12922.1
Zosma107g00260	114.788	111.336	139.565	150.363	57.8496	175.388
Zosma107g00320	0	128.152	0	60.3253	0	3.3946
Zosma107g00330	12.7542	389.676	37.1568	67.5283	4.98703	37.3406
Zosma107g00350	1428.47	621.626	1415.58	875.167	1572.91	758.128
Zosma107g00360	406.718	291.097	357.974	422.277	425.892	692.499
Zosma107g00370	1300.93	12244.6	1502.59	16564.3	1463.19	5283.14
Zosma107g00390	277.759	379.238	389.693	429.48	403.95	359.828
Zosma107g00400	558.352	277.18	867.294	705.896	551.566	1722.2
Zosma107g00410	103.451	341.547	120.533	349.347	96.7484	235.359
Zosma107g00420	365.621	301.535	366.13	274.615	371.035	409.616
Zosma107g00430	274.925	155.407	259.191	110.746	311.191	119.943
Zosma107g00450	14.1714	597.851	45.3132	261.11	27.9274	69.0236
Zosma107g00460	274.925	101.478	277.317	139.559	260.323	178.782
Zosma107g00470	7.08569	0	43.5007	4.50189	16.9559	5.65767
Zosma107g00480	2.83427	0	36.2505	5.40227	4.98703	3.3946
Zosma107g00490	4058.68	1993.03	4233.16	2082.57	4121.28	4434.48
Zosma107g00510	204.068	269.062	194.847	185.478	220.427	117.68
Zosma107g00520	140.297	194.258	157.69	267.412	125.673	217.255
Zosma107g00540	899.882	904.026	919.858	672.582	927.588	517.111
Zosma107g00560	974.99	677.294	1087.52	1393.78	704.169	2525.59
Zosma107g00580	106.285	46.39	104.22	63.0265	101.735	37.3406
Zosma107g00590	1136.54	743.4	1450.02	1519.84	1323.56	2782.44
Zosma107g00600	216.822	125.253	241.066	178.275	230.401	248.938
Zosma107g00610	19.8399	45.8101	18.1253	60.3253	26.93	38.4722
Zosma107g00620	335.861	507.971	436.819	795.034	364.053	667.605
Zosma107g00630	15.5885	78.2832	37.1568	314.232	35.9066	102.97
Zosma107g00640	58.1026	27.834	87.9076	64.8272	54.8573	125.6
Zosma107g00650	109.12	88.7209	106.033	71.1299	119.689	72.4182
Zosma107g00680	858.785	555.52	801.137	532.123	887.692	424.325
Zosma107g00690	128.959	56.8278	58.0009	47.72	117.694	41.8668
Zosma107g00700	649.049	384.457	662.479	564.537	684.221	663.079
Zosma107g00710	5266.08	627.425	4789.6	1689.11	5988.43	3521.34
Zosma107g00730	9.91996	255.725	9.06264	67.5283	9.97406	1.13153
Zosma107g00740	300.433	1293.12	429.569	1729.63	342.11	573.688
Zosma107g00750	368.456	191.359	415.069	245.803	321.165	259.121
Zosma107g00760	293.347	176.282	360.693	193.581	280.271	262.516
Zosma107g00800	6800.84	22164.6	8406.5	12724.1	5832.83	13087.3
Zosma107g00810	840.362	298.636	809.293	325.036	831.837	512.585
Zosma107g00820	104.868	205.856	119.627	90.0378	127.668	75.8128
Zosma107g00830	99.1996	155.986	85.1888	90.0378	53.8599	59.9713
Zosma107g00840	26.9256	16.2365	28.0942	9.90416	39.8962	12.4469
Zosma107g00850	2114.37	691.211	2146.94	932.791	2425.69	2066.18
Zosma107g00860	919.722	580.455	924.389	1009.32	1095.15	720.788
Zosma107g00870	12.7542	61.4668	7.25011	12.6053	1.99481	1.13153
Zosma107g00880	393.964	223.832	299.973	233.198	320.167	205.939
Zosma107g00890	5.66855	54.5083	7.25011	17.1072	3.98962	4.52614
Zosma108g00010	121.874	1.15975	57.0946	1.80076	180.531	12.4469
Zosma108g00030	56.6855	501.012	29.9067	581.644	38.8988	35.0776
Zosma108g00040	65.1883	209.335	37.1568	135.957	24.9352	14.71
Zosma108g00060	1016.09	565.378	1286.89	623.962	851.785	1125.88
Zosma108g00070	97.7825	123.513	97.8765	109.846	101.735	71.2867
Zosma108g00080	22.6742	148.448	46.2194	105.344	31.917	40.7352
Zosma108g00100	104.868	47.5498	128.689	93.6393	145.621	98.4435
Zosma108g00110	1137.96	631.484	960.639	626.663	1151.01	844.125
Zosma108g00130	435.061	332.848	350.724	282.719	399.96	299.857
Zosma108g00140	342.947	190.199	481.226	388.063	358.069	607.634
Zosma108g00150	225.325	212.234	224.753	271.014	219.429	269.305
Zosma108g00160	2.83427	389.096	7.25011	4.50189	4.98703	1.13153
Zosma108g00170	162.971	2086.39	172.19	682.486	124.676	136.916
Zosma108g00180	34.0113	219.193	27.1879	114.348	23.9377	37.3406
Zosma108g00190	719.906	361.262	733.167	603.253	640.335	820.363
Zosma108g00200	62.354	11.0176	67.9698	30.6128	41.8911	61.1029
Zosma108g00210	3004.33	872.712	3117.55	1544.15	3129.86	2317.38
Zosma108g00240	392.547	280.66	241.972	162.968	296.23	157.283
Zosma108g00250	87.8625	220.353	90.6264	73.831	68.821	58.8398
Zosma108g00260	9.91996	69.585	19.0315	79.2333	20.9455	36.2091
Zosma108g00270	974.99	587.414	584.54	443.886	1021.34	435.641
Zosma108g00290	875.791	723.104	1063.95	1590.07	1008.38	1042.14
Zosma108g00300	107.702	590.313	69.7823	151.263	69.8184	46.3929
Zosma108g00350	1398.71	378.659	1555.15	1072.35	2268.1	1826.3
Zosma108g00360	140.297	84.6618	125.971	79.2333	179.533	207.071
Zosma108g00370	133.211	43.4906	164.034	77.4325	132.655	138.047
Zosma108g00380	1607.03	1029.86	1691.09	1953.82	1506.08	3935.48
Zosma108g00390	52.4341	41.1711	141.377	79.2333	51.8651	90.5228
Zosma108g00400	106.285	49.2894	89.7201	55.8234	119.689	53.1821
Zosma109g00010	959.402	514.349	926.201	469.097	1475.16	622.344
Zosma109g00020	1163.47	325.89	871.826	515.917	1063.23	703.815
Zosma109g00030	263.587	140.33	131.408	139.559	242.37	218.386
Zosma109g00040	368.456	587.993	490.289	742.812	513.664	534.084
Zosma109g00060	133.211	93.3599	83.3763	72.0302	81.7873	87.1282
Zosma109g00070	14.1714	62.6265	6.34385	50.4212	8.97666	22.6307
Zosma109g00080	4106.86	660.478	3398.49	1246.12	4059.44	3258.82
Zosma109g00090	589.529	227.311	483.038	332.239	578.496	213.86
Zosma109g00100	256.502	125.253	235.629	127.854	332.136	122.206
Zosma109g00110	85.0282	14.4969	101.502	23.4098	68.821	47.5245
Zosma109g00140	814.854	212.234	638.01	227.796	700.179	220.649
Zosma109g00150	257.919	117.715	174.909	73.831	190.505	65.629
