Zosma106g00190	GO:0000015
Zosma106g00190	GO:0000015
Zosma121g00530	GO:0000015
Zosma121g00530	GO:0000015
Zosma42g01070	GO:0000015
Zosma42g01070	GO:0000015
Zosma7g01050	GO:0000015
Zosma7g01050	GO:0000015
Zosma8g01020	GO:0000015
Zosma8g01020	GO:0000015
Zosma228g00100	GO:0000042
Zosma216g00210	GO:0000045
Zosma10g00780	GO:0000049
Zosma122g00370	GO:0000049
Zosma22g00630	GO:0000049
Zosma288g00290	GO:0000049
Zosma288g00290	GO:0000049
Zosma48g00770	GO:0000049
Zosma54g00070	GO:0000049
Zosma123g00500	GO:0000062
Zosma261g00210	GO:0000062
Zosma277g00110	GO:0000062
Zosma32g00460	GO:0000062
Zosma48g00820	GO:0000062
Zosma74g01040	GO:0000062
Zosma387g00050	GO:0000077
Zosma446g00150	GO:0000077
Zosma139g00330	GO:0000079
Zosma241g00310	GO:0000079
Zosma321g00050	GO:0000079
Zosma613g00010	GO:0000079
Zosma75g00560	GO:0000079
Zosma6g00720	GO:0000103
Zosma6g00830	GO:0000103
Zosma86g00260	GO:0000103
Zosma101g00490	GO:0000105
Zosma172g00480	GO:0000105
Zosma294g00060	GO:0000105
Zosma32g00320	GO:0000105
Zosma56g01550	GO:0000105
Zosma56g01550	GO:0000105
Zosma5g01750	GO:0000105
Zosma202g00220	GO:0000124
Zosma135g00080	GO:0000139
Zosma155g00310	GO:0000139
Zosma197g00130	GO:0000139
Zosma397g00090	GO:0000139
Zosma44g00980	GO:0000139
Zosma82g00520	GO:0000139
Zosma88g00280	GO:0000139
Zosma111g00410	GO:0000145
Zosma11811g00010	GO:0000145
Zosma13515g00010	GO:0000145
Zosma146g00210	GO:0000145
Zosma150g00330	GO:0000145
Zosma15g01750	GO:0000145
Zosma15g01760	GO:0000145
Zosma168g00020	GO:0000145
Zosma169g00420	GO:0000145
Zosma174g00250	GO:0000145
Zosma176g00180	GO:0000145
Zosma196g00120	GO:0000145
Zosma198g00200	GO:0000145
Zosma19g00630	GO:0000145
Zosma221g00180	GO:0000145
Zosma224g00350	GO:0000145
Zosma22g00100	GO:0000145
Zosma22g01430	GO:0000145
Zosma243g00160	GO:0000145
Zosma265g00190	GO:0000145
Zosma27g01300	GO:0000145
Zosma302g00040	GO:0000145
Zosma34g01110	GO:0000145
Zosma356g00090	GO:0000145
Zosma356g00100	GO:0000145
Zosma3g00880	GO:0000145
Zosma3g01060	GO:0000145
Zosma3g01610	GO:0000145
Zosma52g00290	GO:0000145
